Days of Operation,Biomass Sample ID,Media description,Media changes,Media Influent Flow Rate (mL/min) based on scales linear projection,"pH adjustment delivery rate (mL/min) - primarily 1 M HCl, sometimes 1 M NaOH",Media Acetate (mol/L),Media Propionate (mol/L),Media Butyrate (mol/L),Media Total VFA (mg COD/L),Media Total COD (mg/L) Hach,Media Ammonia (mol/L),Media Dissolved Inorganic Carbon (mol C/L),Media Dissolved Organic Carbon (mol C/L),Approximate Total Influent C (mol/min) based on Media recipe,H2 delivery rate setpoint (mL/min),CO2 delivery rate setpoint (mL/min),H2 delivery rate (mol/min),H2 delivery rate (e-eq/min),H2 delivery (g COD/min),CO2 delivery rate (mol/min),H2:CO2 ratio,Measured Total Influent C (mol/min),Approximate Total Influent C (mol/min) based on Media recipe + gas,Effluent waste flow rate (mL/min) - measured based on HRT after Day 38.1,Waste Effluent Acetate (mol/L),Waste Effluent Propionate (mol/L),Waste Effluent Butyrate (mol/L),Waste Effluent Total VFA (mg COD/L),Waste Effluent Total COD (mg/L) Hach,Waste Effluent Ammonia (mol/L),Waste Effluent Dissolved Inorganic Carbon (mol C/L),Waste Effluent Dissolved Organic Carbon (mol C/L),Gas Flow Out (mL/min at STP),Gas Composition (% CH4),Gas Composition (% H2),Gas Composition (% CO2),CH4 Production (mol/min),H2 breakthrough (mol/min),CO2 breakthrough (mol/min),Specific CH4 production Rate (m3/m3d) .155,Specific CH4 production Rate (L/m2d),Waste Effluent Dissolved Inorganic Carbon (mol/min) based on sensor,Effluent C as measured (mol/min),Effluent C as biomass (mol/min),Total Effluent C (mol/min) based on MT sensors,H2 Conversion to CH4 Efficiency (%),H2 conversion to CH4 efficiency (30-day rolling average),Accounted H2 (%),Unaccounted H2 (%),C gas only Conversion Efficiency to CH4 (%),CO2 conversion to CH4 efficiency (30-day rolling average),C Conversion to CH4 Efficiency (%),Accounted C (%) based on MT sensors,Unaccounted C (%) based on MT sensors,Projected Cell Yield (g/min),R-TSS,W-TSS,R-VSS,W-VSS,SRT,HRT,pH,"CO2 (mg/L, aqueous dissolved CO2)",ORP (mV),Temp ©,[H],[CO2aq],pKa1,pKa2,[HCO3-],[CO3-2],TIC
80.4,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014990207909891556,0.0031107841795538376,,1288.458110625,15620.0,0.0259072225484439,0.011787558418792888,0.44301341287623974,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.001975649001916817,0.001975649001916817,,817.4035203658536,,0.02643031904482284,0.028392281139837765,0.08707511081098183,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.454183915646253e-07,8.666344870927158e-06,4.430673246500995e-07,3.568170643872873e-05,2.059409356852766,2.0117140495323897,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6063335662103042,0.7952215784887268,1.0287689643218596,-0.0287689643218596,0.0010971428571428,1784.5352112676057,193.70422535211267,1672.3661971830986,114.69014084507042,21.80503939094516,2.860746879981554,7.036,41.037,-517.953,34.716,9.204495717531704e-08,0.0009324683587448,6.348091318518518,10.290338807407409,0.0045450931189602,2.530486227693686e-06,0.0054800919639326
80.5,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014924495045731664,0.0031251881757218937,,1285.9119690625,15620.0,0.0259072225484439,0.01150784050376214,0.44463566420657974,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0019195935785577046,0.0019195935785577046,,812.9646093902439,,0.02649207281268348,0.02834334878754212,0.0869259362149057,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.542331688384376e-07,8.651497936096568e-06,4.4152955427843506e-07,3.569052121600255e-05,2.059409356852766,2.014507325081067,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6087562929760486,0.7952215784887268,1.0290231104990408,-0.0290231104990408,0.0010971428571428,1818.5915492957747,192.83098591549296,1704.3521126760563,113.3943661971831,21.80503939094516,2.860746879981554,7.045,41.037,-517.059,34.584,9.015711376059569e-08,0.0009324683587448,6.348719051851852,10.29140434074074,0.0046335627844256,2.627306324794211e-06,0.0055686584494952
80.60000000000001,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014858782181571774,0.0031395921718899503,,1283.3658275,15620.0,0.0259072225484439,0.011228122588731392,0.4462579155369198,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0018635381551985926,0.0018635381551985926,,808.5256984146341,,0.02655382658054412,0.028294416435246477,0.08677676161882956,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.621423055405579e-07,8.636651001265978e-06,4.399917839067706e-07,3.569843035270467e-05,2.059409356852766,2.0173006006297443,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.611179019741793,0.7952215784887268,1.0292511453994369,-0.0292511453994368,0.0010971428571428,1852.6478873239437,191.95774647887325,1736.3380281690143,112.09859154929578,21.80503939094516,2.860746879981554,7.053,41.037,-517.989,34.453,8.851156098308336e-08,0.0009324683587448,6.3493420296296295,10.29246180185185,0.00471294177369,2.7153778586937825e-06,0.0056481255102935
80.7,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014793069317411884,0.0031539961680580064,,1280.8196859375,15620.0,0.0259072225484439,0.010948404673700646,0.44788016686725984,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0018074827318394803,0.0018074827318394803,,804.0867874390244,,0.026615580348404756,0.028245484082950835,0.08662758702275342,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.535711098139959e-07,8.621804066435388e-06,4.3845401353510614e-07,3.56898591569781e-05,2.059409356852766,2.020093876178421,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6136017465075372,0.7952215784887268,1.029004022124496,-0.029004022124496,0.0010971428571428,1886.7042253521126,191.0845070422535,1768.323943661972,110.80281690140845,21.80503939094516,2.860746879981554,7.045,41.037,-517.995,34.453,9.015711376059569e-08,0.0009324683587448,6.3493420296296295,10.29246180185185,0.0046269208918931,2.617159990314965e-06,0.0055620064106282
80.80000000000001,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014727356453251994,0.0031684001642260625,,1278.273544375,15620.0,0.0259072225484439,0.010668686758669898,0.4495024181975999,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.001751427308480368,0.001751427308480368,,799.6478764634146,,0.026677334116265397,0.028196551730655193,0.08647841242667728,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.372170637544855e-07,8.606957131604798e-06,4.369162431634417e-07,3.5673505110918595e-05,2.059409356852766,2.0228871517270988,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6160244732732816,0.7952215784887268,1.0285325050165348,-0.0285325050165348,0.0010971428571428,1920.7605633802818,190.2112676056338,1800.3098591549297,109.50704225352112,21.80503939094516,2.860746879981554,7.029,41.037,-515.165,34.519,9.354056741475522e-08,0.0009324683587448,6.349028162962963,10.291929035185184,0.0044627847559917,2.4359978786251143e-06,0.0053976891126152
80.9,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014661643589092103,0.003182804160394119,,1275.7274028125,15620.0,0.0259072225484439,0.01038896884363915,0.45112466952793995,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.001695371885121256,0.001695371885121256,,795.2089654878049,,0.02673908788412603,0.02814761937835955,0.08632923783060115,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.535711098139959e-07,8.592110196774206e-06,4.353784727917772e-07,3.56898591569781e-05,2.059409356852766,2.025680427275776,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6184472000390258,0.7952215784887268,1.029004022124496,-0.029004022124496,0.0010971428571428,1954.8169014084508,189.33802816901408,1832.2957746478874,108.2112676056338,21.80503939094516,2.860746879981554,7.045,41.037,-515.166,34.453,9.015711376059569e-08,0.0009324683587448,6.3493420296296295,10.29246180185185,0.0046269208918931,2.617159990314965e-06,0.0055620064106282
81.0,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014595930724932211,0.003197208156562175,,1273.18126125,15620.0,0.0259072225484439,0.010109250928608402,0.45274692085828,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0016393164617621437,0.0016393164617621437,,790.7700545121951,,0.026800841651986672,0.02809868702606391,0.08618006323452501,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.448343802486607e-07,8.577263261943616e-06,4.338407024201128e-07,3.568112242741277e-05,2.059409356852766,2.0284737028244533,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.62086992680477,0.7952215784887268,1.028752126205731,-0.028752126205731,0.0010971428571428,1988.8732394366198,188.46478873239437,1864.281690140845,106.91549295774648,21.80503939094516,2.860746879981554,7.037,41.037,-514.246,34.388,9.183325964835795e-08,0.0009324683587448,6.3496511407407406,10.292986496296296,0.0045392380943226,2.517656445698893e-06,0.0054742241095131
81.10000000000001,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014530217860772321,0.003211612152730231,,1270.6351196875,15620.0,0.0259072225484439,0.009829533013577654,0.45436917218862,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0015832610384030315,0.0015832610384030315,,786.3311435365854,,0.02686259541984731,0.028049754673768267,0.08603088863844888,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.535711098139959e-07,8.562416327113026e-06,4.323029320484483e-07,3.56898591569781e-05,2.059409356852766,2.0312669783731305,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6232926535705143,0.7952215784887268,1.029004022124496,-0.029004022124496,0.0010971428571428,2022.9295774647887,187.59154929577466,1896.267605633803,105.61971830985915,21.80503939094516,2.860746879981554,7.045,41.037,-515.183,34.453,9.015711376059569e-08,0.0009324683587448,6.3493420296296295,10.29246180185185,0.0046269208918931,2.617159990314965e-06,0.0055620064106282
81.2,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014464504996612431,0.0032260161488982877,,1268.088978125,15620.0,0.0259072225484439,0.009549815098546906,0.45599142351896005,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0015272056150439192,0.0015272056150439192,,781.8922325609756,,0.026924349187707947,0.028000822321472624,0.08588171404237273,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.532429605062444e-07,8.547569392282436e-06,4.307651616767839e-07,3.5689531007670353e-05,2.059409356852766,2.034060253921808,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6257153803362585,0.7952215784887268,1.0289945609787952,-0.0289945609787951,0.0010971428571428,2056.985915492958,186.71830985915494,1928.2535211267607,104.32394366197182,21.80503939094516,2.860746879981554,7.045,41.037,-514.239,34.388,9.015711376059569e-08,0.0009324683587448,6.3496511407407406,10.292986496296296,0.0046236288312041,2.6121401036799733e-06,0.0055587093300526
81.30000000000001,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.01439879213245254,0.003240420145066344,,1265.5428365625,15620.0,0.0259072225484439,0.009270097183516159,0.4576136748493001,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0014711501916848072,0.0014711501916848072,,777.4533215853659,,0.026986102955568587,0.027951889969176982,0.0857325394462966,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.284753365190933e-07,8.532722457451846e-06,4.292273913051194e-07,3.56647633836832e-05,2.059409356852766,2.036853529470485,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.628138107102003,0.7952215784887268,1.0282804650057864,-0.0282804650057864,0.0010971428571428,2091.042253521127,185.84507042253523,1960.2394366197184,103.02816901408451,21.80503939094516,2.860746879981554,7.021,41.037,-513.303,34.388,9.527961640236508e-08,0.0009324683587448,6.3496511407407406,10.292986496296296,0.0043750494204476,2.338818211514115e-06,0.005309856597404
81.4,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.01433307926829265,0.0032548241412344,,1262.996695,15620.0,0.0259072225484439,0.00899037926848541,0.45923592617964015,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.001415094768325695,0.001415094768325695,,773.0144106097562,,0.027047856723429225,0.027902957616881337,0.08558336485022046,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.365794423811478e-07,8.517875522621256e-06,4.2768962093345496e-07,3.567286748954526e-05,2.059409356852766,2.0396468050191627,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.630560833867747,0.7952215784887268,1.0285141212242406,-0.0285141212242405,0.0010971428571428,2125.0985915492956,184.9718309859155,1992.225352112676,101.73239436619718,21.80503939094516,2.860746879981554,7.029,41.037,-513.298,34.388,9.354056741475522e-08,0.0009324683587448,6.3496511407407406,10.292986496296296,0.0044563876619791,2.42659035387855e-06,0.0053912826110778
81.5,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014267366404132759,0.0032692281374024565,,1260.4505534375,15620.0,0.0259072225484439,0.008710661353454665,0.4608581775099802,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0013590393449665827,0.0013590393449665827,,768.5754996341464,,0.027109610491289862,0.027854025264585695,0.08543419025414432,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.365794423811478e-07,8.503028587790666e-06,4.261518505617905e-07,3.567286748954526e-05,2.059409356852766,2.04244008056784,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6329835606334913,0.7952215784887268,1.0285141212242406,-0.0285141212242405,0.0010971428571428,2159.154929577465,184.09859154929578,2024.2112676056338,100.43661971830986,21.80503939094516,2.860746879981554,7.029,41.037,-512.367,34.388,9.354056741475522e-08,0.0009324683587448,6.3496511407407406,10.292986496296296,0.0044563876619791,2.42659035387855e-06,0.0053912826110778
81.60000000000001,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014201653539972868,0.0032836321335705126,,1257.904411875,15620.0,0.0259072225484439,0.008430943438423917,0.46248042884032026,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0013029839216074706,0.0013029839216074706,,764.1365886585365,,0.027171364259150503,0.027805092912290053,0.08528501565806819,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.362585452093544e-07,8.488181652960077e-06,4.2461408019012604e-07,3.567254659237346e-05,2.059409356852766,2.045233356116517,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6354062873992354,0.7952215784887268,1.028504869170905,-0.0285048691709046,0.0010971428571428,2193.211267605634,183.22535211267606,2056.1971830985917,99.14084507042253,21.80503939094516,2.860746879981554,7.029,41.037,-512.393,34.322,9.354056741475522e-08,0.0009324683587448,6.349965007407407,10.29351926296296,0.0044531681731458,2.421864456671899e-06,0.0053880583963473
81.7,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014135940675812978,0.0032980361297385687,,1255.3582703125,15620.0,0.0259072225484439,0.008151225523393169,0.46410268017066025,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0012469284982483584,0.0012469284982483584,,759.6976776829268,,0.02723311802701114,0.02775616055999441,0.08513584106199204,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.441808729875637e-07,8.473334718129487e-06,4.230763098184616e-07,3.568046892015167e-05,2.059409356852766,2.0480266316651945,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6378290141649798,0.7952215784887268,1.02873328439419,-0.02873328439419,0.0010971428571428,2227.267605633803,182.35211267605635,2088.1830985915494,97.8450704225352,21.80503939094516,2.860746879981554,7.037,41.037,-512.393,34.256,9.183325964835795e-08,0.0009324683587448,6.350278874074074,10.29405202962963,0.0045326817762643,2.507859489726441e-06,0.0054676579944988
81.80000000000001,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014070227811653088,0.0033124401259066252,,1252.81212875,15620.0,0.0259072225484439,0.007871507608362421,0.4657249315010003,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0011908730748892461,0.0011908730748892461,,755.2587667073171,,0.027294871794871778,0.02770722820769877,0.0849866664659159,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.278455012469985e-07,8.458487783298895e-06,4.215385394467971e-07,3.566413354841111e-05,2.059409356852766,2.050819907213872,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.640251740930724,0.7952215784887268,1.0282623057010547,-0.0282623057010547,0.0010971428571428,2261.323943661972,181.4788732394366,2120.169014084507,96.54929577464789,21.80503939094516,2.860746879981554,7.021,41.037,-510.519,34.256,9.527961640236508e-08,0.0009324683587448,6.350278874074074,10.29405202962963,0.004368730250815,2.329717168722944e-06,0.0053035283267285
81.9,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.014004514947493196,0.0033268441220746813,,1250.2659871875,15620.0,0.0259072225484439,0.007591789693331675,0.46734718283134036,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0011348176515301339,0.0011348176515301339,,750.8198557317073,,0.02735662556273242,0.027658295855403126,0.08483749186983977,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.278455012469985e-07,8.443640848468305e-06,4.2000076907513266e-07,3.566413354841111e-05,2.059409356852766,2.053613182762549,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6426744676964684,0.7952215784887268,1.0282623057010547,-0.0282623057010547,0.0010971428571428,2295.3802816901407,180.6056338028169,2152.154929577465,95.25352112676056,21.80503939094516,2.860746879981554,7.021,41.037,-510.535,34.256,9.527961640236508e-08,0.0009324683587448,6.350278874074074,10.29405202962963,0.004368730250815,2.329717168722944e-06,0.0053035283267285
82.0,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.013938802083333306,0.0033412481182427374,,1247.719845625,15620.0,0.0259072225484439,0.007312071778300927,0.4689694341616804,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0010787622281710218,0.0010787622281710218,,746.3809447560976,,0.027418379330593053,0.027609363503107484,0.08468831727376364,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.456148675435954e-07,8.428793913637715e-06,4.184629987034682e-07,3.56819029147077e-05,2.059409356852766,2.0564064583112263,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6450971944622126,0.7952215784887268,1.0287746290842703,-0.0287746290842705,0.0010971428571428,2329.43661971831,179.73239436619718,2184.1408450704225,93.95774647887323,21.80503939094516,2.860746879981554,7.039,41.037,-510.521,34.125,9.141132414702506e-08,0.0009324683587448,6.350901851851852,10.29510949074074,0.0045470764080618,2.5212897677924647e-06,0.0054820660565744
82.10000000000001,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.013873089219173415,0.003355652114410794,,1245.1737040625,15620.0,0.0259072225484439,0.007032353863270179,0.47059168549202046,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0010227068048119096,0.0010227068048119096,,741.9420337804878,,0.027480133098453693,0.027560431150811842,0.0845391426776875,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.212578114798859e-07,8.413946978807125e-06,4.1692522833180373e-07,3.565754585864399e-05,2.059409356852766,2.059807629221003,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6481834540923603,0.7952215784887268,1.0280723705366417,-0.0280723705366414,0.0010971428571428,2363.492957746479,178.85915492957747,2216.1267605633802,92.66197183098592,21.80503939094516,2.860746879981554,7.015,41.037,-508.629,34.125,9.660508789898129e-08,0.0009324683587448,6.350901851851852,10.29510949074074,0.0043026126728778,2.2574740218220943e-06,0.0052373385056444
82.2,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.013807376355013525,0.00337005611057885,,1242.6275625,15620.0,0.0259072225484439,0.006752635948239431,0.47221393682236046,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0009666513814527973,0.0009666513814527973,,737.5031228048781,,0.02754188686631433,0.0275114987985162,0.08438996808161135,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.452874312397398e-07,8.399100043976535e-06,4.1538745796013927e-07,3.568157547840385e-05,2.059409356852766,2.06320880013078,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.651269713722508,0.7952215784887268,1.028765188495778,-0.028765188495778,0.0010971428571428,2397.549295774648,177.98591549295776,2248.1126760563384,91.36619718309859,21.80503939094516,2.860746879981554,7.039,41.037,-510.529,34.059,9.141132414702506e-08,0.0009324683587448,6.351215718518518,10.295642257407406,0.0045437914017225,2.516379439087119e-06,0.0054787761399064
82.30000000000001,,DSMZ v2: Dropped Na-Ac out of DSMZ 120 media,1.0,0.0592216175,0.0403056158300799,0.013741663490853633,0.0033844601067469066,,1240.0814209375,15620.0,0.0259072225484439,0.0064729180332086834,0.4738361881527005,2.1291029790152428e-05,1.2,0.3,5.357142857142857e-05,0.0002946428571428,0.0137142857142857,1.3392857142857142e-05,4.0,1.3392857142857142e-05,3.468388693300957e-05,0.0995272333300799,0.0009105959580936853,0.0009105959580936853,,733.0642118292683,,0.027603640634174968,0.027462566446220558,0.08424079348553522,0.8172403486690635,0.7559866666666666,0.0369386666666666,0.207075,2.75813753149924e-05,1.3476682511623654e-06,7.554912732171711e-06,5.739773175228352,6.131391055550618,5.629578276149234e-07,8.384253109145945e-06,4.1384968758847486e-07,3.569924587477903e-05,2.059409356852766,2.0666099710405565,2.0845658308744635,-1.0845658308744637,2.059409356852766,1.6543559733526558,0.7952215784887268,1.02927465839485,-0.0292746583948499,0.0010971428571428,2431.605633802817,177.11267605633805,2280.0985915492956,90.07042253521126,21.80503939094516,2.860746879981554,7.055,41.037,-510.533,34.191,8.81048873008014e-08,0.0009324683587448,6.350587985185185,10.294576724074073,0.0047211317337587,2.719376840972779e-06,0.0056563194693444
