seq,Kingdom,Phylum,Class,Order,Family,Genus,Species,rel_ab
40e233849dcafd1ca1e5dd020826ec04,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_269,midas_g_269,midas_s_9149,0.075331
ba17ca70d77eba42e5aef9d3fcc1adf3,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,,,,0.016918
6ba96f5208b35a9fa58a1e50271ece5c,Bacteria,Firmicutes,Clostridia,Clostridia_vadinBB60_group,midas_f_63015,midas_g_63015,midas_s_84196,0.073739
5cf9be63b0ce8289c8ac73ac5162ad0b,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Ruminiclostridium,midas_s_119325,0.030367
18c8a1caa02afa9f20b6974f6da7568c,Bacteria,Caldatribacteriota,JS1,midas_o_230,midas_f_230,midas_g_230,midas_s_1331,0.071087
c5f63d06bc0e136c998bf43f719776c3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Mangroviflexus,midas_s_17009,0.07427
f0b4d6d49281190556a6cc4d5286dfb6,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Proteiniboraceae,Proteiniborus,,0.047944
5f50c109f3a9cdf90470d389e4797c67,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,0.073474
c1795fae23a34030462cf6e6267b85b3,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.017408
22b437d42a93adf1a1f4912a2f2bc487,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.072148
8b2843ccdbc3d39c6d758b7f91388341,Bacteria,Chloroflexi,Anaerolineae,Caldilineales,Caldilineaceae,midas_g_3064,midas_s_3064,0.028036
2b574134383a97ed6d824d208c869f5f,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propioniciclava,midas_s_5037,0.837929
8a7df6e8751646d9927c0f0ed34cbf5b,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Ercella,midas_s_13743,0.033585
b9894ecd47f62b16d09553eba88c3e8d,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,,0.025189
ba7e734314ca58b585509a99c1dc8f97,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,,,0.03181
5b2a2d09315ded235146cac2e767e89a,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,,,0.042252
d2f6165d08abe7fc34cde6d0173b9a8a,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,,0.036835
2548f61c3083181969197199a1a27bf5,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,midas_g_110651,midas_s_110651,0.015201
b4900060b15cd3eab0697bdc00bfc33a,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Microvirga,,0.051073
ce94860005cb569777791022ac3014af,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,0.014513
5c8ca1fddc8497f2db7a63141e5cdc7f,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Family_XI,Soehngenia,,0.062023
a214ccee6e9a8749c048daa053ae51dc,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.016934
966a27b7648de7ac63f5c15a8be0d10a,Bacteria,Planctomycetota,Phycisphaerae,MSBL9,4572-13,midas_g_76028,,0.06923
bab16dfe7bab8f56e30de9733e5a5964,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,midas_f_134,midas_g_134,midas_s_1266,0.437448
2b7920f905d876304aa83fc776cd91a4,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,,,0.0687
fa29a08838db72d944922cbf3ca72b38,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,,0.023101
d8c78611226dae60111f022dc0a9f947,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,midas_s_114646,0.068434
a78a93326d787b79c22198acbce80e81,Bacteria,Firmicutes,Clostridia,Oscillospirales,Eubacterium_coprostanoligenes_group,midas_g_1946,midas_s_1946,0.068434
5a68a3cca9a0816f321222936d3c0cb8,Bacteria,Firmicutes,Limnochordia,MBA03,midas_f_112,,,0.068169
d5ba4ee44ca72bb2c78ee918d3d0707d,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,midas_s_114646,0.068169
4cec2826da45c90930f69ae290165f1d,Bacteria,Desulfobacterota,Syntrophorhabdia,Syntrophorhabdales,Syntrophorhabdaceae,Syntrophorhabdus,midas_s_41,0.335788
cae75e1117d316c3a8f12909f766135b,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,,,0.04929
5adea97be7d61a174324b19e19ba1dea,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Galbitalea,,0.110902
aa4b8fb0330c049740437e03fc90a40e,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,,,,0.045502
78655baa8fe07fac3df14b89c91be2bb,Bacteria,Firmicutes,,,,,,0.066578
0e50bf3eae192d3ce32f00a74ffb97e3,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,midas_g_101467,midas_s_118673,0.066578
55f0a15d367f1f98823a8accf53c1ab4,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,,,0.067774
70d288ad69e9db19c1dac3bf211eaeb9,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,,0.066047
800e0527da5f9218e61c70f7d0ec8715,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,,0.023657
9fd90ca5d6775c90e4e6e46e09b38313,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_1369,0.061612
caeb52da9a42b79671c85be97e7e6a89,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,,0.017491
d98dabbea4fe10de13ec5310782324e8,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Azorhizobium,midas_s_17083,0.075909
4ff2d0f9ff5860f0d61f045ebb308e0d,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,,0.067774
60aded12db04cbb8ba0091f3bb63d0a6,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,,0.023872
0e94ac060981402de47bbf85360fea8b,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,,0.013994
2ac77d9e71c04c362eb0b22647bc57f5,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,,0.064456
a8c0192a45a12e2f86fe50245c36917d,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,,0.064456
e111f26c316c8b919015c64090c7cdef,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Serpentinicella,midas_g_75908,,0.06419
aad81ac0351dcd619b00c97e690dfa5f,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_5792,midas_g_34283,midas_s_34283,0.06419
fa83652d0f1eca666000903a370b6e14,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Lysinibacillus,midas_s_15934,0.033043
b0d25a3bc288f3c5ac8b993c6e4504dd,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,Oscillibacter,midas_s_103470,0.012688
351fdba7f02fbaff27a231855c689a8a,Bacteria,Actinobacteriota,WCHB1-81,midas_o_765,midas_f_765,midas_g_1737,midas_s_1737,0.060742
4e39e7f278e094156ebfcc28868dd7dd,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.013294
f2fbdc2b912ea775653691981335232f,Bacteria,Chloroflexi,Anaerolineae,RBG-13-54-9,midas_f_20645,midas_g_35108,midas_s_35108,0.034791
6b68ebbc9e9e8d26fa7018cf163d4848,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,midas_g_75,midas_s_75,0.062864
c4112b995ef6cd2f05559f6a3057bc7c,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_3006,0.061007
371f00ae446e2e0a412ac4e6dcdacf85,Bacteria,Firmicutes,Limnochordia,Limnochordales,Limnochordaceae,midas_g_115815,midas_s_115815,0.062599
c2cac7d762781f38d91567c99eba157e,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,midas_g_102931,midas_s_102931,0.061803
ee4ac6545a6964811ec188369b533ff7,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,,,0.02533
faea8df7b37bdc2fd653a1c156baf7db,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,,,0.061538
d22ab0227295d4646e98ca484b96c239,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium_sensu_stricto_7,,0.062836
6d9f5e802552ba002b8efdef2f9bbfec,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,,0.061273
cadb4455b724f027fc10968f3b93c4f5,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,,0.095761
fff6f2b1de224120c999dde9f25fcd0a,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,,,0.061007
326834f69c357dad79f31e792597dd1d,Archaea,Halobacterota,Methanomicrobia,Methanomicrobiales,Methanoregulaceae,Methanolinea,midas_s_1190,0.060742
b0d26647a7f6153005ecd3ce5683ef89,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,,,0.032891
b4675aefcee3975954467e51b228d6f2,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Caproiciproducens,,0.014772
3b04ef795d02d4d5ddc42f2c2598e1d7,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Thiobacillus,Thiobacillus_thiophilus,0.059416
5c331188779be5bb65a2e80544aa8dea,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Bellilinea,Bellilinea_caldifistulae,0.04428
9e91972e602f744d92a27f9585c4a19d,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paraclostridium,midas_s_2984,0.041966
65f35a04bab9de1b0fa33126b4db52e7,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Alcaligenaceae,,,0.057559
b7533224f1ef2f4739006dd83c6bf4d2,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,,,0.057559
b9a98bd6fcede4fa31c9da7f86747666,Bacteria,Firmicutes,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,,0.022011
eefd58e34806834774cf090051744fd6,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Proteiniphilum,midas_s_93948,0.030975
bea331330a1f00d2ccef18e7b8d75a4b,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Paraclostridium,midas_s_2984,0.040624
043c5bc3b765f90981eb6625127663ef,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Aminivibrio,Aminivibrio_pyruvatiphilus,0.021747
82eeb8631b1f7982fd141bbf2ed2f4dc,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,midas_g_249,midas_s_5553,0.055968
899bfc3202ef1effff6e234fa8517ff3,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Paludibacteraceae,Paludibacter,midas_s_14924,0.031147
c4c43c34cccdf1faffcd3c478db50fee,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,midas_g_100959,midas_s_100959,0.055172
44292adaa0ea18b1b38d7e38695a72b1,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,,,0.055172
3133e9e795b0c90e4bcd8791956042d1,Bacteria,Firmicutes,,,,,,0.055172
873b71b30dcfcdbdf2e7080dd9db241f,Bacteria,Chloroflexi,Anaerolineae,C10-SB1A,Amarolineaceae,midas_g_667,midas_s_667,0.055172
299ccc8e8ff39974e43c21db8583539d,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,,0.054907
d7df91c0a9354c5b73ddf9b28799ae43,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,,0.012021
d049fee266c4b987284237c65812bd8b,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Erysipelothrix,midas_s_84351,0.043335
e04d49b3a01d91878d1c27f4e22b074e,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.021912
e8b184a091b069447aaa71429105e326,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis_granuli,0.012732
29cd0f756cdd319b032b1b1eb1be4c8f,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,midas_g_52206,,0.015713
3756db37fff5d61b7ec84aad15fa4c44,Bacteria,Firmicutes,Thermovenabulia,Thermovenabulales,Tepidanaerobacter,midas_g_93591,midas_s_93591,0.032898
8bf3a15fcb9d5db4fd6f5f1e60dbdd2f,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Ruminiclostridium,,0.036092
704d9e2c5c3cea3c4683fe56146b043e,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,0.053846
a017db3bfdae612d959f9edcc112104c,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,,0.224885
b1b1498a8ac17d5a79c894f70b0ff7c3,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,,,0.053315
f988ea53dbaa37384a49d4315240db30,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,,,,0.051458
1449d53a8ab97ad249f2332b5bd012b9,Bacteria,Firmicutes,Moorellia,Desulfitibacterales,Desulfitibacteraceae,Desulfitibacter,midas_s_114264,0.01862
64fc10f0a6641c24f1fc81c23d55d3b7,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Serpentinicella,midas_g_75908,,0.05305
a73d6b4ed74fd4af4a3c77ef62e48ec5,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,midas_g_114992,midas_s_114992,0.05305
99b459540b7b4682716095be1962981e,Bacteria,Cloacimonadota,Cloacimonadia,Cloacimonadales,Cloacimonadaceae,W5,,0.175595
e49e2d1740b2969d15197f16c4681997,Bacteria,Firmicutes,Thermoanaerobacteria,Thermoanaerobacterales,SRB2,midas_g_4301,midas_s_6432,0.027586
494686a85ca80380a18f37e6e723f6ff,Bacteria,Proteobacteria,Gammaproteobacteria,midas_o_147,midas_f_2362,Ca_Ovatusbacter,midas_s_40613,0.052519
3f621680f877f8755d3bf38982001f7b,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,Victivallaceae,midas_g_88408,midas_s_88408,0.052519
475e27bf3e60bc624563dd2d438e0a64,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,,,0.04801
19dccdcbb0a9ad59e58d289bcdb09295,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,,,0.034651
82027df46b4cddd4d7136ccfaa25a19f,Bacteria,Firmicutes,Clostridia,Gracilibacteraceae,Gracilibacter,,,0.017633
fa7c27da02160cd4642de54d236e78fc,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Romboutsia,,0.051989
bc3c95276ce632909affc67f9294bde6,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,Dethiobacter,,0.051989
9c4d55fa490cfb3be28c93ed90a4859d,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,midas_g_95485,midas_s_108338,0.018147
deac35bb9d47f67965b800fa6c414dea,Bacteria,Firmicutes,,,,,,0.051458
b97547037e6bed020583b930bd3684cc,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,midas_g_4579,midas_s_27064,0.138628
bcfc5d3c9a3586094059acfae2f253f4,Bacteria,Actinobacteriota,Actinobacteria,midas_o_5,midas_f_5,midas_g_957,,0.04748
281228d4a8faf2330f12bda44eeeb6af,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Williamwhitmaniaceae,Blvii28_wastewater-sludge_group,midas_s_1977,0.070854
69b20cc817bea5dcb9b42ccea6416abb,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,Acholeplasma_laidlawii,0.024168
a6e69a1d97c797ccefc9a46e1e9d59b9,Bacteria,Planctomycetota,Pla3_lineage,midas_o_485,midas_f_485,midas_g_485,midas_s_485,0.144789
f898c7a8c566d0beb46d5448dde2387c,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,,0.018659
d5c1df7b4eb6d1dad40cfc965a64dc91,Bacteria,Firmicutes,Dethiobacteria,Dethiobacterales,Dethiobacteraceae,,,0.050397
4cbb5aa3c9c081eb194c9ef48904828d,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,midas_s_100143,0.01886
50f6937d35cf193c1881b6fb7c273225,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.013927
f07216e3758674127b729897fc2945ba,Bacteria,Actinobacteriota,Thermoleophilia,Gaiellales,midas_f_269,midas_g_54538,midas_s_114437,0.049867
6239566d7bda185bbc00c6475202b675,Bacteria,Firmicutes,Bacilli,Acholeplasmatales,Acholeplasmataceae,Acholeplasma,,0.049602
462e7271eadc14fcbbd7f4fda8ca193a,Bacteria,Firmicutes,,,,,,0.049602
0d01943ed06ec0c8998ac39665f5452a,Bacteria,Firmicutes,,,,,,0.04748
88399278e67a6f27c1c493c39b174391,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanothermobacteriaceae,Methanothermobacter,midas_s_110511,0.043501
df20ccfbfc0741ee313d9e9433dbac01,Bacteria,Firmicutes,Desulfitobacteriia,Desulfitobacteriales,Syntrophobotulaceae,,,0.089338
6c75ae436af6e5a1e5b5cdec03d1fd65,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas,,0.048806
57d80e7465d3924d85b75767855a3c4f,Bacteria,Firmicutes,Clostridia,,,,,0.048541
300fe288268b05ea9ab54feeaac5ac13,Bacteria,Firmicutes,Limnochordia,MBA03,midas_f_112,,,0.048541
32d1077d28b29a3f6b93e1c0cbad6fda,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Tetrasphaera,,0.046419
07a0a37967e31e9f4fe1683f99cc42b7,Bacteria,Firmicutes,Clostridia,Caldicoprobacterales,Caldicoprobacteraceae,Caldicoprobacter,,0.012653
9686ac0f1487906d7d6ebd3fd7dc8d2b,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,,,0.031147
9d172cf068d4eda0c6d68f5b9cc75a1e,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,HN-HF0106,,0.017055
a049ac86c03db7991ef693a1bb025681,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.011358
9351cccfbe9ec3b210cc47272367a7df,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,,,0.013377
1b928ac12dc87878c3c36113baa33d56,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,midas_s_25,0.045092
41d1c01fdc01041978b943ebfa386bdb,Bacteria,Firmicutes,Clostridia,Proteinivoracales,midas_f_1799,midas_g_1799,,0.04801
7c02fc116dfd968c72ec176c6b121a3a,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,,,0.044031
ce835292dded53d610b8b1ca216711c5,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Anaerovorax,midas_s_113022,0.013841
54c489de5ec8c0e9aa68974f8f39d713,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aquamicrobium,Aquamicrobium_aestuarii,0.047214
fd7c9ad162f78a62dda5099c417becc6,Bacteria,Chloroflexi,Anaerolineae,midas_o_1,midas_f_813,midas_g_824,,0.047214
f04ff31f64577aa1ffb8bae8e5bb7028,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,midas_g_94069,midas_s_95284,0.044562
64303da63d4474d55a0486a7f379c2ba,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,,0.046949
712f87f5d819a247fd620da2e5d1ba23,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,,0.025638
cfd8b4faf14870a6bdb89a001e770060,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,,0.046153
527903fbf386db15505deed22209fe0a,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,,,0.046153
d2324169a6d55451e2666edc82665cba,Bacteria,Firmicutes,Clostridia,Proteinivoracales,midas_f_1799,midas_g_1799,,0.046153
947e4a587725a525a54833c06fcbab42,Bacteria,Firmicutes,Clostridia,Proteinivoracales,midas_f_1799,,,0.046153
cac0146ef6e3485fd6a9f6cd8f6ccb06,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,,,0.02626
b513381a51c3d1b0d7e568a804954430,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.01725
713956008008d889ae4a6327cb4f1061,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,0.025596
349d6e0ff74f02b6d2d55d29a6084ea2,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,Marmoricola,midas_s_143,0.043766
26897509b56c5bcf18626b728a146bca,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Sedimentibacteraceae,Sedimentibacter,,0.237208
1be424347c91d4aef0664f5e7d157c32,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,midas_s_50612,0.01135
6bb602f161cd434e740b0b0694a2fe7e,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Tessaracoccus,midas_s_1048,0.360433
8fd7af3fd41ce627d8be20317e594132,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Serpentinicella,midas_g_75908,,0.045092
068318d9dda2d16e8aa77418261bd64b,Bacteria,Synergistota,Synergistia,Synergistales,Synergistaceae,Syner-01,,0.020361
67eb9981d1bfffccac7b787cebaaa01b,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,midas_g_36215,midas_s_82500,0.044297
99f9b204f31c6690c17496f44394b974,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,,0.043766
dbb33c04baa39aa2036f66ac54d07dac,Bacteria,Firmicutes,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,Syntrophomonas,,0.017438
94c501c5d59dddbd80effa77dbceebe0,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,midas_g_95534,midas_s_95534,0.018288
c97b49b5849b709da91fb5f6f48cd9eb,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingosinicella,midas_s_12807,0.018324
cff8e2e801a0c5c478ebbe42363d2ee7,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,HN-HF0106,midas_s_94196,0.043501
203409814477d3107596c93e9ba7e5bc,Bacteria,Firmicutes,Clostridia,Oscillospirales,Hungateiclostridiaceae,Ercella,midas_s_78238,0.043236
8e9415fb1edc2f6f3ccda52f97761c01,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,,,0.043236
fb89ee34d5f2ddb3d1ce9da15080b792,Bacteria,Firmicutes,Bacilli,Haloplasmatales,Haloplasmataceae,Haloplasma,midas_s_99854,0.042175
07e45dbcdbdf6f14162122517de780b0,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Asaccharospora,Asaccharospora_irregularis,0.018417
10bb410cab85c3ad55c3e1b7a643ae2a,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidetes_vadinHA17,midas_g_19,,0.042705
fa8e5e27d8fba25e37fc05340a105914,Archaea,Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,midas_s_90448,0.042705
a5ad9574a1f8aea06b6dfaff6eddfff7,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,midas_s_110869,0.042705
4e9f7176de6f2af840aa8a369a060705,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,midas_s_5625,0.019711
74316f0e658505498c0bd04393736a67,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,midas_s_8374,0.013551
ffc8f144edd6d82dce1b1b9056b59bef,Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,midas_g_110369,midas_s_110369,0.04244
1ec11c735d1eb801372d246be26034d7,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae_R-7_group,,0.010945
3ab03e560dde34c45b0a4e71c809c190,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,midas_s_9526,0.011869
88dc9b1bf64124875974e6e8ce1bb2e0,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,midas_s_5446,0.027586
f20c6c1ebf09a1b98bf630fc9920e8b6,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,midas_g_114528,,0.020695
c7b5ccd6001f20b113bf480efab552c9,Bacteria,Acidobacteriota,Aminicenantia,Aminicenantales,midas_f_55,midas_g_4324,,0.261853
713e9dcfb8f87d843735061fd6bfe1e1,Bacteria,WS1,midas_c_796,midas_o_796,midas_f_796,midas_g_6733,midas_s_6733,0.041379
effac6ec8d11ae5d2d4f029c5f18e3be,Bacteria,Abditibacteriota,Abditibacteria,Abditibacteriales,Abditibacteriaceae,Abditibacterium,midas_s_43416,0.041379
b4ddae050e7f8cb4e050ab8c7595731c,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,,,0.041379
