node_a,node_b,rho,abs_rho,sign,qvalue,pvalue,cooccurrence,community_a,community_b,same_community,phylum_a,phylum_b,same_phylum
Fermentimonas.2,Petrimonas.2,-0.8332104858765267,0.8332104858765267,negative,0.005660781727169214,0.00011450410971242813,9,0,5,0,Bacteroidota,Bacteroidota,1
midas_g_114295.1,Methanobacterium.5,-0.8329779054539761,0.8329779054539761,negative,0.005660781727169214,0.00011547741965710225,3,0,5,0,Armatimonadota,Euryarchaeota,0
Clostridium_sensu_stricto_13.1,Methanobacterium.5,-0.8329779054539761,0.8329779054539761,negative,0.005660781727169214,0.00011547741965710225,3,0,5,0,Firmicutes,Euryarchaeota,0
Acinetobacter.1,Romboutsia.1,0.8328868383885956,0.8328868383885956,positive,0.005660781727169214,0.00011586037017535423,13,2,0,0,Proteobacteria,Firmicutes,0
Desulfosporosinus.2,Desulfosporosinus.3,0.8328690689874064,0.8328690689874064,positive,0.005660781727169214,0.00011593521486695473,3,6,6,1,Firmicutes,Firmicutes,1
Comamonadaceae.3,Ercella.1,-0.8327240297411739,0.8327240297411739,negative,0.005660781727169214,0.00011654760913585724,6,0,5,0,Proteobacteria,Firmicutes,0
EBM-39.1,Christensenellaceae_R-7_group.2,-0.8321428571428571,0.8321428571428571,negative,0.005746015946207849,0.00011902824493849783,14,0,5,0,Synergistota,Firmicutes,0
Syntrophomonas.1,midas_g_2178.1,-0.8317692805426404,0.8317692805426404,negative,0.005755682540674542,0.00012064560934967043,9,0,5,0,Firmicutes,Chloroflexi,0
Thauera.1,Desulfovibrio.1,0.8316640175625409,0.8316640175625409,positive,0.005755682540674542,0.00012110458626345628,7,3,3,1,Proteobacteria,Desulfobacterota,0
Petrimonas.1,Clostridium_sensu_stricto_13.1,0.8315465599698785,0.8315465599698785,positive,0.005755682540674542,0.00012161843017642679,12,0,0,1,Bacteroidota,Firmicutes,0
EBM-39.1,midas_g_84729.1,-0.8313505646248092,0.8313505646248092,negative,0.005755682540674542,0.0001224798480116671,5,0,5,0,Synergistota,Chloroflexi,0
Christensenellaceae_R-7_group.4,midas_g_114295.1,0.8311894313163432,0.8311894313163432,positive,0.005755682540674542,0.0001231917981035165,8,0,0,1,Firmicutes,Armatimonadota,0
Methanobacterium.4,Methanosarcina.1,-0.8310995275766029,0.8310995275766029,negative,0.005755682540674542,0.0001235905054837277,12,5,0,0,Euryarchaeota,Halobacterota,0
Comamonadaceae.3,Christensenellaceae_R-7_group.2,-0.8293122167646101,0.8293122167646101,negative,0.006099331457094444,0.0001317400125253442,12,0,5,0,Proteobacteria,Firmicutes,0
Thauera.1,Christensenellaceae_R-7_group.3,0.8289842495212931,0.8289842495212931,positive,0.0061251599589202685,0.00013328233762612693,7,3,3,1,Proteobacteria,Firmicutes,0
Desulfovibrio.2,Taibaiella.1,0.8288624656799142,0.8288624656799142,positive,0.0061251599589202685,0.0001338588148856617,11,2,2,1,Desulfobacterota,Bacteroidota,0
Methanobacterium.4,midas_g_114295.1,-0.8287025511618809,0.8287025511618809,negative,0.0061251599589202685,0.00013461890019604987,10,5,0,0,Euryarchaeota,Armatimonadota,0
Ercella.2,Desulfovibrio.1,0.8278000281760297,0.8278000281760297,positive,0.006273371416071045,0.00013897549891575908,11,3,3,1,Firmicutes,Desulfobacterota,0
Acinetobacter.1,Methanobacterium.1,-0.8275249059526175,0.8275249059526175,negative,0.006273371416071045,0.0001403263638157374,13,2,5,0,Proteobacteria,Euryarchaeota,0
Methanobacterium.5,midas_g_92370.1,0.8273403039920305,0.8273403039920305,positive,0.006273371416071045,0.00014123880615039998,4,5,5,1,Euryarchaeota,Firmicutes,0
Comamonadaceae.2,Oscillibacter.2,0.8273381294964028,0.8273381294964028,positive,0.006273371416071045,0.0001412495831405678,12,6,6,1,Proteobacteria,Firmicutes,0
EBM-39.1,midas_g_49937.1,-0.8270981320691836,0.8270981320691836,negative,0.006273371416071045,0.00014244319317111617,5,0,5,0,Synergistota,Chloroflexi,0
EBM-39.1,Petrimonas.2,-0.8270605907545231,0.8270605907545231,negative,0.006273371416071045,0.00014263064985383202,11,0,5,0,Synergistota,Bacteroidota,0
midas_g_49937.1,Desulfurispora.1,0.8267897327174255,0.8267897327174255,positive,0.006281670777459052,0.00014398915561206457,3,5,5,1,Chloroflexi,Firmicutes,0
Acinetobacter.2,Fermentimonas.2,0.8267069991927187,0.8267069991927187,positive,0.006281670777459052,0.0001444062247691736,6,0,0,1,Proteobacteria,Bacteroidota,0
Methanobacterium.4,midas_g_30443.1,0.8263291416026126,0.8263291416026126,positive,0.006330298768481788,0.00014632369264016258,10,5,5,1,Euryarchaeota,Desulfobacterota,0
midas_g_114295.1,midas_g_49937.1,-0.8258002716750954,0.8258002716750954,negative,0.0063782168669552644,0.00014904258183487734,2,0,5,0,Armatimonadota,Chloroflexi,0
Clostridium_sensu_stricto_13.1,midas_g_49937.1,-0.8258002716750954,0.8258002716750954,negative,0.0063782168669552644,0.00014904258183487734,2,0,5,0,Firmicutes,Chloroflexi,0
Aminivibrio.1,Aquamicrobium.2,0.825258715829132,0.825258715829132,positive,0.0064642549051262595,0.00015186957336787727,11,0,0,1,Synergistota,Proteobacteria,0
Desulfovibrio.2,Geobacteraceae.1,-0.825,0.825,negative,0.00648751879604277,0.00015323557090564583,14,2,5,0,Desulfobacterota,Desulfobacterota,1
Methanobacterium.1,Ercella.1,0.8244509614010418,0.8244509614010418,positive,0.0065417002179860495,0.0001561679097131943,8,5,5,1,Euryarchaeota,Firmicutes,0
Christensenellaceae_R-7_group.2,Ercella.1,0.8244509614010417,0.8244509614010417,positive,0.0065417002179860495,0.0001561679097131948,8,5,5,1,Firmicutes,Firmicutes,1
Lachnoclostridium.1,Methanobacterium.1,-0.823950284328632,0.823950284328632,negative,0.006620361799752889,0.00015888199342592508,13,2,5,0,Firmicutes,Euryarchaeota,0
Lachnoclostridium.1,Monoglobus.2,0.8215276372990075,0.8215276372990075,positive,0.007050342591135475,0.0001725681190616006,12,2,2,1,Firmicutes,Firmicutes,1
Ercella.1,midas_g_76603.1,0.8214285714285715,0.8214285714285715,positive,0.007050342591135475,0.00017314771750716898,6,5,5,1,Firmicutes,Firmicutes,1
Methanobacterium.4,midas_g_76603.1,0.8214200836360902,0.8214200836360902,positive,0.007050342591135475,0.00017319745074133278,8,5,5,1,Euryarchaeota,Firmicutes,0
Ercella.1,midas_g_92370.1,0.8213423005076353,0.8213423005076353,positive,0.007050342591135475,0.00017365375840235162,4,5,5,1,Firmicutes,Firmicutes,1
midas_g_76603.1,Methanothrix.1,0.8213423005076353,0.8213423005076353,positive,0.007050342591135475,0.00017365375840235162,4,5,5,1,Firmicutes,Halobacterota,0
Petrimonas.1,Aminiphilus.1,-0.8207036138391905,0.8207036138391905,negative,0.0071672283499338635,0.00017743801396830078,9,0,5,0,Bacteroidota,Synergistota,0
Ercella.2,Christensenellaceae_R-7_group.3,0.8198530910529588,0.8198530910529588,positive,0.007337582549299325,0.00018258226123682797,11,3,3,1,Firmicutes,Firmicutes,1
Desulfuromonadaceae.1,Thermovirga.2,0.8193251341286675,0.8193251341286675,positive,0.0074273848225929985,0.0001858366387561947,5,0,0,1,Desulfobacterota,Synergistota,0
midas_g_114295.1,Petrimonas.2,-0.8191802279793874,0.8191802279793874,negative,0.0074273848225929985,0.00018673813104960895,8,0,5,0,Armatimonadota,Bacteroidota,0
Methanobacterium.4,Aquamicrobium.2,-0.8187825986752014,0.8187825986752014,negative,0.0074273848225929985,0.0001892303202571158,9,5,0,0,Euryarchaeota,Proteobacteria,0
Rhizobiaceae.1,Desulfovibrio.3,0.8187029002571566,0.8187029002571566,positive,0.0074273848225929985,0.00018973310780497708,5,6,6,1,Proteobacteria,Desulfobacterota,0
Acinetobacter.1,Lachnoclostridium.1,0.8184257602862253,0.8184257602862253,positive,0.0074273848225929985,0.00019149002155141546,12,2,2,1,Proteobacteria,Firmicutes,0
Ercella.2,midas_g_98124.1,-0.8183830654105949,0.8183830654105949,negative,0.0074273848225929985,0.0001917618660774636,6,3,2,0,Firmicutes,Firmicutes,1
Christensenellaceae_R-7_group.1,Proteiniphilum.2,0.8183830654105949,0.8183830654105949,positive,0.0074273848225929985,0.0001917618660774636,10,5,5,1,Firmicutes,Bacteroidota,0
Acetobacterium.1,Desulfobulbus.1,0.8178571428571428,0.8178571428571428,positive,0.0074273848225929985,0.00019513654706319864,15,3,3,1,Firmicutes,Desulfobacterota,0
Desulfovibrio.2,midas_g_3409.1,-0.8178571428571428,0.8178571428571428,negative,0.0074273848225929985,0.00019513654706319864,15,2,5,0,Desulfobacterota,WS1,0
Acetobacterium.1,Mesotoga.1,0.8178571428571428,0.8178571428571428,positive,0.0074273848225929985,0.00019513654706319864,15,3,3,1,Firmicutes,Thermotogota,0
Methanobacterium.2,Pannonibacter.1,0.8178571428571428,0.8178571428571428,positive,0.0074273848225929985,0.00019513654706319864,14,2,2,1,Euryarchaeota,Proteobacteria,0
Fermentimonas.2,Acinetobacter.1,0.8175313059033988,0.8175313059033988,positive,0.0074518845215031295,0.0001972516739868323,13,0,2,0,Bacteroidota,Proteobacteria,0
Monoglobus.2,Taibaiella.1,0.8173718831052608,0.8173718831052608,positive,0.0074518845215031295,0.00019829337651956945,11,2,2,1,Firmicutes,Bacteroidota,0
Aminivibrio.1,midas_g_114295.1,0.8172095503152255,0.8172095503152255,positive,0.0074518845215031295,0.0001993587263582717,12,0,0,1,Synergistota,Armatimonadota,0
Acinetobacter.2,Pseudarcobacter.1,0.8171812063226505,0.8171812063226505,positive,0.0074518845215031295,0.00019954522149282094,6,0,3,0,Proteobacteria,Campylobacterota,0
Methanobacterium.1,midas_g_49937.1,0.8164670506801195,0.8164670506801195,positive,0.007593317421380863,0.00020429160171202775,5,5,5,1,Euryarchaeota,Chloroflexi,0
Terrisporobacter.1,Paraclostridium.1,0.8162493412021764,0.8162493412021764,positive,0.00761204027943321,0.00020575680431965477,11,0,6,0,Firmicutes,Firmicutes,1
Fermentimonas.2,midas_g_97954.1,0.8151756268748702,0.8151756268748702,positive,0.007812294407408278,0.00021310964087708158,11,0,0,1,Bacteroidota,Firmicutes,0
JGI-0000079-D21.1,Syntrophobacter.1,0.8151707804874657,0.8151707804874657,positive,0.007812294407408278,0.00021314331085009323,9,6,6,1,Synergistota,Desulfobacterota,0
Christensenellaceae_R-7_group.2,midas_g_30443.1,0.8146801235477049,0.8146801235477049,positive,0.00782305972124084,0.00021657476837885913,10,5,5,1,Firmicutes,Desulfobacterota,0
midas_g_84729.1,Desulfurispora.1,0.8146310601774632,0.8146310601774632,positive,0.00782305972124084,0.00021692037403887767,3,5,5,1,Chloroflexi,Firmicutes,0
Desulfobulbus.1,Methanobacteriaceae.1,0.8142857142857142,0.8142857142857142,positive,0.00782305972124084,0.000219365827727102,15,3,3,1,Desulfobacterota,Euryarchaeota,0
Geobacteraceae.1,LNR_A2-18.1,0.8142857142857142,0.8142857142857142,positive,0.00782305972124084,0.000219365827727102,14,5,5,1,Desulfobacterota,Cloacimonadota,0
Terrisporobacter.1,Rhodococcus.1,0.8142857142857142,0.8142857142857142,positive,0.00782305972124084,0.000219365827727102,14,0,6,0,Firmicutes,Actinobacteriota,0
Geobacteraceae.1,LNR_A2-18.2,0.8142857142857142,0.8142857142857142,positive,0.00782305972124084,0.000219365827727102,14,5,5,1,Desulfobacterota,Cloacimonadota,0
Rhodococcus.1,Gordonia.1,0.8136252979015621,0.8136252979015621,positive,0.007900507891016411,0.00022410529152467275,12,6,2,0,Actinobacteriota,Actinobacteriota,1
Desulfuromonadaceae.1,Trichloromonas.1,0.8131642138702889,0.8131642138702889,positive,0.007900507891016411,0.00022746374515380253,4,0,0,1,Desulfobacterota,Desulfobacterota,1
Proteiniphilum.1,midas_g_76603.1,0.813157112614726,0.813157112614726,positive,0.007900507891016411,0.00022751579010100051,8,5,5,1,Bacteroidota,Firmicutes,0
Christensenellaceae_R-7_group.1,Methanobacterium.5,0.8131156281817417,0.8131156281817417,positive,0.007900507891016411,0.00022782002368205967,6,5,5,1,Firmicutes,Euryarchaeota,0
midas_g_114295.1,midas_g_84729.1,-0.8129971666878846,0.8129971666878846,negative,0.007900507891016411,0.00022869061836023892,2,0,5,0,Armatimonadota,Chloroflexi,0
Clostridium_sensu_stricto_13.1,midas_g_84729.1,-0.8129971666878846,0.8129971666878846,negative,0.007900507891016411,0.00022869061836023892,2,0,5,0,Firmicutes,Chloroflexi,0
Desulfuromonadaceae.1,Fermentimonas.2,0.8129407824341583,0.8129407824341583,positive,0.007900507891016411,0.0002291059529639618,5,0,0,1,Desulfobacterota,Bacteroidota,0
Terrisporobacter.1,Aquamicrobium.2,0.8126455913513942,0.8126455913513942,positive,0.007900507891016411,0.00023129047628622022,11,0,0,1,Firmicutes,Proteobacteria,0
EBM-39.1,midas_g_97954.1,0.8126455913513942,0.8126455913513942,positive,0.007900507891016411,0.00023129047628622022,11,0,0,1,Synergistota,Firmicutes,0
Desulfobulbus.1,Desulfuromonadaceae.1,0.8122146181244939,0.8122146181244939,positive,0.007900507891016411,0.00023451046537689235,5,3,0,0,Desulfobacterota,Desulfobacterota,1
Christensenellaceae_R-7_group.2,midas_g_84729.1,0.8122146181244939,0.8122146181244939,positive,0.007900507891016411,0.00023451046537689235,5,5,5,1,Firmicutes,Chloroflexi,0
Dysgonomonas.1,midas_g_49937.1,-0.8122146181244939,0.8122146181244939,negative,0.007900507891016411,0.00023451046537689235,5,2,5,0,Bacteroidota,Chloroflexi,0
Methanosarcina.1,midas_g_84729.1,-0.8122146181244939,0.8122146181244939,negative,0.007900507891016411,0.00023451046537689235,4,0,5,0,Halobacterota,Chloroflexi,0
Aquamicrobium.2,midas_g_30443.1,-0.8110433069764191,0.8110433069764191,negative,0.00811370141062196,0.00024344788389031932,6,0,5,0,Proteobacteria,Desulfobacterota,0
Christensenellaceae_R-7_group.1,midas_g_49937.1,0.8109832926982363,0.8109832926982363,positive,0.00811370141062196,0.00024391321658810488,5,5,5,1,Firmicutes,Chloroflexi,0
Desulfuromonadaceae.1,midas_g_97954.1,0.8109832926982363,0.8109832926982363,positive,0.00811370141062196,0.00024391321658810488,5,0,0,1,Desulfobacterota,Firmicutes,0
Romboutsia.1,Aquamicrobium.2,0.810843716426003,0.810843716426003,positive,0.008115695745890142,0.00024499826743308627,11,0,0,1,Firmicutes,Proteobacteria,0
Acinetobacter.2,Thauera.1,0.8106699876503417,0.8106699876503417,positive,0.008126613674242944,0.00024635433646814534,5,0,3,0,Proteobacteria,Proteobacteria,1
Proteiniclasticum.1,JGI-0000079-D21.1,0.8100884018466811,0.8100884018466811,positive,0.008175648754018005,0.0002509388211729664,5,0,6,0,Firmicutes,Synergistota,0
Desulfuromonadaceae.1,EBM-39.1,0.8100884018466811,0.8100884018466811,positive,0.008175648754018005,0.0002509388211729664,5,0,0,1,Desulfobacterota,Synergistota,0
Mesotoga.1,Desulfovibrio.3,-0.8100884018466811,0.8100884018466811,negative,0.008175648754018005,0.0002509388211729664,5,3,6,0,Thermotogota,Desulfobacterota,0
Petrimonas.1,midas_g_76603.1,-0.8093924963526209,0.8093924963526209,negative,0.008323104620817492,0.0002565160449007791,8,0,5,0,Bacteroidota,Firmicutes,0
midas_g_114295.1,Acinetobacter.1,0.8071778095732605,0.8071778095732605,positive,0.008884650325630924,0.0002749449702891975,12,0,2,0,Armatimonadota,Proteobacteria,0
Lachnoclostridium.1,Methanobacterium.5,-0.8065434138465548,0.8065434138465548,negative,0.008976004082447425,0.0002804190010765847,4,2,5,0,Firmicutes,Euryarchaeota,0
Methanobacterium.2,Gordonia.1,0.8064567930742356,0.8064567930742356,positive,0.008976004082447425,0.00028117329953858297,12,2,2,1,Euryarchaeota,Actinobacteriota,0
Lentimicrobium.1,midas_g_36215.2,0.8064567930742356,0.8064567930742356,positive,0.008976004082447425,0.00028117329953858297,12,5,5,1,Bacteroidota,Bacteroidota,1
Thermovirga.2,midas_g_97954.1,0.806158197374042,0.806158197374042,positive,0.009023034343572092,0.0002837862260388343,11,0,0,1,Synergistota,Firmicutes,0
Anaerovorax.1,midas_g_76603.1,0.8056278800905157,0.8056278800905157,positive,0.009099057195952016,0.00028847585653454035,8,5,5,1,Firmicutes,Firmicutes,1
Desulfovibrio.2,Ercella.1,-0.8056278800905157,0.8056278800905157,negative,0.009099057195952016,0.00028847585653454035,8,2,5,0,Desulfobacterota,Firmicutes,0
Christensenellaceae_R-7_group.4,midas_g_97954.1,0.8053214069814416,0.8053214069814416,positive,0.00914899832195032,0.00029121480069868393,7,0,0,1,Firmicutes,Firmicutes,1
Methanobacterium.4,Azoarcus.2,-0.804824027753081,0.804824027753081,negative,0.00924949527323056,0.0002957051305352272,7,5,0,0,Euryarchaeota,Proteobacteria,0
Thermovirga.2,Christensenellaceae_R-7_group.2,-0.8042898653967124,0.8042898653967124,negative,0.00924949527323056,0.0003005904553772448,12,0,5,0,Synergistota,Firmicutes,0
Aminivibrio.1,Thermovirga.2,0.8042898653967124,0.8042898653967124,positive,0.00924949527323056,0.0003005904553772448,13,0,0,1,Synergistota,Synergistota,1
Methanobacterium.1,midas_g_84729.1,0.8037097530132427,0.8037097530132427,positive,0.00924949527323056,0.0003059706075736339,5,5,5,1,Euryarchaeota,Chloroflexi,0
Desulfovibrio.2,midas_g_84729.1,-0.8037097530132427,0.8037097530132427,negative,0.00924949527323056,0.0003059706075736339,5,2,5,0,Desulfobacterota,Chloroflexi,0
Desulfovibrio.2,midas_g_49937.1,-0.8037097530132427,0.8037097530132427,negative,0.00924949527323056,0.0003059706075736339,5,2,5,0,Desulfobacterota,Chloroflexi,0
midas_g_97954.1,midas_g_30443.1,-0.8037035485422435,0.8037035485422435,negative,0.00924949527323056,0.0003060285726034938,6,0,5,0,Firmicutes,Desulfobacterota,0
Petrimonas.2,Christensenellaceae_R-7_group.2,0.8036362167244386,0.8036362167244386,positive,0.00924949527323056,0.00030665819528890307,11,5,5,1,Bacteroidota,Firmicutes,0
Hydrogenophaga.1,Pannonibacter.1,-0.8036362167244386,0.8036362167244386,negative,0.00924949527323056,0.00030665819528890307,10,3,2,0,Proteobacteria,Proteobacteria,1
Thiobacillus.1,Geobacteraceae.1,0.8035714285714284,0.8035714285714284,positive,0.00924949527323056,0.0003072650318125094,14,5,5,1,Proteobacteria,Desulfobacterota,0
Methanosarcina.1,Christensenellaceae_R-7_group.2,-0.8035714285714284,0.8035714285714284,negative,0.00924949527323056,0.0003072650318125094,13,0,5,0,Halobacterota,Firmicutes,0
Fermentimonas.2,Ercella.1,-0.8025801734609505,0.8025801734609505,negative,0.009460747515753976,0.0003166727411487689,6,0,5,0,Bacteroidota,Firmicutes,0
Acinetobacter.1,Ercella.1,-0.8025801734609505,0.8025801734609505,negative,0.009460747515753976,0.0003166727411487689,6,2,5,0,Proteobacteria,Firmicutes,0
Taibaiella.1,midas_g_49937.1,-0.8024014589130698,0.8024014589130698,negative,0.009476400756358088,0.00031839365936481637,1,2,5,0,Bacteroidota,Chloroflexi,0
Thiobacillus.1,Desulfosporosinus.1,-0.8022608360001077,0.8022608360001077,negative,0.009481219686590728,0.0003197531459289787,9,5,2,0,Proteobacteria,Firmicutes,0
Desulfuromonadaceae.1,midas_g_114295.1,0.8001940617006739,0.8001940617006739,positive,0.010052452992317901,0.0003402876597121634,5,0,0,1,Desulfobacterota,Armatimonadota,0
midas_g_15299.1,Sulfurospirillum.1,0.7999999999999999,0.7999999999999999,positive,0.010073421071165684,0.00034226983303569145,15,3,3,1,Bacteroidota,Campylobacterota,0
Hyphomonas.1,midas_g_97954.1,0.7990909090909092,0.7990909090909092,positive,0.010293430776705666,0.0003516814716907629,10,0,0,1,Proteobacteria,Firmicutes,0
Sphingopyxis.1,Proteiniphilum.2,-0.799027517981381,0.799027517981381,negative,0.010293430776705666,0.00035234555266985416,8,2,5,0,Proteobacteria,Bacteroidota,0
Acinetobacter.2,EBM-39.1,0.7977647343851264,0.7977647343851264,positive,0.010646891942294916,0.000365789390969334,6,0,0,1,Proteobacteria,Synergistota,0
Monoglobus.2,Methanobacterium.5,-0.7965856668661809,0.7965856668661809,negative,0.010974202427439043,0.000378717381474365,3,2,5,0,Firmicutes,Euryarchaeota,0
midas_g_114295.1,Lachnoclostridium.1,0.7964154387789504,0.7964154387789504,positive,0.010974202427439043,0.00038061429611634557,12,0,2,0,Armatimonadota,Firmicutes,0
Petrimonas.2,Taibaiella.1,-0.7963636363636366,0.7963636363636366,negative,0.010974202427439043,0.00038119308671791545,7,5,2,0,Bacteroidota,Bacteroidota,1
Christensenellaceae_R-7_group.1,Monoglobus.2,-0.7956717446157405,0.7956717446157405,negative,0.01110997069423383,0.00038899277363089064,8,5,2,0,Firmicutes,Firmicutes,1
Comamonadaceae.3,Syntrophomonas.1,0.7955943944072889,0.7955943944072889,positive,0.01110997069423383,0.00038987277800185487,9,0,0,1,Proteobacteria,Firmicutes,0
midas_g_15299.1,Desulfovibrio.3,-0.7952048879019914,0.7952048879019914,negative,0.01110997069423383,0.0003943288827939505,5,3,6,0,Bacteroidota,Desulfobacterota,0
Dysgonomonas.1,midas_g_84729.1,-0.7952048879019914,0.7952048879019914,negative,0.01110997069423383,0.0003943288827939505,5,2,5,0,Bacteroidota,Chloroflexi,0
Methanosarcina.1,midas_g_49937.1,-0.7952048879019914,0.7952048879019914,negative,0.01110997069423383,0.0003943288827939505,4,0,5,0,Halobacterota,Chloroflexi,0
Christensenellaceae_R-7_group.2,midas_g_49937.1,0.7952048879019914,0.7952048879019914,positive,0.01110997069423383,0.0003943288827939505,5,5,5,1,Firmicutes,Chloroflexi,0
Petrimonas.1,Petrimonas.2,-0.794626842097483,0.794626842097483,negative,0.01125838133280686,0.00040101850901244596,11,0,5,0,Bacteroidota,Bacteroidota,1
Desulfuromonadaceae.1,Pseudarcobacter.1,0.7938196251279033,0.7938196251279033,positive,0.01145948945488872,0.00041051501645286557,5,0,3,0,Desulfobacterota,Campylobacterota,0
Devosia.1,JGI-0000079-D21.1,0.7937356195649995,0.7937356195649995,positive,0.01145948945488872,0.00041151375164716743,6,0,6,0,Proteobacteria,Synergistota,0
Christensenellaceae_R-7_group.4,midas_g_76603.1,-0.7936507936507937,0.7936507936507937,negative,0.01145948945488872,0.0004125242509338493,2,0,5,0,Firmicutes,Firmicutes,1
Acinetobacter.1,Dysgonomonas.1,0.7917786897127637,0.7917786897127637,positive,0.01205018493978607,0.00043534671795822567,13,2,2,1,Proteobacteria,Bacteroidota,0
Comamonadaceae.3,midas_g_49937.1,-0.791659610119128,0.791659610119128,negative,0.01205018493978607,0.00043683252213194413,3,0,5,0,Proteobacteria,Chloroflexi,0
midas_g_15299.1,Desulfosporosinus.2,-0.7909524553463657,0.7909524553463657,negative,0.012253246250637466,0.00044574143238393214,5,3,6,0,Bacteroidota,Firmicutes,0
midas_g_2178.1,Desulfovibrio.4,-0.7905694150420949,0.7905694150420949,negative,0.012344728358273438,0.00045062858349640317,8,5,0,0,Chloroflexi,Desulfobacterota,0
Acinetobacter.2,Thermovirga.2,0.7904125455696238,0.7904125455696238,positive,0.012357143668261196,0.0004526426252110328,6,0,0,1,Proteobacteria,Synergistota,0
Methanobacterium.4,Christensenellaceae_R-7_group.2,0.789991378900771,0.789991378900771,positive,0.012462780956212872,0.0004580863026724701,12,5,5,1,Euryarchaeota,Firmicutes,0
Desulfovibrio.2,Methanobacterium.1,-0.7892857142857141,0.7892857142857141,negative,0.012596798829462318,0.0004673267561781765,15,2,5,0,Desulfobacterota,Euryarchaeota,0
Anaerovorax.1,midas_g_36215.1,0.7892857142857141,0.7892857142857141,positive,0.012596798829462318,0.0004673267561781765,15,5,5,1,Firmicutes,Bacteroidota,0
Thauera.1,Azoarcus.2,0.7891578473557854,0.7891578473557854,positive,0.012596798829462318,0.00046901727864687365,6,3,0,0,Proteobacteria,Proteobacteria,1
Methanobacterium.5,Desulfurispora.1,0.7891307069980692,0.7891307069980692,positive,0.012596798829462318,0.0004693767405193108,3,5,5,1,Euryarchaeota,Firmicutes,0
Clostridium_sensu_stricto_13.1,Romboutsia.1,0.7885355310059193,0.7885355310059193,positive,0.01272361117286071,0.00047731622058098147,12,0,0,1,Firmicutes,Firmicutes,1
Anaerovorax.1,midas_g_36215.2,0.7885355310059193,0.7885355310059193,positive,0.01272361117286071,0.00047731622058098147,12,5,5,1,Firmicutes,Bacteroidota,0
Comamonadaceae.3,midas_g_2178.1,-0.7882040680887782,0.7882040680887782,negative,0.012764806011164342,0.00048178507474548127,13,0,5,0,Proteobacteria,Chloroflexi,0
Hyphomonas.1,Pseudarcobacter.1,0.7881818181818183,0.7881818181818183,positive,0.012764806011164342,0.0004820862697155663,10,0,3,0,Proteobacteria,Campylobacterota,0
Ercella.1,Methanothrix.1,0.7875223234279092,0.7875223234279092,positive,0.012959699483509059,0.0004910837242709003,4,5,5,1,Firmicutes,Halobacterota,0
Taibaiella.1,midas_g_84729.1,-0.7873832497890284,0.7873832497890284,negative,0.012967005911713752,0.0004929984564135202,1,2,5,0,Bacteroidota,Chloroflexi,0
Desulfovibrio.2,Desulfovibrio.4,0.7868047987799895,0.7868047987799895,positive,0.013129508973856046,0.00050102781712171,8,2,0,0,Desulfobacterota,Desulfobacterota,1
Desulfuromonadaceae.1,midas_g_15299.1,0.7867000227907401,0.7867000227907401,positive,0.013129508973856046,0.00050249352268263,5,0,3,0,Desulfobacterota,Bacteroidota,0
Aminivibrio.1,Fermentimonas.2,0.7864167572767855,0.7864167572767855,positive,0.013166380679470936,0.000506473604868532,13,0,0,1,Synergistota,Bacteroidota,0
Petrimonas.2,Methanothrix.1,0.7862453931068966,0.7862453931068966,positive,0.013166380679470936,0.0005088938345229388,4,5,5,1,Bacteroidota,Halobacterota,0
Ca_Caldatribacterium.1,Methanothrix.1,0.7862453931068966,0.7862453931068966,positive,0.013166380679470936,0.0005088938345229388,4,5,5,1,Caldatribacteriota,Halobacterota,0
Petrimonas.1,midas_g_15299.1,0.7857142857142856,0.7857142857142856,positive,0.01329083809010054,0.0005164547475705883,15,0,3,0,Bacteroidota,Bacteroidota,1
Petrimonas.2,Thermovirga.1,0.7856719205190748,0.7856719205190748,positive,0.01329083809010054,0.0005170617824619132,7,5,5,1,Bacteroidota,Synergistota,0
Christensenellaceae_R-7_group.1,midas_g_84729.1,0.7852377913427367,0.7852377913427367,positive,0.013408062430386575,0.0005233158129328599,5,5,5,1,Firmicutes,Chloroflexi,0
midas_g_114295.1,midas_g_97954.1,0.7848216753709805,0.7848216753709805,positive,0.013519376562837205,0.0005293680351748811,11,0,0,1,Armatimonadota,Firmicutes,0
Syner-01.1,Desulfovibrio.1,0.7846294464647928,0.7846294464647928,positive,0.01354756788011118,0.000532183101012325,13,3,3,1,Synergistota,Desulfobacterota,0
Azoarcus.2,Comamonadaceae.1,0.7838095238095236,0.7838095238095236,positive,0.013794390616742182,0.0005443275664077264,8,0,4,0,Proteobacteria,Proteobacteria,1
Thermovirga.2,Ercella.1,-0.7837402632858108,0.7837402632858108,negative,0.013794390616742182,0.0005453636810711511,6,0,5,0,Synergistota,Firmicutes,0
Desulfobulbus.1,Monoglobus.1,-0.7830401825178844,0.7830401825178844,negative,0.01401679858351628,0.0005559270879403955,8,3,2,0,Desulfobacterota,Firmicutes,0
Comamonadaceae.3,Desulfovibrio.2,0.7828421356528003,0.7828421356528003,positive,0.014048161384732529,0.0005589454131856444,13,0,2,0,Proteobacteria,Desulfobacterota,0
Methanothrix.1,midas_g_92370.1,0.7823529411764705,0.7823529411764705,positive,0.01414460726910643,0.0005664581633683199,3,5,5,1,Halobacterota,Firmicutes,0
Methanosarcina.1,Proteiniphilum.1,-0.782142857142857,0.782142857142857,negative,0.01414460726910643,0.0005697096277734965,14,0,5,0,Halobacterota,Bacteroidota,0
