asv,asv_len,rel_ab,midas_taxonomy,best_organism,best_genome_id,best_align_score,best_identity,best_edlib_distance,best_genus,best_family
85a27e670e0e57e67484195e26028b19,378,1.740837,Archaea Euryarchaeota Methanobacteria Methanobacteriales Methanobacteriaceae Methanobacterium midas_s_9526,Methanobacterium sp. MBAC-LM,3412034.3,751.0,0.9974,1,Methanobacterium,Methanobacteriaceae
83d1208a372f046a842442d3a156c435,373,2.891224,Bacteria Proteobacteria Alphaproteobacteria midas_o_16387 midas_f_44631 midas_g_73006 midas_s_73006,Alphaproteobacteria bacterium LMG 31809,2975056.3,681.0,0.9651,13,Govanella,Govanellaceae
3f9bbc037aa14387f62bff9e2cc84700,374,2.891224,Bacteria Desulfobacterota Desulfuromonadia Desulfuromonadales Desulfuromonadaceae midas_g_30443 midas_s_47294,Desulfuromonas sp. CSMB_57,2807629.3,748.0,1.0,0,Desulfuromonas,Desulfuromonadaceae
e5f056df23811f3fe0e48de4aafd0d9b,374,2.891224,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rhodanobacter,Rhodanobacter sp. AS-Z3,3031330.8,743.0,0.9973,1,Rhodanobacter,Rhodanobacteraceae
22fa460af93a84061844f0660d43797e,374,26.185268,Bacteria Verrucomicrobiota Verrucomicrobiae Pedosphaerales Pedosphaeraceae ADurb.Bin063-1 midas_s_65976,Verrucomicrobiota bacterium AMR_MDS_2530,2026799.1265,748.0,1.0,0,,
4659fa38e38fa03ccd272117c33e2d0f,365,1.657888,Bacteria Firmicutes Bacilli Erysipelotrichales Erysipelotrichaceae Erysipelothrix,Proteiniphilum sp. SO_2016_CLC_T1_23,1926877.79,710.0,0.989,4,Proteiniphilum,Dysgonomonadaceae
c41c5795922c324df06444964515a11f,375,2.864699,Bacteria Actinobacteriota Actinobacteria Micrococcales Microbacteriaceae Microbacterium,Microbacterium sp. BK668,2512118.3,750.0,1.0,0,Microbacterium,Microbacteriaceae
8afde037c611bdd1b53997b0f6b4dd7a,372,2.864699,Bacteria Proteobacteria midas_c_33170 midas_o_33170 midas_f_33170 midas_g_33170 midas_s_33170,Rickettsia sp. strain MM_Alph2018,789.12,331.0,0.7861,82,Rickettsia,Rickettsiaceae
6cd5cb3562f8ff28e2e21339a4fc55c1,374,2.864699,Bacteria Proteobacteria Gammaproteobacteria midas_o_147 midas_f_3187 midas_g_3315 midas_s_3315,uncultured Gammaproteobacteria bacterium MFD04434.bin.1.124,86473.2173,698.0,0.9733,10,,
3f9749b4bbd55e95797da2d7e27eb072,373,1.432349,Bacteria Caldatribacteriota Caldatribacteriia Caldatribacteriales Caldatribacteriaceae Ca_Caldatribacterium midas_s_3733,Atribacter sp. AnMBR.bin213,2847780.12,726.0,0.9893,4,Atribacter,Atribacteraceae
568d3fd2ad10e30c40ebd6793f956aaa,373,2.32926,Bacteria Firmicutes Clostridia Oscillospirales Oscillospiraceae Oscillibacter,Oscillibacter valericigenes Sjm18-20,693746.9,746.0,1.0,0,Oscillibacter,Oscillospiraceae
aa64c95548409d1e294cd29e20473af0,374,1.226397,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenellaceae_R-7_group midas_s_47390,uncultured Eubacteriales bacterium O89_L4_395395_idba_bin.134,172733.3472,703.0,0.9759,9,,
6589433bc08b7cdc5ea1e4928683ed00,375,2.838174,Bacteria Actinobacteriota Actinobacteria Corynebacteriales Corynebacteriaceae Corynebacterium midas_s_5929,Corynebacterium sp. NPDC060344,3347101.3,750.0,1.0,0,Corynebacterium,Corynebacteriaceae
892351141be327d407d7d063c3a74f59,374,2.838174,Bacteria Firmicutes Clostridia Caldicoprobacterales Caldicoprobacteraceae Caldicoprobacter,Eubacteriales bacterium mix99,3039678.4,686.0,0.9678,13,,
fd66678cf39f676cb57820da4a793b6f,372,3.388682,Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae Amaricoccus,uncultured Alphaproteobacteria bacterium MFD05442.bin.2.182,91750.4229,734.0,0.9946,2,,
937806dd600ece921faa49ac16d4cdb0,372,2.712232,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae midas_g_62577,Bacillota bacterium JPMR_metabat.40_sub,1879010.10588,682.0,0.9678,12,,
27201d8b9c2a23edc5ee1b093c39fe46,371,1.503081,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Anaerovoracaceae Anaerovorax,Clostridiales bacterium BAD-6,2818044.3,732.0,0.9946,2,Sinanaerobacter,Anaerovoracaceae
87ced6667f7e72e893d3f02ac08066a2,372,2.310053,Bacteria Firmicutes Clostridia Oscillospirales Ruminococcaceae,Thermovirgaceae bacterium SO_2017_LW2_107,3041276.15,667.0,0.9596,16,,Thermovirgaceae
2e009092df813643f303457c87387ced,372,2.785124,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae,uncultured Pseudomonadota bacterium MFD00905.bin.2.198,153809.1433,744.0,1.0,0,,
7762e0345755e644245415ce796d6cfa,378,4.62093,Archaea Halobacterota Methanomicrobia Methanomicrobiales midas_f_880 midas_g_91627 midas_s_91627,uncultured Methanoregulaceae archaeon MFD02809.bin.2.11,1392423.20,741.0,0.9921,3,,Methanoregulaceae
67ab6a8c32dcb38e12415ef305a06ce6,374,2.758599,Bacteria Firmicutes Clostridia Oscillospirales Hungateiclostridiaceae Fastidiosipila midas_s_2067,Saccharofermentanales bacterium SO_2017_LW2_24,3107571.4,693.0,0.9706,11,,
114bc1da00dea879e58c42626058bb7e,372,2.625974,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Rhodoplanes,Xanthobacteraceae bacterium NJ_NJASGE3bin.14,2021379.333,724.0,0.9892,4,,Xanthobacteraceae
95d7089b4d7799ace0a9c5d9acd3b32f,374,2.387249,Bacteria Firmicutes Clostridia Oscillospirales Hungateiclostridiaceae Ercella,Proteiniphilum sp. STF2_58,1926877.42,738.0,0.9947,2,Proteiniphilum,Dysgonomonadaceae
61637c95fcfd388d16465d5d8ae30f0a,374,1.458874,Bacteria Actinobacteriota Actinobacteria Corynebacteriales Dietziaceae Dietzia midas_s_5446,Dietzia sp. DQ12-45-1b,912801.4,748.0,1.0,0,Dietzia,Dietziaceae
46636732082e8b359502809c48875633,372,2.705549,Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae midas_g_57 midas_s_1037,uncultured Alphaproteobacteria bacterium MFD04651.bin.1.44,91750.3950,734.0,0.9946,2,,
df443df991086de26795466fa2bdd4f2,372,2.705549,Bacteria Firmicutes Clostridia,Caldicoprobacter algeriensis TH7C1,699281.6,644.0,0.9465,20,Caldicoprobacter,Caldicoprobacteraceae
77e5e44634d0afe9cd0385ef1e17f3ea,374,2.625974,Bacteria Chloroflexi Anaerolineae RBG-13-54-9 midas_f_5792 midas_g_5834 midas_s_5834,Anaerolineaceae bacterium 6_bin.133,2024896.394,679.0,0.9654,13,,Anaerolineaceae
dd365165667aed1d7e806ab8ded914dd,374,1.176819,Bacteria Firmicutes Clostridia Oscillospirales Butyricicoccaceae UCG-008 midas_s_114441,Intestinibacillus massiliensis strain SL.2.10,1871029.43,713.0,0.9813,7,Intestinibacillus,Butyricicoccaceae
61786e38b934cbe33d5850a578a7ee22,374,1.401777,Bacteria Firmicutes Clostridia Peptococcales Peptococcaceae,Clostridiales bacterium strain Nt197P3bin84,1898207.3548,641.0,0.944,21,,
418ebbfcf9fe4c2ccea934ba2533ec35,370,2.679024,Bacteria Bacteroidota Bacteroidia Bacteroidales Dysgonomonadaceae Proteiniphilum midas_s_83578,Petrimonas sp. AS-MESO-OLR.59,2023866.29,695.0,0.9757,9,Petrimonas,Dysgonomonadaceae
61b47b9e51cba36e07b09f783d91532d,375,9.549921,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Propioniciclava,Propioniciclava sp. 5N021,2038686.9,750.0,1.0,0,Propioniciclava,Propionibacteriaceae
90180ad539e48d0fd6f3161438f747b7,370,0.996447,Bacteria Firmicutes Clostridia Oscillospirales UCG-010 midas_g_51845 midas_s_51845,Eubacteriales bacterium STF1_200,2831996.90,693.0,0.9757,9,,
6650a92f75285af3244da368e945c376,374,0.704195,Bacteria Firmicutes midas_c_4 DTU014 midas_f_4221,Thermotogota bacterium CTOTU18529,2053689.131,590.0,0.9194,32,,
0ce454899698457894ff03330870f380,372,2.652499,Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae midas_g_155 midas_s_38665,Phaeovulum sp. NW3,2934933.3,744.0,1.0,0,Phaeovulum,Paracoccaceae
89be024198d6c2575cdec2fecfd9129a,370,2.652499,Bacteria Synergistota Synergistia Synergistales Synergistaceae JGI-0000079-D21 midas_s_3051,Cronobacter dublinensis strain cro2915W,413497.13,711.0,0.9865,5,Cronobacter,Enterobacteriaceae
ab4d207ba005958298be140605c5a8fb,374,11.090231,Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae midas_g_467 midas_s_1625,Anaerolineaceae bacterium CTOTU4028,2024896.342,748.0,1.0,0,,Anaerolineaceae
09eb7e9f361c0d842f96d14184871ffb,373,1.520998,Bacteria Firmicutes Clostridia Lachnospirales Lachnospiraceae Lachnoclostridium midas_s_120395,Hungatella sp. UBA4396,1946596.3,736.0,0.9946,2,Hungatella,Lachnospiraceae
021debed55af14cc6451649e0fcd3ad0,371,2.625974,Bacteria Firmicutes Clostridia Clostridiales Clostridiaceae Sarcina midas_s_5087,Sarcina ventriculi,1267.3,742.0,1.0,0,Sarcina,Clostridiaceae
89bd7c45f05c79d6fbb1fbda696d5bae,374,2.625974,Bacteria Myxococcota Myxococcia Myxococcales Anaeromyxobacteraceae,uncultured delta proteobacterium MFD01476.bin.2.127,34034.534,591.0,0.9176,31,,
e98a78fb93f10ea212298a128d9cadc1,374,2.625974,Bacteria Actinobacteriota Thermoleophilia Gaiellales midas_f_269 midas_g_54538 midas_s_110280,uncultured Thermoleophilia bacterium MFD04492.bin.2.111,1497501.127,693.0,0.9706,11,,
c9209e2a22c08ecdf2762a15fb6e44e1,374,2.493349,Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae midas_g_467,Anaerolineaceae bacterium AnMBR.bin163,2024896.421,743.0,0.9973,1,,Anaerolineaceae
817505ccf93a252d80ac6191376cc419,374,5.237054,Bacteria Hydrogenedentes Hydrogenedentia Hydrogenedentiales Hydrogenedensaceae midas_g_1246 midas_s_1246,Candidatus Hydrogenedentes bacterium USPA_metabat.4_sub,2030809.142,748.0,1.0,0,,
1e2c02998bd1e6ff2aad5bd96b138e35,374,2.599449,Bacteria Desulfobacterota Syntrophobacteria Syntrophobacterales Syntrophobacteraceae Syntrophobacter,Syntrophobacteraceae bacterium AnMBR.bin493,2052185.55,743.0,0.9973,1,,Syntrophobacteraceae
c80287fd598d09df08b50511b22020e5,374,2.599449,Bacteria Actinobacteriota Thermoleophilia Gaiellales midas_f_2573 midas_g_3338 midas_s_3953,Thermoleophilia bacterium AnMBR.bin184,2026888.226,748.0,1.0,0,,
48ba7ddef24819311ff90ffc578df02e,374,2.599449,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Hydrogenophilaceae Thiobacillus Thiobacillus_thiophilus,metagenome,256318.73,748.0,1.0,0,,
2e3414cd356e335e4f675efeb43938b3,366,2.599449,Bacteria Firmicutes Clostridia Eubacteriales Eubacteriaceae Eubacterium midas_s_4949,Eubacterium callanderi DFI.4.61,53442.71,732.0,1.0,0,Eubacterium,Eubacteriaceae
234b81fb7fa91bcfef74c8511c07a219,374,2.599449,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae Christensenellaceae_R-7_group midas_s_999,Christensenellales bacterium AnMBR.bin536,3083246.49,728.0,0.9893,4,,
1557e1ae96e182db04d667afa2262c8e,374,2.599449,Bacteria Firmicutes Clostridia Caldicoprobacterales Caldicoprobacteraceae,Eubacteriales bacterium mix99,3039678.4,651.0,0.9491,20,,
17f8b49438a29eaf0a8f6cbcb54e1748,370,30.190074,Bacteria Bacteroidota Bacteroidia Bacteroidales M2PB4-65_termite_group midas_g_2475,Bacteroidota bacterium USPA_maxbin.052,1898104.3589,740.0,1.0,0,,
a5855fa4fbc240bfd25ccc70b1627be3,374,1.661995,Bacteria Firmicutes Clostridia Oscillospirales,Clostridiaceae bacterium CA_23,1898204.478,748.0,1.0,0,,Clostridiaceae
14714ae799409c7a3851511d8e0e2b63,372,2.181651,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales,Burkholderia pseudomallei EPMN178,28450.4538,739.0,0.9973,1,Burkholderia,Burkholderiaceae
3d89b82f7dc8f2f24e7c65124529a879,372,1.179873,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae,Xenophilus aerolatus CGMCC 4.5510,452922.10,744.0,1.0,0,Xenophilus,Comamonadaceae
a6a4ec1b84af5b137949eecef0fa36f4,374,2.572924,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Rhodocyclaceae,Azoarcus sp. SY39,2067960.3,723.0,0.9866,5,Pseudazoarcus,Zoogloeaceae
676c29f329b29adbd48921804b86030e,370,2.572924,Bacteria Bacteroidota Bacteroidia Chitinophagales Chitinophagaceae midas_g_10303 midas_s_10303,uncultured Ferruginibacter sp. SRR3997477_bin.72_CONCOCT_v1.1_MAG,1042239.4,740.0,1.0,0,Ferruginibacter,Chitinophagaceae
c5fd2a45a5ac6f49a4089d35044de207,374,2.572924,Bacteria Firmicutes Clostridia Oscillospirales Hungateiclostridiaceae,uncultured Clostridia bacterium MFD03804.bin.1.6,244328.9104,668.0,0.9572,16,,
0b359e0da05bbff15ce4ea980bfaa286,374,5.853178,Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae midas_g_156 midas_s_2841,uncultured Chloroflexia bacterium MFD04716.bin.2.262,1672391.266,713.0,0.9813,7,,
6cd824d1e0974fbbf83448af65c0def7,374,1.137546,Bacteria Firmicutes Clostridia Oscillospirales Hungateiclostridiaceae midas_g_95090 midas_s_95090,Clostridia bacterium AnMBR.bin239,2044939.4948,743.0,0.9973,1,,
ce264b1fd05f8dfc0dd2941a2b170a3a,374,3.479141,Bacteria Chloroflexi Anaerolineae Anaerolineales Anaerolineaceae Pelolinea midas_s_78044,Patescibacteria group bacterium strain Modern_marine_glass_biofilm.mb.31,2052139.286,668.0,0.9572,16,,
91fa6ee5c19d623255d7e4df9204f876,372,1.570896,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Alcaligenaceae Alcaligenes midas_s_9908,Alcaligenes sp. DN25,1367435.3,739.0,0.9973,1,Alcaligenes,Alcaligenaceae
8e87f6187c3bff96717578fafac261ae,372,1.435474,Bacteria Firmicutes Clostridia Oscillospirales Ruminococcaceae,Oscillospiraceae bacterium T1900044609_TS20190075.MAGScoT_cleanbin_000075,2485925.3666,662.0,0.9571,16,,Oscillospiraceae
89056b9f86a0886730db47a8c45825eb,378,2.546399,Archaea Halobacterota Methanomicrobia Methanomicrobiales Methanoregulaceae Methanolinea midas_s_1190,Methanoregulaceae archaeon AMR_MDS_4829,2485498.69,756.0,1.0,0,,Methanoregulaceae
a09579da0b2f87eae05c1c9886c4bfc7,374,2.546399,Bacteria Firmicutes Limnochordia Hydrogenispora midas_f_858 midas_g_2147,Gracilibacter sp. BRH_c7a,1734398.4,643.0,0.9439,21,Gracilibacter,Gracilibacteraceae
21d26093efc917ced0c94fc534aa8bcc,372,2.546399,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Rhizobiaceae,Nitratireductor sp. CI.26.F.C1_514_8,1872084.234,714.0,0.9839,6,Nitratireductor,Phyllobacteriaceae
3b10b8599b3b2c56df4a64cf9ebf1e9e,375,29.57395,Bacteria Actinobacteriota Actinobacteria Propionibacteriales Propionibacteriaceae Micropruina,Escherichia coli YGNJUL.004,562.186841,735.0,0.992,3,Escherichia,Enterobacteriaceae
65060a69d6f289e1ed088bae5510fc9f,370,29.57395,Bacteria Bacteroidota Bacteroidia Bacteroidales M2PB4-65_termite_group midas_g_2475 midas_s_4699,Bacteroidota bacterium USPA_maxbin.052,1898104.3589,730.0,0.9946,2,,
618e77ab00abd20cfb2694d45fe07df1,372,2.519874,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Comamonadaceae Comamonas,Comamonas sp. MFD12226_ilm_asm_bin27,34028.127,734.0,0.9946,2,Comamonas,Comamonadaceae
a90eba220f100c5da89e40e34598c4c7,371,2.519874,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Anaerovoracaceae,Anaerovoracaceae bacterium f78f2883-c260-4f33-9859-2a80832d1289,3030912.178,695.0,0.9758,9,,Anaerovoracaceae
1db7fb888012089960006f42143c48af,372,2.519874,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Beijerinckiaceae midas_g_534 midas_s_721,Roseiarcaceae bacterium H3SJ34-1,3032367.6,729.0,0.9919,3,Terripilifer,Roseiarcaceae
5009ec83dc7d2e70acc5d0426d8abceb,374,3.696744,Bacteria Verrucomicrobiota Verrucomicrobiae Opitutales Puniceicoccaceae Verruc-01 midas_s_47647,Verrucomicrobiae bacterium 5_bin.45,2499141.113,598.0,0.9198,30,,
3c03432eaf221246493e3a132da50df9,373,1.679234,Bacteria Firmicutes Clostridia Oscillospirales Oscillospiraceae midas_g_119665 midas_s_119665,Oscillospiraceae bacterium MAG3218,2485925.4117,686.0,0.9678,12,,Oscillospiraceae
40fca1aa386161b3788c78a2ea46b746,374,2.493349,Bacteria Chloroflexi Anaerolineae RBG-13-54-9 midas_f_5792 midas_g_5834 midas_s_93886,Anaerolineaceae bacterium 6_bin.133,2024896.394,691.0,0.9707,11,,Anaerolineaceae
f095ea0711dbffa2a1c48745983b9c5f,372,0.947955,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae,Christensenellaceae bacterium NSJ-63,2763656.3,679.0,0.9651,13,Guopingia,Christensenellaceae
e8844a58e856442c10b5075b197b3f74,373,0.770193,Bacteria Firmicutes Clostridia Lachnospirales Lachnospiraceae Lachnoclostridium,[Clostridium] celerecrescens 18A,1286362.3,736.0,0.9946,2,Lacrimispora,Lachnospiraceae
cb886014283a43df6af104cecc83cfc9,373,2.466824,Bacteria Proteobacteria Gammaproteobacteria midas_o_147 midas_f_3187 midas_g_43376 midas_s_43376,uncultured Gammaproteobacteria bacterium MFD04434.bin.1.124,86473.2173,616.0,0.9305,26,,
af7a5c90aaa1a98d17616ee1ce8cbd96,374,2.360724,Bacteria Firmicutes Clostridia Oscillospirales Hungateiclostridiaceae midas_g_99774 midas_s_99774,Methanothrix soehngenii STF1_32,2223.16,623.0,0.9332,25,Methanothrix,Methanotrichaceae
3ef47d732a719a9c649132016afeb5e2,370,4.312868,Bacteria Firmicutes Clostridia Eubacteriales Eubacteriaceae midas_g_2229,Acetobacterium tundrae strain DER-2019,132932.5,518.0,0.882,44,Acetobacterium,Eubacteriaceae
c86ca8792c7be96d7699dead5edccd91,374,16.635347,Bacteria Acidobacteriota Thermoanaerobaculia Thermoanaerobaculales Thermoanaerobaculaceae Thermoanaerobaculum midas_s_28,Acidobacteriota bacterium MAG111_MWBP,1978231.1761,748.0,1.0,0,,
fef34e7fa03c36381857511c7755324d,372,2.121999,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Pedomicrobium,uncultured Alphaproteobacteria bacterium MFD01275.bin.1.206,91750.3729,744.0,1.0,0,,
dbecddfdb4c39e60616c3958d43cfc8e,372,5.237054,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae Bradyrhizobium,Bradyrhizobium manausense strain SZCCT0433,989370.12,739.0,0.9973,1,Bradyrhizobium,Nitrobacteraceae
29b981c98faa891c7e4d3ed2e5ff9aab,370,9.241859,Bacteria Spirochaetota Spirochaetia Spirochaetales Spirochaetaceae midas_g_1408 midas_s_110594,Rectinema sp. AMR_MDS_2813,1937017.56,705.0,0.9811,7,Rectinema,Rectinemataceae
16bc6160df59f42ec2c49c8ee41d95fc,372,2.413774,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Alcaligenaceae Verticiella midas_s_8570,Pigmentiphaga sp. CHJ604,3081984.4,704.0,0.9785,8,Pigmentiphaga,Alcaligenaceae
fac97a83c02393096a49a357cb0e0f28,373,2.413774,Bacteria Firmicutes Clostridia Proteinivoracales midas_f_1799 midas_g_1799 midas_s_91638,Firmicutes bacterium strain MES11,1879010.6660,702.0,0.9786,8,,
645dd8b575c7e7c0952933bbe90b4bb9,373,11.482481,Bacteria Proteobacteria Gammaproteobacteria Pseudomonadales Pseudomonadaceae Pseudomonas Pseudomonas_aeruginosa,Pseudomonas aeruginosa JBCHAFC-19-0091,287.49278,746.0,1.0,0,Pseudomonas,Pseudomonadaceae
9a48d66f52c47289df8517641c188d9b,371,5.853178,Bacteria Spirochaetota Spirochaetia Spirochaetales Spirochaetaceae midas_g_4579 midas_s_4579,Sphaerochaeta sp. AnMBR.bin254,1972642.80,647.0,0.9488,19,Sphaerochaeta,Sphaerochaetaceae
3f82999a4623343cbba40859d44329b0,372,3.696744,Bacteria Proteobacteria Alphaproteobacteria Rhodobacterales Rhodobacteraceae midas_g_75 midas_s_192,uncultured Alphaproteobacteria bacterium MFD04651.bin.1.215,91750.3710,744.0,1.0,0,,
de1f954072ef273959e798b81a39a1f1,374,4.928992,Bacteria Proteobacteria Gammaproteobacteria Legionellales Legionellaceae Legionella midas_s_31205,Legionella quateirensis strain ATCC 49507,45072.5,703.0,0.9759,9,Legionella,Legionellaceae
0c293c4324023e0fc942ba2a40ef7f59,372,2.334199,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Xanthobacteraceae,uncultured Pseudomonadota bacterium MFD00905.bin.2.198,153809.1433,739.0,0.9973,1,,
f04944690d5cdfed3a6e59cfaa04ce13,374,2.334199,Bacteria Firmicutes Clostridia Monoglobales Monoglobaceae Monoglobus midas_s_112464,Spirochaetales bacterium Spiro_06,1674862.5,688.0,0.9679,12,,
38007bfc5e4b3c58b1d91a0bc9c4fdb2,373,2.334199,Bacteria Firmicutes Clostridia Oscillospirales Ruminococcaceae midas_g_4187 midas_s_4187,Acutalibacteraceae bacterium T1900044652_TS20190118.MAGScoT_cleanbin_000015,3077420.617,646.0,0.9465,20,,Acutalibacteraceae
4597728556b60e620b133a6bac86bcfc,371,2.334199,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Peptostreptococcaceae Peptoclostridium Clostridium_thermoalcaliphilum,[Clostridium] paradoxum JW-YL-7 = DSM 7308,1121328.3,742.0,1.0,0,Alkalithermobacter,Tepidibacteraceae
ad2e05a74003003b855aee86cdc921fd,373,2.307674,Bacteria Firmicutes,Anaerobranca californiensis DSM 14826,1120989.3,706.0,0.9786,8,Anaerobranca,Proteinivoracaceae
cb6ed263fa824af0ae08633dc7c0583e,374,2.307674,Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Rhodanobacteraceae Rhodanobacter,Rhodanobacter sp. KK11,3083255.3,733.0,0.992,3,Rhodanobacter,Rhodanobacteraceae
78571689def5620061b622ab87a928ff,372,2.307674,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Burkholderiaceae Lautropia midas_s_750,uncultured beta proteobacterium MFD04716.bin.2.242,86027.1539,729.0,0.9919,3,,
36d76dffedbcada31ceaa357ebb4456f,393,2.356344,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Alcaligenaceae Alcaligenes midas_s_9908,Alcaligenes sp. DN25,1367435.3,770.0,0.9924,3,Alcaligenes,Alcaligenaceae
5e50cb741e9eab308f75b6cb95a3ec92,371,26.801392,Bacteria Bacteroidota Bacteroidia Bacteroidales Rikenellaceae Rikenellaceae_RC9_gut_group midas_s_4595,Bacteroidales bacterium AnMBR.bin311,2030927.5533,737.0,0.9973,1,,
daec04577d1843ad73efa35de1d48151,372,2.553626,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Hyphomicrobiaceae Hyphomicrobium,Hyphomicrobium sp. CS1GBMeth3,1892845.3,744.0,1.0,0,Hyphomicrobium,Hyphomicrobiaceae
a9d3a8d7e6ab34f69fa91fcce8bda39f,372,0.601067,Bacteria Proteobacteria Alphaproteobacteria Rhizobiales Devosiaceae Devosia,Sphingopyxis sp. SMAG_U6396,1908224.78,744.0,1.0,0,Sphingopyxis,Sphingopyxidaceae
5dfc291183ca333ed56e93c1c38c393c,372,1.936772,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales,Burkholderia pseudomallei EPMN178,28450.4538,739.0,0.9973,1,Burkholderia,Burkholderiaceae
e46ddfb99131631f2f2bba8eb3297ca3,371,1.376844,Bacteria Spirochaetota Spirochaetia Spirochaetales Spirochaetaceae Sphaerochaeta midas_s_92051,Sphaerochaeta associata GLS2T,1129264.8,737.0,0.9973,1,Sphaerochaeta,Sphaerochaetaceae
8cc30cd689a26a6e2a699449745a088e,372,2.281149,Bacteria Firmicutes Clostridia Proteinivoracales midas_f_1799 midas_g_1799,Firmicutes bacterium strain MES11,1879010.6660,640.0,0.9461,21,,
1b8a948ece330b43c14f1197c1813886,372,2.281149,Bacteria Firmicutes Clostridia Christensenellales Christensenellaceae,Christensenellales bacterium AnMBR.bin221,3083246.38,724.0,0.9892,4,,
0ae59fc9a5ae0356656c682a2d34b696,374,1.647971,Bacteria Firmicutes Syntrophomonadia Syntrophomonadales Syntrophomonadaceae Syntrophomonas,Clostridiales bacterium PH28_bin88,1605376.4,703.0,0.9759,9,,
e0987c7b47c2fb3b4638ebd7a04f69a0,374,2.254624,Bacteria Firmicutes midas_c_145 Gelria midas_f_8126,Candidatus Darwinibacter acetoxidans M4B_bin35,3082383.3,703.0,0.9759,9,Candidatus Darwinibacter,Candidatus Darwinibacteriaceae
f8451982c6df9c7c753b7c8a3ac6298b,369,1.84174,Bacteria Firmicutes Clostridia Peptostreptococcales-Tissierellales Sedimentibacteraceae Sedimentibacter,Leclercia adecarboxylata CTOTU47689,83655.286,680.0,0.9726,12,Leclercia,Enterobacteriaceae
fa7b14c7182ca146fc0261039890966f,394,1.852401,Bacteria Proteobacteria Gammaproteobacteria Burkholderiales Alcaligenaceae Alcaligenes midas_s_9908,Bifidobacterium breve M16-V,1685.1441,774.0,1.0,4,Bifidobacterium,Bifidobacteriaceae
f2898c48280ac39868a2fa71eb0211f3,373,0.443122,Bacteria Firmicutes Clostridia Oscillospirales Oscillospiraceae NK4A214_group,uncultured Sporobacter sp. 4d2516f4-efcc-45fb-bf2e-ef986a56fd4c,867686.5,636.0,0.941,22,Sporobacter,Oscillospiraceae
67551524f244fa1d912a5ae3dc5321ac,371,2.228099,Bacteria Actinobacteriota Coriobacteriia OPB41 midas_f_6325 midas_g_6325,uncultured Coriobacteriales bacterium ERR1414267_bin.44_CONCOCT_v1.1_MAG,349920.35,662.0,0.9569,16,,
5177bd1019c0a59f8762ecb3f683babd,374,2.228099,Bacteria Firmicutes Moorellia Desulfitibacterales Desulfitibacteraceae Desulfitibacter midas_s_115332,Bacillota bacterium LX-D,3072787.4,600.0,0.9202,30,,
6891aea14e9e48ed890aa10cc84e4d40,373,2.228099,Bacteria Firmicutes Clostridia,Caldicoprobacter algeriensis TH7C1,699281.6,651.0,0.9492,19,Caldicoprobacter,Caldicoprobacteraceae
908b89aa5bac523dd293e900d0677895,374,2.228099,Bacteria Firmicutes Limnochordia MBA03 midas_f_112 midas_g_90254,Clostridiales bacterium DTU012,1671647.4,672.0,0.9625,15,,
17123c2e3b5a49f1a34d33c72878a37e,371,2.228099,Bacteria Synergistota Synergistia Synergistales Synergistaceae Syner-01,Aminobacteriaceae bacterium AnMBR.bin347,3034609.9,742.0,1.0,0,,Aminobacteriaceae
