asv,gpu_vs_pipe_top20_overlap,gpu_top1_in_pipeline_top20,gpu_top1_is_pipeline_top1,prefilter_missed_top20_hits,pipeline_hits_outside_gpu_top500,gpu_best_score,pipeline_best_score
471ee7e3392aa06c75547eca0d50fdec,20,True,True,0,0,669.0,669.0
6e01e4385cee37baa2cba8e4af01c030,20,True,True,0,0,744.0,744.0
51f21ba905941f4cf5d9c5e0d6e00bd4,20,True,True,0,0,734.0,734.0
8e6aad6b74b9b6601b06801e804b3ab3,20,True,True,0,0,744.0,744.0
de6e665cc2a0ca6ca74b71b0581558e7,20,True,True,0,0,749.0,749.0
07751ebfb567d65db3f366d9c4037e68,20,True,True,0,0,749.0,749.0
451acf82a2350fce17f55d27708aa232,20,True,True,0,0,671.0,671.0
14ce80de12b0526121a4d0f4058099d1,20,True,True,0,0,681.0,681.0
76a43b01e1b397fed9d963f273f17a59,20,True,True,0,0,671.0,671.0
b4047348b90c6f16b7fba7f7330bf87e,20,True,True,0,0,740.0,740.0
e7fedde48db99c6379c14aea36d0e5d2,20,True,True,0,0,604.0,604.0
8906a08ad08c20a3b13351fb1619866c,20,True,True,0,0,721.0,721.0
f16e4c6266ddf5fc9dd22ebb744cb295,20,True,True,0,0,712.0,712.0
1910bfda20570cb1978198cf2fa8e330,20,True,True,0,0,693.0,693.0
ef7c28bb28866912b76003ee110bdf6b,20,True,True,0,0,748.0,748.0
ec32cc6605cedce13a2049357143079a,20,True,True,0,0,641.0,641.0
913e8b6ddca7947f95db836301d8e9cd,20,True,True,0,0,744.0,744.0
7229a1a874924db8456664b2a5985136,20,True,True,0,0,708.0,708.0
18ad5983778a83a204dd34420be14f74,20,True,True,0,0,739.0,739.0
d883b22e464393102af5c3372d061397,20,True,True,0,0,615.0,615.0
0b9435a851d1e394bd12d008525a6197,20,True,True,0,0,743.0,743.0
eb689bb0db80cb3fc1f81366f262fd18,20,True,True,0,0,670.0,670.0
c66eb033bf0d849bf345c2a07db3727e,20,True,True,0,0,698.0,698.0
6504a13e2edb3328fffb344daf7b2ee3,20,True,True,0,0,748.0,748.0
d56e57f7a7e3a1b98778de802e7097d0,19,True,True,0,1,607.0,607.0
c2a63e5593cc5d91688af8f3abd60f16,20,True,True,0,0,744.0,744.0
2b62bf55e8226888eabfb4f4da82a02f,20,True,True,0,0,733.0,733.0
d0ee8cd5ce16c3dcf15fe70d87a7b4b5,20,True,True,0,0,718.0,718.0
519b05506b5c8269406e94701c3ff01a,19,True,True,0,1,710.0,710.0
4c6fec9eef4f5c3e8e6b7fee60a68994,20,True,True,0,0,739.0,739.0
3f8f8630434452f6a8a5cd1693c5e5e3,20,True,True,0,0,626.0,626.0
25fd077b762513468941fbac535c9506,20,True,True,0,0,748.0,748.0
d2e29353b6ede10f1607456fa86e6300,20,True,True,0,0,729.0,729.0
01a80919b32734264f4c21669d8f2713,20,True,True,0,0,655.0,655.0
ea4234d46b05a73fb2775aca82c702a2,20,True,True,0,0,648.0,648.0
41394ade15d1e8762a8d0b3599068bf2,20,True,True,0,0,670.0,670.0
58bcdde420158eabe69c67e4c9eb9245,20,True,True,0,0,743.0,743.0
de46181cbf8f5129eec604079cf07d1f,20,True,True,0,0,733.0,733.0
956d35dae808c86e4c2763cba7d609fa,20,True,True,0,0,746.0,746.0
839049ed2eabc492bfa76bca3e4f9075,20,True,True,0,0,735.0,735.0
f652e7d536f18c98ef07c023937cfdb7,20,True,True,0,0,642.0,642.0
8207352f9586edf5c23e242fba24021c,20,True,True,0,0,734.0,734.0
45f57e55f2f3051645343e39b90396ec,20,True,True,0,0,643.0,643.0
54b3f4205c019f5490d9dbe5af08955a,20,True,True,0,0,694.0,694.0
136c27e1efa2b99fb71cdff938615daa,20,True,True,0,0,776.0,776.0
9e67f564a732feffc50f5fc690ec2e71,20,True,True,0,0,751.0,751.0
5b346ae9f12ee4f745413918a78c62cc,19,True,True,0,1,615.0,615.0
723bd8389de26603c3e8283a20c163c7,20,True,True,0,0,728.0,728.0
01a540c3219dcfac8683674bf53a3d63,20,True,True,0,0,693.0,693.0
5f438bcb87bf9d011daee383cbf8268b,20,True,True,0,0,750.0,750.0
ca8aae833263295a5d0b4d66b8c06fdb,20,True,True,0,0,652.0,652.0
3ab7c5dece6b62c7faf92b667d63b4a0,20,True,True,0,0,736.0,736.0
0eb81b066b350fa8fb0846020748be98,20,True,True,0,0,642.0,642.0
a41371aa833164c1e707004fdfb16b36,20,True,True,0,0,585.0,585.0
be2d073abdb45af47fc76fa5752fb3f5,20,True,True,0,0,601.0,601.0
c4587a7b24a6c49f9de0882e32f519f5,20,True,True,0,0,728.0,728.0
955d34a1529b6fbcf425ced56e3b7fc1,20,True,True,0,0,738.0,738.0
0425278120412320bdcb2c4814278c6f,20,True,True,0,0,586.0,586.0
66c7b79c2f08d329223a3f4b048a6b10,20,True,True,0,0,728.0,728.0
86ce8e836244a989d26315bf84d75d99,20,True,True,0,0,718.0,718.0
aa994f6ce33aa806c707bdc34ef908ef,20,True,True,0,0,739.0,739.0
2afb474b8a2ab64685b85624763d2186,20,True,True,0,0,606.0,606.0
933438389be903228499f1cd1abecd6e,20,True,True,0,0,748.0,748.0
9e679d7c299efc7140f026781b04d72c,20,True,True,0,0,728.0,728.0
beb160f1d174dc940a6dd9816c42ca01,20,True,True,0,0,730.0,730.0
ed2edabe2a0c276357f7f1f210bdeda7,20,True,True,0,0,731.0,731.0
bbb8d866124b76dccef1a07447e2e183,20,True,True,0,0,745.0,745.0
798933fd16ab772e1e547b6af3461e47,20,True,True,0,0,744.0,744.0
7dc6bc8a29e523ea6cd464f8db0a770d,20,True,True,0,0,743.0,743.0
135f3b8eaf65e4c59bcd692de4f6d6ae,20,True,True,0,0,756.0,756.0
2b33fe69214c39198384dc9686326117,20,True,True,0,0,713.0,713.0
f829de4b8d089b0995e255f3335729a0,20,True,True,0,0,748.0,748.0
6575c99cec435a76668a7c45a05dd227,20,True,True,0,0,708.0,708.0
46984bc1f36f8a8835a4a7914c2502b2,20,True,True,0,0,684.0,684.0
0b1e8bf53bfe9e7b085b38ee902e1f4e,20,True,True,0,0,645.0,645.0
85a27e670e0e57e67484195e26028b19,20,True,True,0,0,751.0,751.0
83d1208a372f046a842442d3a156c435,20,True,True,0,0,681.0,681.0
3f9bbc037aa14387f62bff9e2cc84700,20,True,True,0,0,748.0,748.0
e5f056df23811f3fe0e48de4aafd0d9b,20,True,True,0,0,743.0,743.0
22fa460af93a84061844f0660d43797e,20,True,True,0,0,748.0,748.0
4659fa38e38fa03ccd272117c33e2d0f,19,True,True,0,1,710.0,710.0
c41c5795922c324df06444964515a11f,20,True,True,0,0,750.0,750.0
8afde037c611bdd1b53997b0f6b4dd7a,17,False,False,2,3,523.0,331.0
6cd5cb3562f8ff28e2e21339a4fc55c1,20,True,True,0,0,698.0,698.0
3f9749b4bbd55e95797da2d7e27eb072,20,True,True,0,0,726.0,726.0
568d3fd2ad10e30c40ebd6793f956aaa,20,True,True,0,0,746.0,746.0
aa64c95548409d1e294cd29e20473af0,20,True,True,0,0,703.0,703.0
6589433bc08b7cdc5ea1e4928683ed00,20,True,True,0,0,750.0,750.0
892351141be327d407d7d063c3a74f59,20,True,True,0,0,686.0,686.0
fd66678cf39f676cb57820da4a793b6f,20,True,True,0,0,734.0,734.0
937806dd600ece921faa49ac16d4cdb0,19,True,True,0,1,682.0,682.0
27201d8b9c2a23edc5ee1b093c39fe46,20,True,True,0,0,732.0,732.0
87ced6667f7e72e893d3f02ac08066a2,20,True,True,0,0,667.0,667.0
2e009092df813643f303457c87387ced,20,True,True,0,0,744.0,744.0
7762e0345755e644245415ce796d6cfa,20,True,True,0,0,741.0,741.0
67ab6a8c32dcb38e12415ef305a06ce6,20,True,True,0,0,693.0,693.0
114bc1da00dea879e58c42626058bb7e,20,True,True,0,0,724.0,724.0
95d7089b4d7799ace0a9c5d9acd3b32f,20,True,True,0,0,738.0,738.0
61637c95fcfd388d16465d5d8ae30f0a,20,True,True,0,0,748.0,748.0
46636732082e8b359502809c48875633,20,True,True,0,0,734.0,734.0
df443df991086de26795466fa2bdd4f2,20,True,True,0,0,644.0,644.0
77e5e44634d0afe9cd0385ef1e17f3ea,20,True,True,0,0,679.0,679.0
dd365165667aed1d7e806ab8ded914dd,20,True,True,0,0,713.0,713.0
61786e38b934cbe33d5850a578a7ee22,20,True,True,0,0,641.0,641.0
418ebbfcf9fe4c2ccea934ba2533ec35,20,True,True,0,0,695.0,695.0
61b47b9e51cba36e07b09f783d91532d,20,True,True,0,0,750.0,750.0
90180ad539e48d0fd6f3161438f747b7,20,True,True,0,0,693.0,693.0
6650a92f75285af3244da368e945c376,20,True,True,0,0,590.0,590.0
0ce454899698457894ff03330870f380,20,True,True,0,0,744.0,744.0
89be024198d6c2575cdec2fecfd9129a,20,True,True,0,0,711.0,711.0
ab4d207ba005958298be140605c5a8fb,20,True,True,0,0,748.0,748.0
09eb7e9f361c0d842f96d14184871ffb,20,True,True,0,0,736.0,736.0
021debed55af14cc6451649e0fcd3ad0,20,True,True,0,0,742.0,742.0
89bd7c45f05c79d6fbb1fbda696d5bae,20,True,True,0,0,591.0,591.0
e98a78fb93f10ea212298a128d9cadc1,20,True,True,0,0,693.0,693.0
c9209e2a22c08ecdf2762a15fb6e44e1,20,True,True,0,0,743.0,743.0
817505ccf93a252d80ac6191376cc419,20,True,True,0,0,748.0,748.0
1e2c02998bd1e6ff2aad5bd96b138e35,20,True,True,0,0,743.0,743.0
c80287fd598d09df08b50511b22020e5,20,True,True,0,0,748.0,748.0
48ba7ddef24819311ff90ffc578df02e,20,True,True,0,0,748.0,748.0
2e3414cd356e335e4f675efeb43938b3,20,True,True,0,0,732.0,732.0
234b81fb7fa91bcfef74c8511c07a219,20,True,True,0,0,728.0,728.0
1557e1ae96e182db04d667afa2262c8e,20,True,True,0,0,651.0,651.0
17f8b49438a29eaf0a8f6cbcb54e1748,20,True,True,0,0,740.0,740.0
a5855fa4fbc240bfd25ccc70b1627be3,20,True,True,0,0,748.0,748.0
14714ae799409c7a3851511d8e0e2b63,20,True,True,0,0,739.0,739.0
3d89b82f7dc8f2f24e7c65124529a879,20,True,True,0,0,744.0,744.0
a6a4ec1b84af5b137949eecef0fa36f4,20,True,True,0,0,723.0,723.0
676c29f329b29adbd48921804b86030e,20,True,True,0,0,740.0,740.0
c5fd2a45a5ac6f49a4089d35044de207,20,True,True,0,0,668.0,668.0
0b359e0da05bbff15ce4ea980bfaa286,20,True,True,0,0,713.0,713.0
6cd824d1e0974fbbf83448af65c0def7,19,True,True,1,1,743.0,743.0
ce264b1fd05f8dfc0dd2941a2b170a3a,20,True,True,0,0,668.0,668.0
91fa6ee5c19d623255d7e4df9204f876,20,True,True,0,0,739.0,739.0
8e87f6187c3bff96717578fafac261ae,20,True,True,0,0,662.0,662.0
89056b9f86a0886730db47a8c45825eb,20,True,True,0,0,756.0,756.0
a09579da0b2f87eae05c1c9886c4bfc7,20,True,True,0,0,643.0,643.0
21d26093efc917ced0c94fc534aa8bcc,20,True,True,0,0,714.0,714.0
3b10b8599b3b2c56df4a64cf9ebf1e9e,20,True,True,0,0,735.0,735.0
65060a69d6f289e1ed088bae5510fc9f,20,True,True,0,0,730.0,730.0
618e77ab00abd20cfb2694d45fe07df1,20,True,True,0,0,734.0,734.0
a90eba220f100c5da89e40e34598c4c7,20,True,True,0,0,695.0,695.0
1db7fb888012089960006f42143c48af,20,True,True,0,0,729.0,729.0
5009ec83dc7d2e70acc5d0426d8abceb,20,True,True,0,0,598.0,598.0
3c03432eaf221246493e3a132da50df9,20,True,True,0,0,686.0,686.0
40fca1aa386161b3788c78a2ea46b746,20,True,True,0,0,691.0,691.0
f095ea0711dbffa2a1c48745983b9c5f,20,True,True,0,0,679.0,679.0
e8844a58e856442c10b5075b197b3f74,20,True,True,0,0,736.0,736.0
cb886014283a43df6af104cecc83cfc9,20,True,True,0,0,616.0,616.0
af7a5c90aaa1a98d17616ee1ce8cbd96,20,True,True,0,0,623.0,623.0
3ef47d732a719a9c649132016afeb5e2,20,True,True,0,0,518.0,518.0
c86ca8792c7be96d7699dead5edccd91,20,True,True,0,0,748.0,748.0
fef34e7fa03c36381857511c7755324d,20,True,True,0,0,744.0,744.0
dbecddfdb4c39e60616c3958d43cfc8e,19,True,True,0,1,739.0,739.0
29b981c98faa891c7e4d3ed2e5ff9aab,20,True,True,0,0,705.0,705.0
16bc6160df59f42ec2c49c8ee41d95fc,20,True,True,0,0,704.0,704.0
fac97a83c02393096a49a357cb0e0f28,20,True,True,0,0,702.0,702.0
645dd8b575c7e7c0952933bbe90b4bb9,20,True,True,0,0,746.0,746.0
9a48d66f52c47289df8517641c188d9b,20,True,True,0,0,647.0,647.0
3f82999a4623343cbba40859d44329b0,20,True,True,0,0,744.0,744.0
de1f954072ef273959e798b81a39a1f1,20,True,True,0,0,703.0,703.0
0c293c4324023e0fc942ba2a40ef7f59,20,True,True,0,0,739.0,739.0
f04944690d5cdfed3a6e59cfaa04ce13,20,True,True,0,0,688.0,688.0
38007bfc5e4b3c58b1d91a0bc9c4fdb2,20,True,True,0,0,646.0,646.0
4597728556b60e620b133a6bac86bcfc,20,True,True,0,0,742.0,742.0
ad2e05a74003003b855aee86cdc921fd,20,True,True,0,0,706.0,706.0
cb6ed263fa824af0ae08633dc7c0583e,20,True,True,0,0,733.0,733.0
78571689def5620061b622ab87a928ff,20,True,True,0,0,729.0,729.0
36d76dffedbcada31ceaa357ebb4456f,20,True,True,0,0,770.0,770.0
5e50cb741e9eab308f75b6cb95a3ec92,20,True,True,0,0,737.0,737.0
daec04577d1843ad73efa35de1d48151,20,True,True,0,0,744.0,744.0
a9d3a8d7e6ab34f69fa91fcce8bda39f,20,True,True,0,0,744.0,744.0
5dfc291183ca333ed56e93c1c38c393c,20,True,True,0,0,739.0,739.0
e46ddfb99131631f2f2bba8eb3297ca3,20,True,True,0,0,737.0,737.0
8cc30cd689a26a6e2a699449745a088e,20,True,True,0,0,640.0,640.0
1b8a948ece330b43c14f1197c1813886,20,True,True,0,0,724.0,724.0
0ae59fc9a5ae0356656c682a2d34b696,20,True,True,0,0,703.0,703.0
e0987c7b47c2fb3b4638ebd7a04f69a0,20,True,True,0,0,703.0,703.0
f8451982c6df9c7c753b7c8a3ac6298b,20,True,True,0,0,680.0,680.0
fa7b14c7182ca146fc0261039890966f,20,True,True,0,0,774.0,774.0
f2898c48280ac39868a2fa71eb0211f3,20,True,True,0,0,636.0,636.0
67551524f244fa1d912a5ae3dc5321ac,20,True,True,0,0,662.0,662.0
5177bd1019c0a59f8762ecb3f683babd,19,True,True,0,1,600.0,600.0
6891aea14e9e48ed890aa10cc84e4d40,20,True,True,0,0,651.0,651.0
908b89aa5bac523dd293e900d0677895,20,True,True,0,0,672.0,672.0
17123c2e3b5a49f1a34d33c72878a37e,20,True,True,0,0,742.0,742.0
9cf1aa88a0fc0c5655a20cd94313b748,20,True,True,0,0,673.0,673.0
8a652928ef13cc45fe6fad624a6fa1d2,20,True,True,0,0,743.0,743.0
720ef8366f0bd5fb2cb193ce02e53799,20,True,True,0,0,748.0,748.0
4d974c10bc3f6eb4c9f44f3dd9696401,20,True,True,0,0,723.0,723.0
896d6a6108564a7d73a7114e2266891a,20,True,True,0,0,683.0,683.0
7e19fffce24aab1692689a26dff5f328,20,True,True,0,0,708.0,708.0
489ebda75c9174b8e7ad565ac0f52b97,20,True,True,0,0,686.0,686.0
d672caef391233490da769c3f156fc0a,20,True,True,0,0,709.0,709.0
75ae184615957ea74819e0710296a493,20,True,True,0,0,750.0,750.0
aded20d81ae85d32dc13bca7fbd3340d,20,True,True,0,0,779.0,779.0
be817fedc78d38052d17146829adb06d,19,False,False,1,1,492.0,354.0
118852b957010ee00ae4dbb8665ad57e,20,True,True,0,0,746.0,746.0
4b322ffec8bcd2c849beaeaaab778b16,20,True,True,0,0,646.0,646.0
04bc2a095282907ef4df7a2a9447166f,20,True,True,0,0,748.0,748.0
a82d89679bc6017e06e5a11b255c5bf6,20,True,True,0,0,713.0,713.0
201f8219b3baeb8ce71eb8de62e49ca7,20,True,True,0,0,660.0,660.0
585e90bf1c66fcff8dcf4f2d24aba2cd,20,True,True,0,0,667.0,667.0
36cf1853edbaec342c271909f87ca1b6,20,True,True,0,0,744.0,744.0
573471302da724edb5d0fa958385fb6d,20,True,True,0,0,748.0,748.0
af2f68999329d11971cc4eeb7d338c1c,20,True,True,0,0,675.0,675.0
8a9c97139a7d864eda93a0dc3e73ecb9,20,True,True,0,0,748.0,748.0
923e86a70ad8194f9dab67ab8397371f,20,True,True,0,0,666.0,666.0
229ef33e5647dc892321fedcbf36b7ff,20,True,True,0,0,705.0,705.0
4c61879ca2f0594335aa69f539fa89c3,20,True,True,0,0,750.0,750.0
4c65953d2d9c04292134fc5013f3a21e,20,True,True,0,0,691.0,691.0
e61e6021af25969dd347b921fc6389a4,19,True,True,0,1,210.0,210.0
155e05f619ce3d99d02490b7cf22ffb5,20,True,True,0,0,727.0,727.0
af2d8d803a1e0df98789044e20c2646a,20,True,True,0,0,751.0,751.0
b5db33c8e764e787ba1a51f46cfa1db8,20,True,True,0,0,593.0,593.0
f213ec50ee3f0c0c4a7b47b321d081a9,19,True,True,0,1,748.0,748.0
4293552e270e9654178ff729c07282fd,20,True,True,0,0,713.0,713.0
71b89747d9e5f39535d7cd2ac1005789,19,True,True,0,1,686.0,686.0
8dba5d94c21557246f8c48418b0f3bda,20,True,True,0,0,756.0,756.0
f47e716aa12f00e50b727000440e1256,20,True,True,0,0,739.0,739.0
5b02c8639023ea8693ddee6bf1597c70,20,True,True,0,0,751.0,751.0
be437fdb39ff4822fcaf0522cbd7c1e0,20,True,True,0,0,751.0,751.0
ced3d95a776f5047eb0ab75ebeaa0555,20,True,True,0,0,661.0,661.0
51d1bc05cfe3f4f9fd53eb552e293c01,20,True,True,0,0,708.0,708.0
204059649d5553ccc15a44ccd09de89c,20,True,True,0,0,677.0,677.0
de81a26ccacc05d41aeda73937929a7e,20,True,True,0,0,738.0,738.0
335d0b23ffa0a12a5048771a0c89e3b1,20,True,True,0,0,691.0,691.0
ce96aba4d82cdb5ffa5b76128cfbb917,20,True,True,0,0,664.0,664.0
e9930334cceb400c8d1aba7848ccc83f,20,True,True,0,0,751.0,751.0
db74361e1059284f58f7b72bfb21758c,20,True,True,0,0,666.0,666.0
06894625cc4725640c9c1bba0d9aefc8,20,True,True,0,0,739.0,739.0
4b847baea94497568fe03f94a68afb3c,20,True,True,0,0,740.0,740.0
02541e05438ebd6cd913200972ef5e4b,18,True,True,0,2,273.0,273.0
37e4420bd53e9fdbe33fa465e829f030,20,True,True,0,0,746.0,746.0
40da09c73f84b20e7a882a02f485f1f3,20,True,True,0,0,661.0,661.0
fa6189d828a79eb80234db2985c10e19,20,True,True,0,0,739.0,739.0
9a0ea06f99eb653b4104f7809547dc61,19,True,True,0,1,729.0,729.0
ad093ee4a3c24932837db32cf7007813,20,True,True,0,0,744.0,744.0
d70d68ad9dc93090cde7d27dd19cbd6c,20,True,True,0,0,748.0,748.0
64c88f89738e90b17e368e96690366e4,20,True,True,0,0,751.0,751.0
2c76f558846fa9aa57c59ddacefeacb2,17,True,True,3,3,119.0,119.0
f1aa0ea145fc7098b3403eb2badbe65b,20,True,True,0,0,739.0,739.0
55e1b429253da6e1fed80ef04d052eeb,20,True,True,0,0,687.0,687.0
3ec71ebbc127b83786bd4d26c123ef7d,20,True,True,0,0,779.0,779.0
aca75c6d71a8933275a447e83269faba,20,True,True,0,0,723.0,723.0
52ecb4b1abf93593276cb066f1446900,20,True,True,0,0,698.0,698.0
551f70cf3f951806a9b28706825acfeb,19,True,True,1,1,678.0,678.0
6c75b6547a775bd435d6121ea181a298,20,True,True,0,0,692.0,692.0
64b0ba388dd3728a36854c2f014b3129,20,True,True,0,0,740.0,740.0
fae223fac07c33613d2f851500010fdb,20,True,True,0,0,751.0,751.0
ad38e923c9aca989b782888445b843f9,20,True,True,0,0,683.0,683.0
4d472a0025391001536abf639f86372b,20,True,True,0,0,748.0,748.0
fcf151e90a9e26826087929c8e6cf412,20,True,True,0,0,706.0,706.0
3f0bc3f2b8d9b380ec319501754eca38,20,True,True,0,0,744.0,744.0
1a33b954694a3eddcd95ead6c562cfb2,20,True,True,0,0,703.0,703.0
2adce772c19bf78aca62501a10d63509,20,True,True,0,0,679.0,679.0
77b0fc3d2cdfed133689d19939bd753c,20,True,True,0,0,750.0,750.0
424c5645f91f0d2c1ddce0523e2e5481,20,True,True,0,0,706.0,706.0
08c5a92f42b9bd6cf258a65dc845fd17,20,True,True,0,0,737.0,737.0
372e53abd78532e75f0b7c98fa758cc1,20,True,True,0,0,684.0,684.0
4c62fcc88574e3048ef99a712966bec2,20,True,True,0,0,708.0,708.0
38bf20edfc69975afa1d93d5f2c8598a,20,True,True,0,0,701.0,701.0
f538d22fdb4f50b77253747c9f18ed18,20,True,True,0,0,678.0,678.0
c667b7a7367b1dbad8a24df3fef9441a,20,True,True,0,0,746.0,746.0
c8e5908cbbf128920eb03bfbe95f95a9,20,True,True,0,0,736.0,736.0
65c647ffd0330aa88c24b8bf7674e6c7,20,True,True,0,0,712.0,712.0
f3faa99f0acc0df8ae5f557d0ca39c08,20,True,True,0,0,744.0,744.0
95a05bf179625c68dbfdd8e357f791cf,20,True,True,0,0,733.0,733.0
5f69c3b4eaeff62fafe6366f19a2fab3,20,True,True,0,0,710.0,710.0
357ad9f4f9251dd5f1a70dec188b23a3,20,True,True,0,0,739.0,739.0
cb13db7c2341f7fb498c476454c50a21,20,True,True,0,0,740.0,740.0
e8d0c712ad2ea5d27abd8b1e23eb6f7a,20,True,True,0,0,743.0,743.0
c147046b02be565ad186287629d4a843,20,True,True,0,0,719.0,719.0
e808c9a57b23d000151dd0526336e8de,20,True,True,0,0,714.0,714.0
1034f9305f9e8af991841f0741e8ce44,20,True,True,0,0,688.0,688.0
a0ecf69202e62fe969206ad4b1445b61,20,True,True,0,0,741.0,741.0
643cecdf78d7a5f104fd135492479199,19,True,True,0,1,744.0,744.0
ff1bd8113a59e63cbb44713fe3645ed6,20,True,True,0,0,744.0,744.0
2c46a6bd519e153e57e33cbee296bb41,20,True,True,0,0,738.0,738.0
3d94d8b70e7c5bf96bbb6b29f432ec1b,20,True,True,0,0,713.0,713.0
4ffb03b5c0bfc3fffc60057381aa071c,20,True,True,0,0,724.0,724.0
334b1d727a1edd0d17d589993ea3a1ab,20,True,True,0,0,658.0,658.0
6e6136a51bc1d0612894175086e106cd,20,True,True,0,0,742.0,742.0
0a4dae6c36a924945c5ad8318aff7ecb,20,True,True,0,0,573.0,573.0
b78b814af10f7643be0ef223f80cb573,20,True,True,0,0,718.0,718.0
4c301bbaaa0d8e3dc3356271c20fc5b5,20,True,True,0,0,756.0,756.0
9cf7d9633bfa9472ea4578871edcdd08,20,True,True,0,0,740.0,740.0
0e941c919146c9d562604083a4eeadc8,20,True,True,0,0,781.0,781.0
e64aa0d53a0727d6fb6d3fcd8667e49d,20,True,True,0,0,591.0,591.0
eed3ead2d719313207afd241a3e462ad,20,True,True,0,0,693.0,693.0
421b4676c5bde303e399360e708db7fc,20,True,True,0,0,683.0,683.0
4a1539d5c420d910c842f2dfd2531a6d,20,True,True,0,0,733.0,733.0
82f01cb6b84420e18f1f7aed8630c878,20,True,True,0,0,744.0,744.0
7e112350867950f176b414f5f71178fd,20,True,True,0,0,748.0,748.0
3ede9a0384a29cd63d3cebf0f09b96c1,20,True,True,0,0,739.0,739.0
9762cb79dea0ad8ac9b2c00da97ee1de,20,True,True,0,0,734.0,734.0
3ccbd454b224dc84efdde550255ca527,20,True,True,0,0,586.0,586.0
a8a3fd004219cc6476d68c8902fb52a3,20,True,True,0,0,511.0,511.0
b04a73565cfbfe585d234694b827d9d1,20,True,True,0,0,725.0,725.0
5f76a3b05585da3a513858cce5fa4aad,20,True,True,0,0,748.0,748.0
1289562118919e6f9a67cdf153688a18,20,True,True,0,0,724.0,724.0
5d31a7ba11fffdbcb915a4ba1aac75e6,20,True,True,0,0,750.0,750.0
b94b3e9177961551c08f311f8515f346,20,True,True,0,0,732.0,732.0
230f936bbde428b48c67b563c84f874a,20,True,True,0,0,733.0,733.0
ec3fc3f61c2e9c1a7f32bc622801ac2c,20,True,True,0,0,659.0,659.0
27af05757211c4e22e274f6521c2b033,19,True,True,0,1,750.0,750.0
8b42e63e1fe8e14326fe559f8a2cce81,20,True,True,0,0,744.0,744.0
a759ddc94367592f2474e1de3acdb224,20,True,True,0,0,746.0,746.0
cae0d3b0980184e9483154fe9b393493,20,True,True,0,0,698.0,698.0
d545914a091c15dc4913586bf390bfe6,20,True,True,0,0,723.0,723.0
326f3a76100742d3ceb2bc49506997fc,19,True,True,0,1,709.0,709.0
14d87a227e9cbf80d583db1f6eaf48b4,20,True,True,0,0,629.0,629.0
933c1a437592c012f7169968b9045854,20,True,True,0,0,695.0,695.0
bb50ac888e677e82816ea70b2ab33eca,20,True,True,0,0,724.0,724.0
950c432d4df367cfd29389f23c4272f6,20,True,True,0,0,756.0,756.0
82243ab47000b0bb9500a7f65bf04630,20,True,True,0,0,734.0,734.0
9d93bbfc68509916e75cf218443f9b1b,19,True,True,0,1,518.0,518.0
3ab282a70cea4c1440512ab7820c4cad,20,True,True,0,0,606.0,606.0
4d9f444d7b7f1f6de3b53c732536296a,20,True,True,0,0,737.0,737.0
a0138f57c9f1b4f6a71bceb94b56572f,20,True,True,0,0,714.0,714.0
27b310dd4ffe5fc8db8b41f66bdb3175,20,True,True,0,0,720.0,720.0
ee00e22b5b23fa6d7e2502177a8a70c7,19,True,True,0,1,598.0,598.0
2018829be0affbac011bf1b8e30981ad,20,True,True,0,0,734.0,734.0
534be7183f24b21ccc3a792f5c7e5169,20,True,True,0,0,658.0,658.0
f687f9aecd37880d471fc69c13c4f256,20,True,True,0,0,678.0,678.0
9f73559d08e3d2aebe9872ed20eb92cb,20,True,True,0,0,748.0,748.0
d57543b38df2129448b58807cb5965d0,20,True,True,0,0,648.0,648.0
c5818942f7219725c098917e39a7e7bb,20,True,True,0,0,718.0,718.0
fc91b1d6efa2d63ad830349556a06220,20,True,True,0,0,734.0,734.0
6c1758cff014a807d58bd737c76ec233,20,True,True,0,0,746.0,746.0
f7ac318fad126f8dc75f70e09fd5c4dd,20,True,True,0,0,679.0,679.0
07ab589574a5adeae211c91efb58a71f,20,True,True,0,0,740.0,740.0
a890e281ef9de265199252d45d16a904,20,True,True,0,0,664.0,664.0
a989e16b5beae59a0a6bc423abdd16e7,20,True,True,0,0,739.0,739.0
36b46a254875314bef7628b94ef8d7b6,20,True,True,0,0,720.0,720.0
a52b829bf001efa256aeabe5472b2638,20,True,True,0,0,641.0,641.0
3c6c6b674785246a706fea426f2f4dd9,20,True,True,0,0,714.0,714.0
5dfb2d1578133ad81a110967e7c71462,20,True,True,0,0,756.0,756.0
5dc7abaaf2ad90f62d784e23e9d558f2,19,True,True,1,1,748.0,748.0
4767afde4b029b318194cf99b257de2d,20,True,True,0,0,740.0,740.0
349e5c52e64bf4223e4b96bd1aa54075,19,True,True,0,1,679.0,679.0
147c28a497af9f823da70571c88b5ebe,20,True,True,0,0,692.0,692.0
943510d75dff81e8e8a61b414393ad22,20,True,True,0,0,709.0,709.0
8c932073a2765a0e8639a784955bd290,20,True,True,0,0,522.0,522.0
503e3f397b970f03e626474b548327b4,20,True,True,0,0,673.0,673.0
075005ef79b14f0787674852faab9e2e,20,True,True,0,0,728.0,728.0
5dd79bb2be6e24d95fcc33b497b078b5,20,True,True,0,0,707.0,707.0
5eef1e65ed73d122236c933fe9327adb,20,True,True,0,0,660.0,660.0
00f898781984ce51010f520e28aca483,20,True,True,0,0,739.0,739.0
