,Unnamed: 0,Start Date,2024-05-14 12:42:00,Unnamed: 3,0.1,Unnamed: 5,Unnamed: 6,Unnamed: 7,reactor body,155,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,high range (>1 RPM),m,0.1886,scale m,0.114762819,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133
27,44.300000000000004,44.25347222221899,46.364399999999996,2.4918779083253653,50.96023333333333,1.5842481003092088,2.6754,0.9077133192809288,0.6444802197833275,1.1535054103800462,3.051207859714961,0.0032593881340855888,1.0687008148896493e-05,0.32842862378876314,0.29880938702122106,0.017242423800083142,450,,78.9,78.85624999999709,0.004008214769647697,0.006744217873272205,,998.599415,96.9,96.8569444444438,0.00017809959349593496,0.00017809959349593496,,23.354215,92.9,92.86388888888905,0.02056876693766938,0.002616805802654988,,1585.2354,,,,,,,,,,,,,,,,,,,195,194.9868055555562,216,167,82,66,,209,209.0006944444467,24.711515634746902,5.468630268200376,3.8585488233181686,0.05206463195690115,0.07378997526261043,,153.20000000000002,153.1958333333314,1.2,11.909028256374913,11.148387096774194,2.4777577014618886,,274.90000000000003,274.9312499999942,0.584,,154,0,0,0,0,,135,73.06362689392326,0,0.006083565936213427,0,,138.5,379.81316907999155,8.436650082034246,0.03162474347044059,0.0007024687828504785,,121,130.5297121657483,0,0.010868418997980708,0,,73.10000000000001,73.09583333333285,450,,243.9,243.8833333333314,0.01631238990017616,257.90000000000003,257.8708333333343,0.016711685261303583,264.8,264.80208333333576,0.016793893129770993,,173.5,173.47083333333285,338,173.5,173.47083333333285,320,187.8,187.80555555555475,506,,,,,,,
28,44.900000000000006,44.922222222223354,53.185566666666666,1.183411552813872,45.2647,0.22502002133143667,1.5496666666666667,0.971235760942385,0.5806652128726313,0.9231326046830913,2.441834631742371,0.0026084380973126634,8.425326023449223e-06,0.26283636661115795,0.3088300839025152,0.00899837524881621,450,,79.80000000000001,79.8076388888876,0.0009712059620596206,0.005479403311892706,,667.3571,99.9,99.8972222222219,1.6937669376693768e-15,1.6937669376693768e-15,,2.581e-10,96.9,96.8569444444438,0.00036949525745257457,7.60914191870809e-05,,31.694445,,,,,,,,,,,,,,,,,,,202,202.03819444444525,1224,1089,303,278,,216,215.97499999999854,6.303041815241918,3.424509314702099,3.06330781656416,0.0831424873046346,0.09294600453883536,,167,167.00138888888614,1.25,12.405237767057203,11.612903225806452,2.5809976056894675,,278.90000000000003,278.91111111110513,0.531,,155.8,0,0,0,0,,138.9,47.71907422123639,0,0.003973278453058817,0,,141.5,102.6317193642208,0,0.008545522012008392,0,,124.9,81.54202728958326,0,0.006789511014952811,0,,73.10000000000001,73.12361111111386,900,,257.90000000000003,257.8708333333343,0.01594832648267763,264.8,264.80208333333576,0.01654726952436876,272.90000000000003,272.9375,0.017005284791544336,,180.9,180.8930555555562,342,180.9,180.8930555555562,362,191,190.9638888888876,338,,,,,,,
29,49.1,49.079166666662786,48.5419,2.705572695382624,50.3956,2.0880218700961937,1.0624666666666667,0.8554606088729819,0.5493361343140606,0.9723204558592744,2.571944431627758,0.002747425133716764,8.122619310345544e-06,0.27684124090437673,0.26665819698259696,0.005836513315042122,450,,81.5,81.47083333333285,0.018560234586720868,0.00036889284247981384,,1210.02446875,103.5,103.47083333333285,0.0024291158536585366,0.0024291158536585366,,252.65257499999996,99.9,99.8972222222219,0.001203760162601626,1.368550704803613e-15,,75.83169000015141,,,,,,,,,,,,,,,,,,,209,209.0006944444467,1083,874,71,51,,237,236.9541666666628,4.225698999766899,2.6825068870520314,2.9068509598842236,0.10614035087720526,0.09794868266433666,,184.10000000000002,184.1472222222219,1.297,12.871674707098553,12.049548387096774,2.678043115663391,,282.1,282.08263888888905,0.701,,159.9,0.07525877040352753,0,6.266342248420278e-06,0,,141.9,27.779202268079526,0,0.002313006017325523,0,,145.5,90.3791167934146,0,0.007525321964480815,0,,127.9,237.12834523918258,6.060468548482848,0.01974424190168048,0.0005046185302650164,,75.9,75.8708333333343,900,,264.8,264.80208333333576,0.01612448620082208,272.90000000000003,272.9375,0.01658250146799765,278.90000000000003,278.91249999999854,0.016605989430416912,,184,183.9812499999971,818,187.8,187.80555555555475,308,194.9,194.8979166666686,554,,,,,,,
30,51.900000000000006,51.94999999999709,34.47353085477725,0.11339384169051606,61.74845464726627,0.26696127684241533,3.7780622344374013,0.30161475980683233,0.5385432752779986,1.1679529173925605,3.089423846006127,0.0033002115515571996,9.217722735918703e-06,0.33254215009093735,0.18565488216928883,0.020346500099380316,450,,82.9,82.85972222222335,0.0010134654471544715,0.006199260982619407,,749.655665,106.9,106.93541666666715,0.002992801490514905,0.002992801490514905,,264.51365499999997,103.5,103.47083333333285,0.00023719512195121952,2.518133296838648e-05,,17.728028,,,,,,,,,,,,,,,,,,,216,215.97499999999854,429,331,210,168,,243.9,243.93958333333285,5.061742489150278,3.082907247938348,2.837615239222579,0.09235510488115602,0.10033855833824304,,185.20000000000002,185.16180555555184,1.331,13.209097174362508,12.365419354838709,2.7482462505381444,,295.8,295.85555555555,7.01,,162.9,0,0,0,0,,145.9,0,0,0,0,,148.5,179.6462953414269,0,0.01495805956215045,0,,131.9,293.8103203729176,0,0.02446380685869422,0,,75.9,75.9291666666686,900,,272.90000000000003,272.9375,0.015396359365825014,278.90000000000003,278.91249999999854,0.015748678802113916,285.90000000000003,285.93958333333285,0.016347621843805053,,187.8,187.80555555555475,228,191,190.9638888888876,234,201.9,201.9319444444409,410,,,,,,,
31,55.900000000000006,55.8972222222219,50.728133333333325,7.126881661942658,51.3217,0.8492306106117464,1.2834999999999999,1.408905181337623,0.5506662913437634,0.9925860364492294,2.62555016093022,0.0028046883180164305,7.28050981364146e-06,0.28261130204457224,0.2793427304945861,0.007067801849397203,450,,83.9,83.87569444444671,0.0005852811653116531,0.006616532092514028,,768.8437650000001,111.9,111.8659722222219,0.0029761856368563685,0.0029761856368563685,,300.18899799999997,106.9,106.93541666666715,0.00015291327913279133,1.0907349117284795e-05,,10.839534,,,,,,,,,,,,,,,,,,,237,236.9541666666628,396,322,249,210,,250.9,250.88055555555184,6.715386014498654,2.9551387446622903,2.708078249616293,0.0963481740870884,0.10513810753532121,,189.9,189.94722222221753,1.348,13.377808407994488,12.523354838709679,2.7833478179755216,,295.90000000000003,295.90763888888614,0.701,removed 7.01 at 295.85555555555,166.9,0,0,0,0,,148.8,0,0,0,0,,153.5,229.49777079839893,2.5947344311934137,0.019108890158068187,0.00021604782940827757,,135,359.3913188634366,36.82702923847949,0.029924339622267825,0.0030663638000399244,,76.9,76.86250000000291,900,,278.90000000000003,278.91249999999854,0.014844392248972401,285.90000000000003,285.93958333333285,0.014867880211391661,292.90000000000003,292.88263888889196,0.01650029359953024,,194.9,194.8979166666686,252,194.9,194.8979166666686,268,204.9,204.94444444444525,842,,,,,,,
32,58.900000000000006,58.94791666666424,42.1758,0.8358731901430952,57.42850000000001,0.17214653641592734,0.3957,0.6853725045550048,0.513466812127137,1.0356630610036668,2.739495838783893,0.0029264083736147716,7.203339473600635e-06,0.2948762882024329,0.21655873574911705,0.002031788175587081,450,,84.9,84.93055555555475,0.0006858062330623307,0.005889557958122348,,694.7527299999999,114.9,114.90763888888614,0.002187330623306233,0.002187330623306233,,197.831564,108,108.0222222222219,0.00019529132791327913,1.368550704803613e-15,,12.302510000151399,,,,,,,,,,,,,,,,,,,243.9,243.93958333333285,722,591,403,352,,258,257.9548611111095,5.522969839122682,2.4747997250670983,2.581156254680517,0.11504859134187218,0.11030801475343605,,197.20000000000002,197.15486111110658,1.48,14.687801516195726,13.749677419354837,3.055901165136329,,303.2,303.18541666666715,0.841,,173.9,0,0,0,0,,154,30.92466408374963,0,0.0025749095823271962,0,,155.5,167.0325661863896,0,0.013907790689957502,0,,138.9,381.81935057224365,24.661523516652913,0.03179178605930422,0.002053415779904489,,77.9,77.86319444444234,900,,285.90000000000003,285.93958333333285,0.013716970052847917,292.90000000000003,292.88263888889196,0.014539048737522018,299.8,299.8312500000029,0.015971814445096887,,201.9,201.9319444444409,268,201.9,201.9319444444409,322,208.9,208.91319444444525,798,,,,,,,
33,62,61.9777777777781,8.909233333333333,0.6710922837682856,67.27256666666666,0.866607156290166,23.818233333333335,0.22163822624568597,0.8785847123530882,2.075870586172822,5.491012518263593,0.005865657755553804,1.3732453321939176e-05,0.5910464863408729,0.07827516205453211,0.20926335681925404,450,,85.9,85.86041666666279,0.0002469512195121951,0.005851101683317366,,662.8524199999999,117.9,117.88680555555766,0.0027760162601626016,0.0027760162601626016,,199.15553599999998,111.9,111.8659722222219,0.0005195630081300814,1.368550704803613e-15,,32.7302250001514,,,,,,,,,,,,,,,,,,,250.9,250.88055555555184,524,453,209,171,,265,265.03888888889196,4.478229013708298,2.694296279119491,2.704413199685694,0.10567591412599613,0.1052805918323844,,211.10000000000002,211.10138888888469,1.497,14.856512749827708,13.907612903225807,3.091002732573706,,309.90000000000003,309.9048611111066,1.012,,176.9,0,0,0,0,,155.8,29.514661654218347,0,0.002457507215172219,0,,159.5,171.48420893281155,0,0.01427845203437232,0,,141.9,234.38170784566034,6.618809339292719,0.019515546032111603,0.0005511081881176286,,78.10000000000001,78.10902777777665,650,,292.90000000000003,292.88263888889196,0.013846153846153845,299.8,299.8312500000029,0.015513799177921315,306.90000000000003,306.8847222222248,0.016817381092190255,,204.9,204.94444444444525,568,204.9,204.94444444444525,560,212,211.96527777777374,640,,,,,,,
34,65,64.9777777777781,0,0,72.24316666666665,0.8269251014047948,27.756833333333333,0.8269251014047967,0.8553934259259262,2.1704076820005422,5.741078384646595,0.00613278531785129,1.3694945873088168e-05,0.6179632983473766,0,0.23743012757854945,450,,86.80000000000001,86.8041666666686,0.0007854844173441735,0.004756808539756399,,575.718245,120.5,120.47083333333285,0.0009580623306233063,0.0009580623306233063,,60.3537880001514,114.9,114.9111111111124,0.0010602472899728997,2.9642808266046258e-05,,70.070323,,,,,,,,,,,,,,,,,,,258,257.9548611111095,256,191,111,88,,273,273.01944444444234,5.032715761668453,2.5743727598549615,2.908192686527602,0.1105986773408305,0.09790349296359112,,218,217.9909722222219,1.508,14.965678842177809,14.009806451612905,3.1137155115037736,,,,,,180.9,0,0,0,0,,159.9,80.97664779300888,0,0.006742435286678508,0,,162.5,326.10028200546327,0.22050778913313399,0.02715239650336913,1.8360348803758033e-05,,145.9,95.45590418412377,0,0.007948035319244278,0,,78.9,78.85624999999709,650,,299.8,299.8312500000029,0.014809160305343511,306.90000000000003,306.8847222222248,0.015783910745742806,,,,,208.9,208.91319444444525,530,208.9,208.91319444444525,496,215.9,215.878472222219,762,,,,,,,
35,72.2,72.15000000000146,0.36833887159730255,0.1096296188688683,77.50533183227921,0.24019968775999867,22.1264232960907,0.33613146733582366,0.8488182513554042,2.310600827821894,6.111911867141784,0.006528920326719342,1.3130233394413823e-05,0.6578794023659559,0.003126527568954451,0.18781311930937186,450,,86.80000000000001,86.84583333333285,0.0007658367208672086,0.004754345148487752,,574.2080050000001,124.9,124.90555555555329,0.00033495934959349593,0.00033495934959349593,,31.259932,117.9,117.89166666666279,0.0009118563685636856,1.368550704803613e-15,,57.4430120001514,,,,,,,,,,,,,,,,,,,265,265.03888888889196,231,169,132,96,,279,278.97916666666424,4.471289264410429,2.8445705600826288,2.986038920494282,0.10009321836402316,0.09535114236725752,,237.20000000000002,237.17152777777665,1.583,15.70999310820124,14.706580645161292,3.2685753678451417,,,,,,184,0,0,0,0,,162.9,66.30748654467777,0,0.005521023026201314,0,,166.5,260.89746541471135,0,0.021723352657344826,0,,148.8,106.61171447342578,0,0.008876912112691572,0,,78.9,78.88541666666424,650,,306.90000000000003,306.8847222222248,0.013963593658250145,,,,,,,,212,211.96527777777374,548,212,211.96527777777374,520,236.9,236.9111111111124,570,,,,,,,
36,73.10000000000001,73.10833333332994,5.994833333333333,5.1916794607654015,67.77313333333335,3.0280767598152742,26.232033333333334,8.21461692005983,0.9784650000049494,2.329064390891782,6.160750969455681,0.006581091662754173,1.3061662832768833e-05,0.6631363890733545,0.05865734597529671,0.25667126495629833,450,,86.9,86.88749999999709,0.0007931910569105691,0.005118584918571233,,616.22632,127.9,127.9111111111124,0.0005733062330623306,0.0005733062330623306,,38.126408,120.5,120.47083333333285,0.0012544376693766938,1.368550704803613e-15,,79.0241540001514,,,,,,,,,,,,,,,,,,,273,273.01944444444234,198,146,94,60,,286.1,286.0500000000029,7.2723113784064655,3.3056347396452157,2.9327797930531183,0.08613239049296191,0.09708271411874984,,251.10000000000002,251.0791666666628,1.663,16.503928325292904,15.449806451612906,3.433759214609268,,,,,,187.8,0,0,0,0,,166.9,48.130293762734645,0,0.00400751821504868,0,,173.5,,0,,0,,154,237.61576225937293,6.621502837787807,0.019784826166475682,0.0005513324594327899,,79,79.0229166666686,650,,,,,,,,,,,,215.9,215.878472222219,460,215.9,215.878472222219,440,240,240.0402777777781,820,,,,,,,
37,76,76.0048611111124,8.587433333333331,0.1770091617214584,73.17540000000001,0.1407111935845875,18.237166666666667,0.31757094220557053,0.5597773195867234,1.4386628817372757,3.805495364595375,0.004065139776101193,7.760711260954371e-06,0.4096192927168632,0.04807050413463014,0.10208752273523006,450,,86.9,86.9291666666686,0.0007611788617886178,0.004953742986177638,,595.97356,131.9,131.8756944444467,0.0002752879403794038,0.0002752879403794038,,18.686383,124.9,124.90555555555329,0.0001461890243902439,4.397153414534008e-05,,14.073758999999999,,,,,,,,,,,,,,,,,,,279,278.97916666666424,213,169,130,94,,293,292.9944444444409,15.781675830949196,2.8079114617550007,2.728304796339873,0.10140000000009444,0.1043586561898026,,259.1,259.0708333333314,1.83,18.161268090971745,17.001290322580648,3.7785804947293804,,,,,,191,4.301548174979287,0,0.00035816387801659345,0,,173.9,69.17380859360556,0,0.005759684312540013,0,,176.5,227.2433984746831,0,0.01892118222103939,0,,155.8,168.01956213659327,0,0.013989971868159305,0,,79.10000000000001,79.0854166666686,650,,,,,,,,,,,,236.9,236.9111111111124,516,236.9,236.9111111111124,572,243.9,243.8833333333314,1110,,,,,,,
38,76.9,76.90555555555329,19.306700000000003,1.4788816822180195,60.32913333333334,0.24600344171034086,20.364166666666666,1.3604030370935416,1.9032721665456815,4.0327993863274525,10.667404828350039,0.011395229141242288,2.1499717887089122e-05,1.1482276030515663,0.3674590473784751,0.3875855161156402,900,,87,86.97083333333285,0.0007406842818428185,0.004741549199397838,,571.2079200000001,135,135.02430555555475,0.0006775067750677507,0.0006775067750677507,,42.6800000001514,127.9,127.9111111111124,9.940718157181572e-05,1.368550704803613e-15,,6.262223000151399,,,,,,,,,,,,,,,,,,,286.1,286.0500000000029,351,273,139,108,,299.90000000000003,299.9159722222248,5.191842037234241,2.684793177759137,2.7797196301893266,0.10604996488402346,0.10242839570220605,,273.2,273.22499999999854,2.103,20.87057201929704,19.537548387096773,4.342270371811959,,,,,,194.9,0,0,0,0,,176.9,78.9918551502793,0,0.006577173617841741,0,,180.5,240.75796787283062,5.610188086394024,0.02004645860722986,0.0004671264018646148,,159.9,207.26415992019705,14.28374866333579,0.01725763196671083,0.0011893212875383672,,79.80000000000001,79.8076388888876,650,,,,,,,,,,,,240,240.0402777777781,490,240,240.0402777777781,516,246.9,246.91805555555766,800,,,,,,,
39,79,78.95694444444234,16.252,1.4121238932898204,62.433033333333334,1.28524951014709,21.314966666666667,0.6239667005003835,0.8652391483515812,1.8972704051241092,5.018586232908934,0.005360998388014368,9.851962630699781e-06,0.5401950459033922,0.14061866639009898,0.18442543605809006,650,,87,87.01249999999709,0.000800220189701897,0.005281579307513344,,634.700865,138.9,138.9020833333343,0.0002619410569105691,0.0002619410569105691,,18.280105,131.9,131.8756944444467,2.0799457994579946e-05,5.159436157109621e-06,,1.881054,,,,,,,,,,,,,,,,,,,293,292.9944444444409,1002,868,120,104,,306.90000000000003,306.93541666666715,4.651420618625359,2.692209749505482,2.8273108515994783,0.10575781559164227,0.10070425120080022,,274.90000000000003,274.9312499999942,2.313,22.95465196416265,21.48851612903226,4.77587796956779,,,,,,201.9,0.6777776788132899,0,5.643444453066527e-05,0,,180.9,69.94824986540793,0,0.005824167349326222,0,,183.5,230.8642365855645,0,0.019222667492553247,0,,162.9,255.6166541428311,15.632580477138237,0.021283651469011747,0.0013016303478050155,,79.9,79.8666666666686,900,,,,,,,,,,,,243.9,243.8833333333314,960,243.9,243.8833333333314,936,257.90000000000003,257.8708333333343,504,,,,,,,
40,82.9,82.86458333333576,3.6938666666666666,0.2932063153026096,75.59866666666666,0.5520429542466195,20.7075,0.267628828790921,0.8172403486690635,2.1699142491716947,5.739773175228352,0.006131391055550618,1.0736370188233237e-05,0.6178228070558297,0.030187768826036982,0.1692300452006463,900,,87.10000000000001,87.0541666666686,0.0007519478319783197,0.004384083755303135,,532.371795,141.9,141.92638888888905,9.857723577235773e-05,9.857723577235773e-05,,11.189485999999999,135,135.02430555555475,3.644986449864499e-05,1.368550704803613e-15,,2.2961840001514,,,,,,,,,,,,,,,,,,,299.90000000000003,299.9159722222248,482,391,234,179,,314,314.0229166666686,4.286522237845919,2.9621559633033607,2.8908927460447007,0.09611992945324305,0.09848937585518425,,278.90000000000003,278.91111111110513,2.103,20.87057201929704,19.537548387096773,4.342270371811959,,,,,,204.9,0,0,0,0,,184,62.72686540936062,0,0.00522288637879772,0,,187.5,179.35068786687268,23.276362882582863,0.014933446117141772,0.0019380818386830027,,166.9,225.11734933496976,0,0.018744158978765177,0,,80.10000000000001,80.09444444444671,900,,,,,,,,,,,,246.9,246.91805555555766,540,246.9,246.91805555555766,680,260.5,260.47083333333285,828,,,,,,,
41,86.2,86.15902777777956,1.5776333333333337,0.4812915782904714,79.69600000000001,0.3680860768896292,18.726333333333333,0.12993314947823523,0.7493384485667564,2.097457533552336,5.5481134758481145,0.005926654643393919,9.981050284996844e-06,0.5971927699697622,0.011821813144072007,0.14032361567343934,900,,87.10000000000001,87.09583333333285,0.0007997967479674798,0.004895100588476804,,591.9188300000001,145.9,145.90416666666715,0.0002505928184281843,0.0002505928184281843,,19.834701,138.9,138.9020833333343,9.127710027100271e-05,1.0236759271931025e-05,,6.882535,,,,,,,,,,,,,,,,,,,306.90000000000003,306.93541666666715,407,309,220,182,,321,321.01597222222335,3.8487294493749817,2.827566841989592,2.855261137415371,0.10069513406158066,0.09971845254054676,,282.1,282.08263888888905,2.775,27.539627842866988,25.780645161290327,5.729814684630618,,,,,,208.9,12.79653385127509,0,0.001065489912679025,0,,187.8,28.86393925458323,0,0.002403325499965298,0,,190.5,202.39334657147518,7.395294632022763,0.016852068823603263,0.0006157614181534357,,173.9,251.77154700127167,2.6939932027982305,0.020963492672878573,0.00022431250647778772,,82.9,82.85972222222335,900,,,,,,,,,,,,257.90000000000003,257.8708333333343,554,257.90000000000003,257.8708333333343,594,264.5,264.47083333333285,650,,,,,,,
42,90.10000000000001,90.09652777777956,0,0,82.47633333333333,0.21909154098991165,17.524266666666666,0.21852693960547137,0.775832998236333,2.2473785317535726,5.944678696896546,0.006350277036657234,1.0227088887283568e-05,0.6398786097353921,0,0.1359590434989303,900,,89.9,89.8611111111095,0.00035264227642276425,0.0034930203914055012,,408.64073,148.8,148.84166666666715,0.00022384823848238482,0.00022384823848238482,4.316,30.486919999999998,141.9,141.92638888888905,0.0016497459349593495,4.40536471876283e-05,,108.80043299999998,,,,,,,,,,,,,,,,,,,314,314.0229166666686,598,508,406,346,,328,328.01944444444234,4.841303147498178,2.88295543284115,2.88295543284115,0.09876053544873176,0.09876053544873177,,287,287.04097222221753,2.77,27.49000689179876,25.734193548387097,5.71949069420786,,,,,,212,20.4086245577195,0,0.0016993026276202747,0,,191,17.99587216199092,0,0.001498407340715314,0,,194.5,258.36224862564137,0,0.021512260501718682,0,,176.9,269.37040717901533,0.9560296237315837,0.022428843228893866,7.960279964459482e-05,,83,82.97986111111095,900,,,,,,,,,,,,260.5,260.47083333333285,620,260.5,260.47083333333285,634,267.90000000000003,267.92083333332994,576,,,,,,,
43,93.10000000000001,93.08611111110804,5.386466666666667,0.022293571569699747,80.5937,0.131812859767174,14.019866666666667,0.12400908568864408,0.9348519628354282,2.6461994448176656,6.999624337904793,0.0074772003609596335,1.1655248666261833e-05,0.7534317863716964,0.0503554893608094,0.13106499872024324,900,,90.9,90.8666666666686,0.00024796747967479677,0.0025236759271931026,,294.81005,155.5,155.47083333333285,0.0003576727642276423,0.0003576727642276423,1.123,36.84896500000001,145.9,145.90416666666715,0.0016052168021680217,1.368550704803613e-15,,101.1217240001514,,,,,,,,,,,,,,,,,,,321,321.01597222222335,562,,402,,,,,,3.1475061984538564,,,,,303.2,303.18541666666715,3.324,32.98800827015851,30.881032258064515,6.863388833049431,,,,,,215.9,10.90951526030992,0,0.000908369297278095,0,,194.9,24.147235404228425,0,0.0020105941219174376,0,,201.5,207.1756657146223,0,0.017250263589893615,0,,180.9,285.82864095399816,0,0.023799220728892435,0,,83.9,83.87569444444671,900,,,,,,,,,,,,264.5,264.47083333333285,488,264.5,264.47083333333285,620,272.90000000000003,272.9375,560,,,,,,,
44,97.2,97.15416666666715,6.257833333333333,0.07527345703057198,83.33576666666666,0.020084156276361287,10.4064,0.055196739034113186,0.511079003072276,1.4958846631585339,3.9568562057741867,0.004226827787008952,6.3127782671355236e-06,0.42591160548263807,0.031982472213924584,0.05318492537571333,900,,91.5,91.47083333333285,0.00042886178861788616,0.002271383604762557,,278.29502,159.5,159.47083333333285,9.685899390243903e-05,9.685899390243903e-05,1.93,19.300657411,148.8,148.84166666666715,0.0015355182926829268,1.368550704803613e-15,1e-10,96.73101900033319,,,,,,,,,,,,,,,,,,,328,328.01944444444234,684,584,393,332,,,,,0.7637649064852208,,,,,309.90000000000003,309.9048611111066,3.988,39.5776705720193,37.04980645161291,8.234414761191678,,,,,,240,0,0,0,0,,201.9,31.774149237743334,0,0.0026456410689211767,0,,204.5,256.071501398132,10.373457046333503,0.021321523846638803,0.0008637349747155289,,184,283.80088319681823,0,0.02363038161505564,0,,84.9,84.93055555555475,450,,,,,,,,,,,,267.90000000000003,267.92083333332994,504,267.90000000000003,267.92083333332994,620,275.90000000000003,275.93888888888614,808,,,,,,,
45,99.9,99.90277777777374,2.5033666666666665,0.054131722061406165,90.87766666666666,0.13328256950303582,6.618966666666668,0.12218651043930079,0.5669883527043194,1.809713977321015,4.786985359365265,0.005113595663002179,7.427048048174408e-06,0.5152657852094557,0.014193797425482362,0.03752877006938134,450,,92.9,92.86388888888905,0.0004518970189701897,0.002459080333926372,,300.51065,162.5,162.47083333333285,0.00015506436314363144,0.00015506436314363144,3.518,27.594808999999998,155.5,155.47083333333285,0.00016178861788617886,1.368550704803613e-15,1e-10,10.1919840003332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.1,314.12291666666715,3.947,39.170778773259826,36.66890322580645,8.149758039725063,,,,,,243.9,0,0,0,0,,204.9,18.713040153732045,0,0.001558121578162535,0,,208.5,228.39810380592306,0,0.01901732754420675,0,,187.8,196.4606241999675,32.31504041204161,0.01635808694421045,0.002690677802834439,,85.9,85.8576388888905,450,,,,,,,,,,,,272.90000000000003,272.9375,310,272.90000000000003,272.9375,535,278.90000000000003,278.91249999999854,716,,,,,,,
46,103.9,103.89166666666279,4.5391,0.10568959267591127,86.88686666666668,0.09996581082217279,8.574033333333333,0.028132780405308835,0.41343584148043017,1.2616558185575866,3.3372831329587767,0.003564981982140664,4.979021919710882e-06,0.3592214483393128,0.018766266280638207,0.03544812686047924,450,,93.9,93.87777777777956,0.0008121612466124662,0.0023274257561242645,,308.64106,166.5,166.47083333333285,0.00011068795731707317,0.00011068795731707317,1e-10,14.603008303181799,159.5,159.47083333333285,0.001827393292682927,2.0820993567811687e-05,1.88,120.83910756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.9,10.226119364994949,0,0.0008514670578680224,0,,208.9,23.58800122405004,0,0.001964030076940053,0,,211.5,208.88775770690677,0,0.017392819126303645,0,,191,180.23955507348975,1.5271913887825483,0.015007456708866758,0.00012715998241320136,,85.9,85.86041666666279,450,,,,,,,,,,,,275.90000000000003,275.93888888888614,508,275.90000000000003,275.93888888888614,452,281.90000000000003,281.8874999999971,820,,,,,,,
47,106.9,106.9458333333314,1.1945,0.26552883082633577,90.85419999999999,0.2820702217533775,7.9513,0.0379714366333433,0.5094471032742331,1.6256338774348507,4.300063804827669,0.004593452031345891,6.232219329862945e-06,0.4628540901029783,0.006085345648610714,0.0405076675226441,450,,96.9,96.8569444444438,0.0004926321138211382,0.0002655672642671411,,60.412865,169.5,169.47083333333285,0.0003136338075880759,0.0003136338075880759,5.235982,47.052661076,162.5,162.47083333333285,0.0004425982384823848,3.224305460517312e-05,3.424,37.673593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.90000000000003,29.418423401276275,0,0.0024494940384076833,0,,212,37.50334354026959,0,0.0031226763980241124,0,,215.5,211.36988629967647,1.3675152787112133,0.017599490949182055,0.00011386471929319011,,194.9,177.49689401825532,0,0.014779091924917179,0,,86.80000000000001,86.8041666666686,450,,,,,,,,,,,,278.90000000000003,278.91249999999854,700,278.90000000000003,278.91249999999854,644,285.90000000000003,285.93958333333285,630,,,,,,,
