,Unnamed: 0,Unnamed: 1,Approx Days,Date/Time,pH,Unnamed: 5,Approx Days.1,Date/Time.1,CO2,Unnamed: 9,Approx Days.2,Date/Time.2,ORP,Unnamed: 13,Approx Days.3,Date/Time.3,Temp
810,,,16.900000000000002,05/31/2024 10:00,6.991,,16.900000000000002,05/31/2024 10:00,2.274,,16.900000000000002,05/31/2024 10:00,-519.684,,16.900000000000002,05/31/2024 10:00,36.488
811,,,16.900000000000002,05/31/2024 10:30,7.031,,16.900000000000002,05/31/2024 10:30,2.299,,16.900000000000002,05/31/2024 10:30,-519.684,,16.900000000000002,05/31/2024 10:30,36.75
812,,,16.900000000000002,05/31/2024 11:00,6.983,,16.900000000000002,05/31/2024 11:00,2.373,,16.900000000000002,05/31/2024 11:00,-519.684,,16.900000000000002,05/31/2024 11:00,36.488
813,,,16.900000000000002,05/31/2024 11:30,7.056,,16.900000000000002,05/31/2024 11:30,2.317,,16.900000000000002,05/31/2024 11:30,-519.684,,16.900000000000002,05/31/2024 11:30,35.766
814,,,17.0,05/31/2024 12:00,6.984,,17.0,05/31/2024 12:00,2.315,,17.0,05/31/2024 12:00,-519.684,,17.0,05/31/2024 12:00,35.569
815,,,17.0,05/31/2024 12:30,7.0,,17.0,05/31/2024 12:30,2.326,,17.0,05/31/2024 12:30,-519.684,,17.0,05/31/2024 12:30,36.094
816,,,17.0,05/31/2024 13:00,7.032,,17.0,05/31/2024 13:00,2.346,,17.0,05/31/2024 13:00,-519.684,,17.0,05/31/2024 13:00,36.028
817,,,17.0,05/31/2024 13:30,7.064,,17.0,05/31/2024 13:30,2.331,,17.0,05/31/2024 13:30,-519.684,,17.0,05/31/2024 13:30,36.159
818,,,17.1,05/31/2024 14:00,7.0,,17.1,05/31/2024 14:00,2.311,,17.1,05/31/2024 14:00,-519.684,,17.1,05/31/2024 14:00,36.225
819,,,17.1,05/31/2024 14:30,6.992,,17.1,05/31/2024 14:30,2.332,,17.1,05/31/2024 14:30,-519.684,,17.1,05/31/2024 14:30,36.422
820,,,17.1,05/31/2024 15:00,7.016,,17.1,05/31/2024 15:00,2.252,,17.1,05/31/2024 15:00,-519.684,,17.1,05/31/2024 15:00,36.422
821,,,17.1,05/31/2024 15:30,7.048,,17.1,05/31/2024 15:30,2.332,,17.1,05/31/2024 15:30,-519.684,,17.1,05/31/2024 15:30,36.356
822,,,17.1,05/31/2024 16:00,7.04,,17.1,05/31/2024 16:00,2.294,,17.1,05/31/2024 16:00,-519.684,,17.1,05/31/2024 16:00,36.225
823,,,17.2,05/31/2024 16:30,6.992,,17.2,05/31/2024 16:30,2.337,,17.2,05/31/2024 16:30,-519.684,,17.2,05/31/2024 16:30,36.356
824,,,17.2,05/31/2024 17:00,7.016,,17.2,05/31/2024 17:00,2.309,,17.2,05/31/2024 17:00,-519.684,,17.2,05/31/2024 17:00,36.553
825,,,17.2,05/31/2024 17:30,7.047,,17.2,05/31/2024 17:30,2.329,,17.2,05/31/2024 17:30,-519.684,,17.2,05/31/2024 17:30,36.75
826,,,17.2,05/31/2024 18:00,7.016,,17.2,05/31/2024 18:00,2.315,,17.2,05/31/2024 18:00,-519.684,,17.2,05/31/2024 18:00,36.028
827,,,17.2,05/31/2024 18:30,7.024,,17.2,05/31/2024 18:30,2.334,,17.2,05/31/2024 18:30,-519.684,,17.2,05/31/2024 18:30,35.503
828,,,17.3,05/31/2024 19:00,7.048,,17.3,05/31/2024 19:00,2.265,,17.3,05/31/2024 19:00,-519.684,,17.3,05/31/2024 19:00,35.7
829,,,17.3,05/31/2024 19:30,7.039,,17.3,05/31/2024 19:30,2.272,,17.3,05/31/2024 19:30,-519.684,,17.3,05/31/2024 19:30,36.094
830,,,17.3,05/31/2024 20:00,7.031,,17.3,05/31/2024 20:00,2.317,,17.3,05/31/2024 20:00,-519.684,,17.3,05/31/2024 20:00,36.488
831,,,17.3,05/31/2024 20:30,7.008,,17.3,05/31/2024 20:30,2.331,,17.3,05/31/2024 20:30,-519.684,,17.3,05/31/2024 20:30,36.553
832,,,17.3,05/31/2024 21:00,7.032,,17.3,05/31/2024 21:00,2.328,,17.3,05/31/2024 21:00,-519.684,,17.3,05/31/2024 21:00,36.684
833,,,17.400000000000002,05/31/2024 21:30,7.056,,17.400000000000002,05/31/2024 21:30,2.354,,17.400000000000002,05/31/2024 21:30,-519.684,,17.400000000000002,05/31/2024 21:30,36.291
834,,,17.400000000000002,05/31/2024 22:00,7.007,,17.400000000000002,05/31/2024 22:00,2.341,,17.400000000000002,05/31/2024 22:00,-519.684,,17.400000000000002,05/31/2024 22:00,35.634
835,,,17.400000000000002,05/31/2024 22:30,6.975,,17.400000000000002,05/31/2024 22:30,2.338,,17.400000000000002,05/31/2024 22:30,-519.684,,17.400000000000002,05/31/2024 22:30,35.569
836,,,17.400000000000002,05/31/2024 23:00,6.975,,17.400000000000002,05/31/2024 23:00,2.335,,17.400000000000002,05/31/2024 23:00,-519.684,,17.400000000000002,05/31/2024 23:00,36.028
837,,,17.400000000000002,05/31/2024 23:30,7.007,,17.400000000000002,05/31/2024 23:30,2.335,,17.400000000000002,05/31/2024 23:30,-519.684,,17.400000000000002,05/31/2024 23:30,35.962
838,,,17.5,06/01/2024 00:00,7.039,,17.5,06/01/2024 00:00,2.318,,17.5,06/01/2024 00:00,-519.684,,17.5,06/01/2024 00:00,35.962
839,,,17.5,06/01/2024 00:30,7.047,,17.5,06/01/2024 00:30,2.343,,17.5,06/01/2024 00:30,-519.684,,17.5,06/01/2024 00:30,36.159
840,,,17.5,06/01/2024 01:00,6.999,,17.5,06/01/2024 01:00,2.347,,17.5,06/01/2024 01:00,-519.684,,17.5,06/01/2024 01:00,36.291
841,,,17.5,06/01/2024 01:30,7.023,,17.5,06/01/2024 01:30,2.333,,17.5,06/01/2024 01:30,-519.684,,17.5,06/01/2024 01:30,36.422
842,,,17.6,06/01/2024 02:00,7.047,,17.6,06/01/2024 02:00,2.401,,17.6,06/01/2024 02:00,-519.684,,17.6,06/01/2024 02:00,36.488
843,,,17.6,06/01/2024 02:30,6.983,,17.6,06/01/2024 02:30,2.357,,17.6,06/01/2024 02:30,-519.684,,17.6,06/01/2024 02:30,36.619
844,,,17.6,06/01/2024 03:00,7.006,,17.6,06/01/2024 03:00,2.34,,17.6,06/01/2024 03:00,-519.684,,17.6,06/01/2024 03:00,36.684
845,,,17.6,06/01/2024 03:30,7.038,,17.6,06/01/2024 03:30,2.355,,17.6,06/01/2024 03:30,-519.684,,17.6,06/01/2024 03:30,36.75
846,,,17.6,06/01/2024 04:00,6.999,,17.6,06/01/2024 04:00,2.416,,17.6,06/01/2024 04:00,-519.684,,17.6,06/01/2024 04:00,36.75
847,,,17.7,06/01/2024 04:30,7.023,,17.7,06/01/2024 04:30,2.36,,17.7,06/01/2024 04:30,-519.684,,17.7,06/01/2024 04:30,36.816
848,,,17.7,06/01/2024 05:00,7.03,,17.7,06/01/2024 05:00,2.408,,17.7,06/01/2024 05:00,-519.684,,17.7,06/01/2024 05:00,36.816
849,,,17.7,06/01/2024 05:30,6.999,,17.7,06/01/2024 05:30,2.393,,17.7,06/01/2024 05:30,-519.684,,17.7,06/01/2024 05:30,36.75
850,,,17.7,06/01/2024 06:00,7.007,,17.7,06/01/2024 06:00,2.412,,17.7,06/01/2024 06:00,-519.684,,17.7,06/01/2024 06:00,36.159
851,,,17.7,06/01/2024 06:30,7.038,,17.7,06/01/2024 06:30,2.357,,17.7,06/01/2024 06:30,-519.684,,17.7,06/01/2024 06:30,35.569
852,,,17.8,06/01/2024 07:00,6.991,,17.8,06/01/2024 07:00,2.355,,17.8,06/01/2024 07:00,-519.684,,17.8,06/01/2024 07:00,35.503
853,,,17.8,06/01/2024 07:30,6.99,,17.8,06/01/2024 07:30,2.348,,17.8,06/01/2024 07:30,-519.684,,17.8,06/01/2024 07:30,35.569
854,,,17.8,06/01/2024 08:00,7.022,,17.8,06/01/2024 08:00,2.35,,17.8,06/01/2024 08:00,-519.684,,17.8,06/01/2024 08:00,35.503
855,,,17.8,06/01/2024 08:30,7.038,,17.8,06/01/2024 08:30,2.34,,17.8,06/01/2024 08:30,-519.684,,17.8,06/01/2024 08:30,35.569
856,,,17.8,06/01/2024 09:00,7.022,,17.8,06/01/2024 09:00,2.347,,17.8,06/01/2024 09:00,-519.684,,17.8,06/01/2024 09:00,35.7
857,,,17.900000000000002,06/01/2024 09:30,6.999,,17.900000000000002,06/01/2024 09:30,2.358,,17.900000000000002,06/01/2024 09:30,-519.684,,17.900000000000002,06/01/2024 09:30,35.962
858,,,17.900000000000002,06/01/2024 10:00,7.03,,17.900000000000002,06/01/2024 10:00,2.355,,17.900000000000002,06/01/2024 10:00,-519.684,,17.900000000000002,06/01/2024 10:00,36.028
859,,,17.900000000000002,06/01/2024 10:30,7.054,,17.900000000000002,06/01/2024 10:30,2.304,,17.900000000000002,06/01/2024 10:30,-519.684,,17.900000000000002,06/01/2024 10:30,36.291
860,,,17.900000000000002,06/01/2024 11:00,6.99,,17.900000000000002,06/01/2024 11:00,2.268,,17.900000000000002,06/01/2024 11:00,-519.684,,17.900000000000002,06/01/2024 11:00,36.159
861,,,17.900000000000002,06/01/2024 11:30,7.014,,17.900000000000002,06/01/2024 11:30,2.278,,17.900000000000002,06/01/2024 11:30,-519.684,,17.900000000000002,06/01/2024 11:30,36.291
862,,,18.0,06/01/2024 12:00,7.046,,18.0,06/01/2024 12:00,2.299,,18.0,06/01/2024 12:00,-519.684,,18.0,06/01/2024 12:00,36.225
863,,,18.0,06/01/2024 12:30,7.006,,18.0,06/01/2024 12:30,2.242,,18.0,06/01/2024 12:30,-519.684,,18.0,06/01/2024 12:30,36.159
864,,,18.0,06/01/2024 13:00,7.022,,18.0,06/01/2024 13:00,2.262,,18.0,06/01/2024 13:00,-519.684,,18.0,06/01/2024 13:00,36.291
865,,,18.0,06/01/2024 13:30,7.046,,18.0,06/01/2024 13:30,2.238,,18.0,06/01/2024 13:30,-519.684,,18.0,06/01/2024 13:30,36.225
866,,,18.1,06/01/2024 14:00,6.982,,18.1,06/01/2024 14:00,2.301,,18.1,06/01/2024 14:00,-519.684,,18.1,06/01/2024 14:00,36.159
867,,,18.1,06/01/2024 14:30,7.006,,18.1,06/01/2024 14:30,2.257,,18.1,06/01/2024 14:30,-519.684,,18.1,06/01/2024 14:30,36.159
868,,,18.1,06/01/2024 15:00,7.03,,18.1,06/01/2024 15:00,2.331,,18.1,06/01/2024 15:00,-519.684,,18.1,06/01/2024 15:00,36.422
869,,,18.1,06/01/2024 15:30,7.046,,18.1,06/01/2024 15:30,2.287,,18.1,06/01/2024 15:30,-519.684,,18.1,06/01/2024 15:30,36.422
870,,,18.1,06/01/2024 16:00,6.998,,18.1,06/01/2024 16:00,2.338,,18.1,06/01/2024 16:00,-519.684,,18.1,06/01/2024 16:00,36.225
871,,,18.2,06/01/2024 16:30,7.03,,18.2,06/01/2024 16:30,2.333,,18.2,06/01/2024 16:30,-519.684,,18.2,06/01/2024 16:30,36.159
872,,,18.2,06/01/2024 17:00,7.054,,18.2,06/01/2024 17:00,2.296,,18.2,06/01/2024 17:00,-519.684,,18.2,06/01/2024 17:00,36.225
873,,,18.2,06/01/2024 17:30,7.006,,18.2,06/01/2024 17:30,2.337,,18.2,06/01/2024 17:30,-519.684,,18.2,06/01/2024 17:30,36.225
874,,,18.2,06/01/2024 18:00,7.03,,18.2,06/01/2024 18:00,2.331,,18.2,06/01/2024 18:00,-519.684,,18.2,06/01/2024 18:00,36.225
875,,,18.2,06/01/2024 18:30,7.014,,18.2,06/01/2024 18:30,2.335,,18.2,06/01/2024 18:30,-519.684,,18.2,06/01/2024 18:30,36.356
876,,,18.3,06/01/2024 19:00,7.014,,18.3,06/01/2024 19:00,2.34,,18.3,06/01/2024 19:00,-519.684,,18.3,06/01/2024 19:00,36.356
877,,,18.3,06/01/2024 19:30,7.03,,18.3,06/01/2024 19:30,2.334,,18.3,06/01/2024 19:30,-519.684,,18.3,06/01/2024 19:30,36.356
878,,,18.3,06/01/2024 20:00,7.046,,18.3,06/01/2024 20:00,2.326,,18.3,06/01/2024 20:00,-519.684,,18.3,06/01/2024 20:00,36.356
879,,,18.3,06/01/2024 20:30,7.006,,18.3,06/01/2024 20:30,2.338,,18.3,06/01/2024 20:30,-519.684,,18.3,06/01/2024 20:30,36.422
880,,,18.3,06/01/2024 21:00,7.022,,18.3,06/01/2024 21:00,2.279,,18.3,06/01/2024 21:00,-519.684,,18.3,06/01/2024 21:00,36.225
881,,,18.400000000000002,06/01/2024 21:30,7.046,,18.400000000000002,06/01/2024 21:30,2.345,,18.400000000000002,06/01/2024 21:30,-519.684,,18.400000000000002,06/01/2024 21:30,36.225
882,,,18.400000000000002,06/01/2024 22:00,7.046,,18.400000000000002,06/01/2024 22:00,2.337,,18.400000000000002,06/01/2024 22:00,-519.684,,18.400000000000002,06/01/2024 22:00,36.291
883,,,18.400000000000002,06/01/2024 22:30,7.038,,18.400000000000002,06/01/2024 22:30,2.323,,18.400000000000002,06/01/2024 22:30,-519.684,,18.400000000000002,06/01/2024 22:30,36.356
884,,,18.400000000000002,06/01/2024 23:00,7.046,,18.400000000000002,06/01/2024 23:00,2.331,,18.400000000000002,06/01/2024 23:00,-519.684,,18.400000000000002,06/01/2024 23:00,36.422
885,,,18.400000000000002,06/01/2024 23:30,7.046,,18.400000000000002,06/01/2024 23:30,2.264,,18.400000000000002,06/01/2024 23:30,-519.684,,18.400000000000002,06/01/2024 23:30,36.422
886,,,18.5,06/02/2024 00:00,7.062,,18.5,06/02/2024 00:00,2.274,,18.5,06/02/2024 00:00,-519.684,,18.5,06/02/2024 00:00,36.488
887,,,18.5,06/02/2024 00:30,7.038,,18.5,06/02/2024 00:30,2.323,,18.5,06/02/2024 00:30,-519.684,,18.5,06/02/2024 00:30,36.553
888,,,18.5,06/02/2024 01:00,7.054,,18.5,06/02/2024 01:00,2.328,,18.5,06/02/2024 01:00,-519.684,,18.5,06/02/2024 01:00,36.422
889,,,18.5,06/02/2024 01:30,7.022,,18.5,06/02/2024 01:30,2.331,,18.5,06/02/2024 01:30,-519.684,,18.5,06/02/2024 01:30,36.291
890,,,18.6,06/02/2024 02:00,7.046,,18.6,06/02/2024 02:00,2.339,,18.6,06/02/2024 02:00,-519.684,,18.6,06/02/2024 02:00,35.569
891,,,18.6,06/02/2024 02:30,6.998,,18.6,06/02/2024 02:30,2.342,,18.6,06/02/2024 02:30,-519.684,,18.6,06/02/2024 02:30,35.634
892,,,18.6,06/02/2024 03:00,7.022,,18.6,06/02/2024 03:00,2.348,,18.6,06/02/2024 03:00,-519.684,,18.6,06/02/2024 03:00,36.816
893,,,18.6,06/02/2024 03:30,7.046,,18.6,06/02/2024 03:30,2.37,,18.6,06/02/2024 03:30,-519.684,,18.6,06/02/2024 03:30,36.488
894,,,18.6,06/02/2024 04:00,7.046,,18.6,06/02/2024 04:00,2.339,,18.6,06/02/2024 04:00,-519.684,,18.6,06/02/2024 04:00,36.225
895,,,18.7,06/02/2024 04:30,7.014,,18.7,06/02/2024 04:30,2.352,,18.7,06/02/2024 04:30,-519.684,,18.7,06/02/2024 04:30,35.569
896,,,18.7,06/02/2024 05:00,7.03,,18.7,06/02/2024 05:00,2.414,,18.7,06/02/2024 05:00,-519.684,,18.7,06/02/2024 05:00,36.684
897,,,18.7,06/02/2024 05:30,7.046,,18.7,06/02/2024 05:30,2.338,,18.7,06/02/2024 05:30,-519.684,,18.7,06/02/2024 05:30,36.619
898,,,18.7,06/02/2024 06:00,7.046,,18.7,06/02/2024 06:00,2.337,,18.7,06/02/2024 06:00,-519.684,,18.7,06/02/2024 06:00,36.225
899,,,18.7,06/02/2024 06:30,7.038,,18.7,06/02/2024 06:30,2.338,,18.7,06/02/2024 06:30,-519.684,,18.7,06/02/2024 06:30,35.766
900,,,18.8,06/02/2024 07:00,6.998,,18.8,06/02/2024 07:00,2.322,,18.8,06/02/2024 07:00,-519.684,,18.8,06/02/2024 07:00,36.684
901,,,18.8,06/02/2024 07:30,7.006,,18.8,06/02/2024 07:30,2.339,,18.8,06/02/2024 07:30,-519.684,,18.8,06/02/2024 07:30,36.553
902,,,18.8,06/02/2024 08:00,7.03,,18.8,06/02/2024 08:00,2.34,,18.8,06/02/2024 08:00,-519.684,,18.8,06/02/2024 08:00,36.422
903,,,18.8,06/02/2024 08:30,7.062,,18.8,06/02/2024 08:30,2.345,,18.8,06/02/2024 08:30,-519.684,,18.8,06/02/2024 08:30,35.962
904,,,18.8,06/02/2024 09:00,6.999,,18.8,06/02/2024 09:00,2.417,,18.8,06/02/2024 09:00,-519.684,,18.8,06/02/2024 09:00,36.816
905,,,18.900000000000002,06/02/2024 09:30,7.023,,18.900000000000002,06/02/2024 09:30,2.347,,18.900000000000002,06/02/2024 09:30,-519.684,,18.900000000000002,06/02/2024 09:30,36.488
906,,,18.900000000000002,06/02/2024 10:00,7.046,,18.900000000000002,06/02/2024 10:00,2.336,,18.900000000000002,06/02/2024 10:00,-519.684,,18.900000000000002,06/02/2024 10:00,36.159
907,,,18.900000000000002,06/02/2024 10:30,6.999,,18.900000000000002,06/02/2024 10:30,2.345,,18.900000000000002,06/02/2024 10:30,-519.684,,18.900000000000002,06/02/2024 10:30,35.766
908,,,18.900000000000002,06/02/2024 11:00,7.014,,18.900000000000002,06/02/2024 11:00,2.423,,18.900000000000002,06/02/2024 11:00,-519.684,,18.900000000000002,06/02/2024 11:00,36.75
909,,,18.900000000000002,06/02/2024 11:30,7.046,,18.900000000000002,06/02/2024 11:30,2.335,,18.900000000000002,06/02/2024 11:30,-519.684,,18.900000000000002,06/02/2024 11:30,36.356
910,,,19.0,06/02/2024 12:00,6.999,,19.0,06/02/2024 12:00,2.352,,19.0,06/02/2024 12:00,-519.684,,19.0,06/02/2024 12:00,35.569
911,,,19.0,06/02/2024 12:30,6.991,,19.0,06/02/2024 12:30,2.417,,19.0,06/02/2024 12:30,-519.684,,19.0,06/02/2024 12:30,36.75
912,,,19.0,06/02/2024 13:00,7.015,,19.0,06/02/2024 13:00,2.38,,19.0,06/02/2024 13:00,-519.684,,19.0,06/02/2024 13:00,36.488
913,,,19.0,06/02/2024 13:30,7.046,,19.0,06/02/2024 13:30,2.361,,19.0,06/02/2024 13:30,-519.684,,19.0,06/02/2024 13:30,35.766
914,,,19.1,06/02/2024 14:00,7.006,,19.1,06/02/2024 14:00,2.421,,19.1,06/02/2024 14:00,-519.684,,19.1,06/02/2024 14:00,36.75
915,,,19.1,06/02/2024 14:30,7.006,,19.1,06/02/2024 14:30,2.452,,19.1,06/02/2024 14:30,-519.684,,19.1,06/02/2024 14:30,36.291
916,,,19.1,06/02/2024 15:00,7.031,,19.1,06/02/2024 15:00,2.367,,19.1,06/02/2024 15:00,-519.684,,19.1,06/02/2024 15:00,35.766
917,,,19.1,06/02/2024 15:30,7.031,,19.1,06/02/2024 15:30,2.439,,19.1,06/02/2024 15:30,-519.684,,19.1,06/02/2024 15:30,36.75
918,,,19.1,06/02/2024 16:00,6.999,,19.1,06/02/2024 16:00,2.436,,19.1,06/02/2024 16:00,-519.684,,19.1,06/02/2024 16:00,36.619
919,,,19.200000000000003,06/02/2024 16:30,7.022,,19.200000000000003,06/02/2024 16:30,2.359,,19.200000000000003,06/02/2024 16:30,-519.684,,19.200000000000003,06/02/2024 16:30,36.094
920,,,19.200000000000003,06/02/2024 17:00,7.046,,19.200000000000003,06/02/2024 17:00,2.417,,19.200000000000003,06/02/2024 17:00,-519.684,,19.200000000000003,06/02/2024 17:00,35.569
921,,,19.200000000000003,06/02/2024 17:30,7.014,,19.200000000000003,06/02/2024 17:30,2.53,,19.200000000000003,06/02/2024 17:30,-519.684,,19.200000000000003,06/02/2024 17:30,36.75
922,,,19.200000000000003,06/02/2024 18:00,7.022,,19.200000000000003,06/02/2024 18:00,2.436,,19.200000000000003,06/02/2024 18:00,-519.684,,19.200000000000003,06/02/2024 18:00,36.488
923,,,19.200000000000003,06/02/2024 18:30,7.054,,19.200000000000003,06/02/2024 18:30,2.46,,19.200000000000003,06/02/2024 18:30,-519.684,,19.200000000000003,06/02/2024 18:30,35.766
924,,,19.3,06/02/2024 19:00,7.006,,19.3,06/02/2024 19:00,2.411,,19.3,06/02/2024 19:00,-519.684,,19.3,06/02/2024 19:00,36.356
925,,,19.3,06/02/2024 19:30,7.022,,19.3,06/02/2024 19:30,2.422,,19.3,06/02/2024 19:30,-519.684,,19.3,06/02/2024 19:30,36.619
926,,,19.3,06/02/2024 20:00,7.046,,19.3,06/02/2024 20:00,2.444,,19.3,06/02/2024 20:00,-519.684,,19.3,06/02/2024 20:00,36.553
927,,,19.3,06/02/2024 20:30,7.014,,19.3,06/02/2024 20:30,2.381,,19.3,06/02/2024 20:30,-519.684,,19.3,06/02/2024 20:30,35.569
928,,,19.3,06/02/2024 21:00,7.014,,19.3,06/02/2024 21:00,2.459,,19.3,06/02/2024 21:00,-519.684,,19.3,06/02/2024 21:00,36.75
929,,,19.400000000000002,06/02/2024 21:30,7.038,,19.400000000000002,06/02/2024 21:30,2.448,,19.400000000000002,06/02/2024 21:30,-519.684,,19.400000000000002,06/02/2024 21:30,36.619
930,,,19.400000000000002,06/02/2024 22:00,7.006,,19.400000000000002,06/02/2024 22:00,2.453,,19.400000000000002,06/02/2024 22:00,-519.684,,19.400000000000002,06/02/2024 22:00,36.356
931,,,19.400000000000002,06/02/2024 22:30,7.014,,19.400000000000002,06/02/2024 22:30,2.463,,19.400000000000002,06/02/2024 22:30,-519.684,,19.400000000000002,06/02/2024 22:30,36.028
932,,,19.400000000000002,06/02/2024 23:00,7.03,,19.400000000000002,06/02/2024 23:00,2.449,,19.400000000000002,06/02/2024 23:00,-519.684,,19.400000000000002,06/02/2024 23:00,36.159
933,,,19.400000000000002,06/02/2024 23:30,7.054,,19.400000000000002,06/02/2024 23:30,2.449,,19.400000000000002,06/02/2024 23:30,-519.684,,19.400000000000002,06/02/2024 23:30,36.684
934,,,19.5,06/03/2024 00:00,7.014,,19.5,06/03/2024 00:00,2.463,,19.5,06/03/2024 00:00,-519.684,,19.5,06/03/2024 00:00,36.619
935,,,19.5,06/03/2024 00:30,7.03,,19.5,06/03/2024 00:30,2.462,,19.5,06/03/2024 00:30,-519.684,,19.5,06/03/2024 00:30,36.356
936,,,19.5,06/03/2024 01:00,7.054,,19.5,06/03/2024 01:00,2.486,,19.5,06/03/2024 01:00,-519.684,,19.5,06/03/2024 01:00,35.831
937,,,19.5,06/03/2024 01:30,7.022,,19.5,06/03/2024 01:30,2.535,,19.5,06/03/2024 01:30,-519.684,,19.5,06/03/2024 01:30,36.75
938,,,19.6,06/03/2024 02:00,7.038,,19.6,06/03/2024 02:00,2.544,,19.6,06/03/2024 02:00,-519.684,,19.6,06/03/2024 02:00,36.553
939,,,19.6,06/03/2024 02:30,7.022,,19.6,06/03/2024 02:30,2.506,,19.6,06/03/2024 02:30,-519.684,,19.6,06/03/2024 02:30,35.503
940,,,19.6,06/03/2024 03:00,7.014,,19.6,06/03/2024 03:00,2.609,,19.6,06/03/2024 03:00,-519.684,,19.6,06/03/2024 03:00,36.291
941,,,19.6,06/03/2024 03:30,7.03,,19.6,06/03/2024 03:30,2.565,,19.6,06/03/2024 03:30,-519.684,,19.6,06/03/2024 03:30,36.553
942,,,19.6,06/03/2024 04:00,7.054,,19.6,06/03/2024 04:00,2.56,,19.6,06/03/2024 04:00,-519.684,,19.6,06/03/2024 04:00,36.422
943,,,19.700000000000003,06/03/2024 04:30,6.99,,19.700000000000003,06/03/2024 04:30,2.596,,19.700000000000003,06/03/2024 04:30,-519.684,,19.700000000000003,06/03/2024 04:30,36.225
944,,,19.700000000000003,06/03/2024 05:00,6.99,,19.700000000000003,06/03/2024 05:00,2.649,,19.700000000000003,06/03/2024 05:00,-519.684,,19.700000000000003,06/03/2024 05:00,36.553
945,,,19.700000000000003,06/03/2024 05:30,7.014,,19.700000000000003,06/03/2024 05:30,2.665,,19.700000000000003,06/03/2024 05:30,-519.684,,19.700000000000003,06/03/2024 05:30,35.7
946,,,19.700000000000003,06/03/2024 06:00,7.046,,19.700000000000003,06/03/2024 06:00,2.652,,19.700000000000003,06/03/2024 06:00,-519.684,,19.700000000000003,06/03/2024 06:00,36.225
947,,,19.700000000000003,06/03/2024 06:30,7.021,,19.700000000000003,06/03/2024 06:30,2.562,,19.700000000000003,06/03/2024 06:30,-519.684,,19.700000000000003,06/03/2024 06:30,36.553
948,,,19.8,06/03/2024 07:00,6.989,,19.8,06/03/2024 07:00,2.645,,19.8,06/03/2024 07:00,-519.684,,19.8,06/03/2024 07:00,36.816
949,,,19.8,06/03/2024 07:30,7.013,,19.8,06/03/2024 07:30,2.575,,19.8,06/03/2024 07:30,-519.684,,19.8,06/03/2024 07:30,36.225
950,,,19.8,06/03/2024 08:00,7.037,,19.8,06/03/2024 08:00,2.573,,19.8,06/03/2024 08:00,-519.684,,19.8,06/03/2024 08:00,36.488
951,,,19.8,06/03/2024 08:30,7.029,,19.8,06/03/2024 08:30,2.642,,19.8,06/03/2024 08:30,-519.684,,19.8,06/03/2024 08:30,36.75
952,,,19.8,06/03/2024 09:00,7.029,,19.8,06/03/2024 09:00,2.549,,19.8,06/03/2024 09:00,-519.684,,19.8,06/03/2024 09:00,35.634
953,,,19.900000000000002,06/03/2024 09:30,7.046,,19.900000000000002,06/03/2024 09:30,2.562,,19.900000000000002,06/03/2024 09:30,-519.684,,19.900000000000002,06/03/2024 09:30,36.619
954,,,19.900000000000002,06/03/2024 10:00,7.021,,19.900000000000002,06/03/2024 10:00,2.571,,19.900000000000002,06/03/2024 10:00,-519.684,,19.900000000000002,06/03/2024 10:00,36.159
955,,,19.900000000000002,06/03/2024 10:30,7.029,,19.900000000000002,06/03/2024 10:30,2.639,,19.900000000000002,06/03/2024 10:30,-519.684,,19.900000000000002,06/03/2024 10:30,36.422
956,,,19.900000000000002,06/03/2024 11:00,7.053,,19.900000000000002,06/03/2024 11:00,2.578,,19.900000000000002,06/03/2024 11:00,-519.684,,19.900000000000002,06/03/2024 11:00,36.488
957,,,19.900000000000002,06/03/2024 11:30,7.021,,19.900000000000002,06/03/2024 11:30,2.66,,19.900000000000002,06/03/2024 11:30,-519.684,,19.900000000000002,06/03/2024 11:30,35.569
958,,,20.0,06/03/2024 12:00,7.037,,20.0,06/03/2024 12:00,2.646,,20.0,06/03/2024 12:00,-519.684,,20.0,06/03/2024 12:00,36.553
959,,,20.0,06/03/2024 12:30,7.061,,20.0,06/03/2024 12:30,2.571,,20.0,06/03/2024 12:30,-519.684,,20.0,06/03/2024 12:30,36.225
960,,,20.0,06/03/2024 13:00,7.005,,20.0,06/03/2024 13:00,2.572,,20.0,06/03/2024 13:00,-519.684,,20.0,06/03/2024 13:00,35.569
961,,,20.0,06/03/2024 13:30,7.013,,20.0,06/03/2024 13:30,2.605,,20.0,06/03/2024 13:30,-519.684,,20.0,06/03/2024 13:30,36.75
962,,,20.1,06/03/2024 14:00,7.045,,20.1,06/03/2024 14:00,2.577,,20.1,06/03/2024 14:00,-519.684,,20.1,06/03/2024 14:00,36.422
963,,,20.1,06/03/2024 14:30,7.037,,20.1,06/03/2024 14:30,2.576,,20.1,06/03/2024 14:30,-519.684,,20.1,06/03/2024 14:30,36.094
964,,,20.1,06/03/2024 15:00,7.005,,20.1,06/03/2024 15:00,2.566,,20.1,06/03/2024 15:00,-519.684,,20.1,06/03/2024 15:00,36.75
965,,,20.1,06/03/2024 15:30,7.037,,20.1,06/03/2024 15:30,2.562,,20.1,06/03/2024 15:30,-519.684,,20.1,06/03/2024 15:30,36.553
