"seq","sample","rel_ab","Kingdom","Phylum","Class","Order","Family","Genus","Species","Day","Description","Media"
"b488bf12e36de9f37c9b3da1febf2c3e","Q",0,"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","midas_g_24413","midas_s_60729",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"57e13b307e96897f55540c6759029343","Q",0,"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","midas_g_1099",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4f3686ad1491f35d467e4d518b1a239a","Q",0,"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","midas_g_12984","midas_s_12984",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e9ad9694aa9baa8ef6805db44808b3ce","Q",0,"Bacteria","Dependentiae","Babeliae","Babeliales","UBA12409","midas_g_25753","midas_s_25753",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"6d6f4c93d09d73073c55fef2decc5e58","Q",0,"Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae","midas_g_6616","midas_s_31726",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"65f9a101f8ffe7049bd3d0baa83520c2","Q",0,"Bacteria","Dependentiae","Babeliae","Babeliales","Babeliaceae","midas_g_53820","midas_s_53820",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"00c193a1d13306dc0a3fa7b7b19327a9","Q",0,"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","midas_g_13327","midas_s_49248",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"0b898d4961772ab53a086c8154bac568","Q",0,"Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","midas_g_13327","midas_s_19992",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8e3af97b4686b85e19d450d5c1c96fbe","Q",0,"Bacteria","Dependentiae","Babeliae","Babeliales",NA,NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8a2c442a314a7a38b0dd2f26401b5bbb","Q",0,"Bacteria","Bacteroidota","Ignavibacteria","SJA-28","midas_f_31","midas_g_171",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e561c5c5f92aa66e6b1befb81385d1fc","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","midas_g_141","midas_s_141",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"281228d4a8faf2330f12bda44eeeb6af","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","Blvii28_wastewater-sludge_group","midas_s_1977",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"0cdf6b354c008cd74c18af9f484f8bf7","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","Blvii28_wastewater-sludge_group",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1f003e944f4c451188139f78a4dbead3","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Williamwhitmaniaceae","Blvii28_wastewater-sludge_group","midas_s_2247",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"089e886fa6644f9380d46e458a8bf9d6","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"432a02504adb954775f641117e6d7b14","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group","midas_s_3232",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"dd6cd878e1ac746a5df199e3ea0152a2","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group","midas_s_602",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"24d1b9eb90c847a42a0dc2c748b53fd5","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Rikenellaceae_RC9_gut_group","midas_s_58",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a5f80c6cfc12861f45f935186dc8a472","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","midas_g_36215","midas_s_87061",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"cd26adf889179ccd2d1b553ce33b5276","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","midas_g_36215","midas_s_87061",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"6ccc148642fc55d9ec07d0d348c37148","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","midas_g_36215","midas_s_87061",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a5723c72b7103b8c043b31cab7252af4","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","midas_g_36215","midas_s_87061",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"07c98191a29a6be9185f213be81a429f","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","midas_g_36215","midas_s_82500",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ea156f972cd3802c3fac147e4200ba7a","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","midas_g_36215","midas_s_82500",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9d169a06854ffc97e3fa36d6dad78813","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","midas_g_36215","midas_s_82500",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"67eb9981d1bfffccac7b787cebaaa01b","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","midas_g_36215","midas_s_82500",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"c3764288be8ac8815185c4ee6d913e81","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","DMER64","midas_s_2611",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"52bbb433f19eef3b3b7f88453db7aeb4","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","midas_g_1227","midas_s_1227",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"58170f812d875827788d594fb6ddd4ce","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","DMER64","midas_s_3652",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b65ddb808f41ed58f0a87829f790124c","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","DMER64","midas_s_82",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"65db89cb7753aa9ae2885315cf5ffe04","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","DMER64","midas_s_82",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"10bb410cab85c3ad55c3e1b7a643ae2a","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","midas_g_19",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e1809c067af83a3dc4623ce28f35fe79","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","midas_g_19",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"cb6e61a6c468d63ca89dc4f8c67e8554","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","midas_g_19",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d75d2dcd4fa20c295e2b228aaab734d6","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","midas_g_15441","midas_s_98187",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"f486ad1bcca90a8bd9b68c76212312c3","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","midas_g_800","midas_s_800",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"62925abc081ef537aea1336e58a4548a","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","midas_g_410","midas_s_410",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"49eeeeee727d06a37cada5eee00468b5","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"fe5a45686af6b4b7eaff28a4dcaef15b","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","midas_g_410",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"603ab94ae666e02cf4cc8a2132414ef5","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","midas_g_410","midas_s_1326",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d947bf2404132e0163f3c59d1bce36f7","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","midas_g_326","midas_s_326",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ae815c4df4c6f21bff23c4999800dfeb","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","midas_g_3530","midas_s_8577",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ccd295e3a04fb7bb78f97b49d1d76562","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","SB-5","midas_g_34555","midas_s_34555",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8b36978991475cb71d3317e4daaf9e1a","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","Roseimarinus","midas_s_2989",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"690ef1f68aa77e7be7d8be58f2815e17","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","midas_g_120191","midas_s_120191",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1541d3f52b75573d379c2d7efdd61f0e","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","midas_g_1571","midas_s_1571",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"051d14c7d7e9a5358e8da8a52b48bca3","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"c5f63d06bc0e136c998bf43f719776c3","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Mangroviflexus","midas_s_17009",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1cb61b915d95b3ecc06c6a25f791670e","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","Mangroviflexus","midas_s_17009",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4c4c77a6783079489f146bf3f51d11e6","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","midas_g_6784","midas_s_7422",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"2d7ac92616f87949dfaf73e74e7d61ef","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"566e2121e9bd3188a5c29f9c55607760","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","midas_g_33472","midas_s_33472",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"922a7f47672abd882604d821f25fb3ad","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","midas_g_9269",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4adbf4beb8d2b17f63b543e4d9aa39b6","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","midas_g_9269",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d10ef1cc3876e7ca96d49bab29ceec47","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","midas_g_9269",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ee983542287b2fabba9e4ee88472a44a","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","midas_g_9269",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"92f305372628ccbd74b7b28b933d306b","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","midas_g_9269",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"2386e7f0ed5d187b06bed4a743e7db83","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","midas_g_9269",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"08f0179cb02459891d87167ee734be6a","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","midas_g_9269",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"49eb7db9bbd667a245fcb40e7be64a28","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter","midas_s_40478",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"899bfc3202ef1effff6e234fa8517ff3","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter","midas_s_14924",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ddd4b60fc546f62f90bcf9ae38f1a723","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter","midas_s_11722",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"06e148ad8b35489ea97e51ef733e9550","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Macellibacteroides",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"1a2aa45c0c2bca3b49679b7f3f4f465d","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidales_UCG-001","midas_g_1138","midas_s_1138",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"f344d4281112bb7cf5358c04fda869ee","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","midas_g_1791","midas_s_1791",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"7e07d92eab06d89b09f0c89c8e30de6b","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Dysgonomonas","midas_s_30643",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"f0334c3272bbee3d861fa082350b5374","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Petrimonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"e55e48fe52d8325396d7b7a722adba80","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","midas_s_56159",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ca260e01990acd1b27aa3f46c03d1814","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Petrimonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"84f15f87dd256dbeaf017a4e75dd5cad","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Petrimonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b9572caf5beca64d204f56f150f96a8d","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Petrimonas","Petrimonas_sulfuriphila",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"f44234fea5a65dfa65edd4c8b6babf37","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"01a80919b32734264f4c21669d8f2713","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","midas_s_96616",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"41394ade15d1e8762a8d0b3599068bf2","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","midas_s_96616",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d5e86e0fe7c13c5751606c96f3788345","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","midas_s_96616",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"84fa9606a58e97506922f09083e7087a","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","midas_s_738",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a56e9b9fb128fed11f629c8a133ea087","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","midas_s_90161",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"2b7dca9f823dab555a368d87f194804f","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"070ad707f633c0df5a19f11bcfa699c1","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b64f2cd0b47a6548ebe2077c728b213f","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum_saccharofermentans",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"4a18801bf3179876e3e063abc1fa1b5c","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum_saccharofermentans",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"b4eac52cfa36ce63f24be2fc530ad204","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum_saccharofermentans",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d4cf4bfef77541da66524a9292252fa2","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","Proteiniphilum_saccharofermentans",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"eefd58e34806834774cf090051744fd6","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","midas_s_93948",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"f397a6809dc09fd4f5cc5f425c5eb0ba","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","midas_s_93948",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"27b310dd4ffe5fc8db8b41f66bdb3175","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","midas_s_93948",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"5e2e0a4cfc3ab5f1a074ef61d2d6f68b","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"499a635c6e7dcd5c8ef518302aa50011","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ce21e0d8c29a8e91b8f8ed03fb21d296","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas_caenicola",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"7bc28b86485f80b7996a6a115aa31176","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Fermentimonas","Fermentimonas_caenicola",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"021d1583edfe105a9c99264ea9f3d2d6","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","midas_s_63906",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"418ebbfcf9fe4c2ccea934ba2533ec35","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","midas_s_83578",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"dcc60ede2cc11c8503b4f31fab9233b8","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Proteiniphilum","midas_s_83578",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"817de57245c782e0e938fdb195cd7aa1","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Petrimonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"cb13db7c2341f7fb498c476454c50a21","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Petrimonas","midas_s_42734",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"9cf7d9633bfa9472ea4578871edcdd08","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae","Petrimonas",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d21206f5365da44b1152796d3281ae34","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","midas_g_26284","midas_s_26284",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"2096bed8d8d3c009cd128c5f66954ed4","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","midas_g_12","midas_s_12",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"f58368d26234da28cbe5f17910c56a6c","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","midas_g_12","midas_s_2548",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"d48429274cd09a4257ad8b24c009e8fd","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","midas_g_25828",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a5ea8c2ae0dc9882cf9358924dd4f453","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae","midas_g_25828","midas_s_84217",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"8102b0f64f0661286e71a73878df9ce7","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","midas_g_434",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"ebd4d8e08540f7586c3a30987c6ef7b0","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","NS9_marine_group","midas_g_385","midas_s_1233",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"3d002319a68cb81e39764750ce844423","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Bacteroidetes_VC2.1_Bac22","midas_f_8637","midas_g_101607","midas_s_101607",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"85856de71cc20a58c1522fd9ba454442","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae",NA,NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"a1fc4f2226c42bb7298da8c51ceea5a0","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
"30b92827daeee78c39eefccd5bfca43d","Q",0,"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","midas_s_116344",300,NA,"Wolfe v3: went back to modified wolfe + EDTA and switched CuSO4 to CUCl2"
